Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26103002900,4235,81.3,,9,-0.1,81.6%,,17,33,8
tract,26163594100,4187,81.3,2.0,81,-0.2,79.7%,140.0,11,21,11
tract,26163562600,3759,81.3,,92,-0.7,78.2%,139.0,1,23,17
tract,26067031700,4597,81.3,,83,-0.1,74.5%,,75,94,22
tract,26075006000,6846,81.3,,31,-0.4,76.8%,,40,26,1
tract,26015010402,4294,81.3,,73,-0.4,79.1%,,10,5,9
tract,26009960500,3410,81.3,,13,-0.3,81.7%,,29,29,11
tract,26037010400,5210,81.3,,30,-0.5,78.9%,,7,21,16
tract,26123970400,5143,81.3,,46,-0.2,77.4%,,39,45,21
tract,26125126200,2754,81.3,,45,-0.5,79.3%,132.0,6,1,15
tract,26077002003,6169,81.3,,58,-0.4,76.8%,,10,21,44
tract,26125192500,3150,81.3,,69,-0.8,80.4%,144.0,1,1,47
tract,26125139400,5378,81.3,,86,-0.5,77.5%,130.5,3,61,7
tract,26081010904,7593,81.3,,42,-0.6,77.4%,,23,12,13
tract,26125158000,3976,81.3,,67,-0.8,80.9%,131.0,0,25,36
tract,26139020501,3334,81.3,,64,-0.3,80.6%,,29,84,18
tract,26139021500,8810,81.3,,53,-0.2,81.6%,,22,79,9
tract,26125166700,2334,81.3,,65,-0.6,80.9%,141.0,18,9,70
tract,26093730102,4098,81.3,,57,-0.6,78.2%,,11,12,2
tract,26093740900,1910,81.3,,56,-0.6,76.5%,,9,6,28
tract,26163561300,7580,81.3,,67,-0.8,79.8%,137.0,0,0,42
tract,26163579900,4942,81.3,1.9,80,-0.2,76.5%,136.0,59,31,28
tract,26163584500,2662,81.3,,81,-0.4,78.8%,143.0,49,17,65
tract,26093730101,2830,81.2,,49,-0.7,78.1%,,7,11,11
tract,26163596200,3997,81.2,,79,-0.6,79.9%,141.5,28,11,17
tract,26163550300,3158,81.2,1.2,78,-0.8,79.1%,130.0,1,1,16
tract,26065006002,3681,81.2,,33,-0.3,78.0%,,26,58,9
tract,26021011200,3091,81.2,,41,-0.3,83.5%,,9,33,13
tract,26045020602,3334,81.2,,52,-0.3,79.0%,,39,35,22
tract,26043950700,3511,81.2,,64,-0.1,79.8%,,25,28,6
tract,26057000700,3203,81.2,,40,-0.1,77.6%,,38,44,12
tract,26145010100,9877,81.2,,56,-0.3,76.3%,,27,66,35
tract,26099231600,5322,81.2,,73,-0.1,78.0%,138.0,88,87,42
tract,26125139200,6455,81.2,,89,-0.2,76.5%,139.0,36,9,4
tract,26153000200,2412,81.2,,3,-0.2,81.4%,,32,17,23
tract,26125197100,3016,81.2,,70,-0.7,79.0%,136.0,7,27,58
tract,26161406000,3510,81.2,,57,-0.5,74.5%,,5,53,54
tract,26139020100,5393,81.2,,52,-0.3,79.5%,,25,46,13
tract,26139021202,7366,81.2,,63,-0.1,78.5%,,36,82,9
tract,26115830700,3725,81.2,,55,-0.2,77.2%,,44,71,24
tract,26139024400,10264,81.2,,53,-0.6,78.1%,,3,10,9
tract,26139021303,2830,81.1,,53,-0.4,78.0%,,7,46,18
tract,26161444000,6477,81.1,,41,-0.5,75.0%,,12,16,14
tract,26073000900,3935,81.1,,48,-0.1,77.3%,,42,41,15
tract,26029001200,3161,81.1,,6,-0.3,78.8%,,24,73,10
tract,26045020201,2918,81.1,,49,-0.2,81.0%,,17,11,61
tract,26049011101,9047,81.1,,35,-0.3,78.5%,,18,66,35
tract,26099212000,5509,81.1,,43,-0.5,78.7%,141.0,13,31,2
tract,26099215300,4452,81.1,,53,-0.3,78.3%,136.0,38,35,12
tract,26125140302,3958,81.1,,70,-0.3,78.1%,131.0,50,40,45
tract,26081001200,3264,81.1,3.0,56,0.0,73.9%,,52,77,46
tract,26161410200,2357,81.1,,62,0.0,70.1%,,62,97,55
tract,26125166200,2876,81.1,,65,-0.8,79.8%,142.0,13,3,36
tract,26085961100,3657,81.1,,7,0.2,76.7%,,84,79,44
tract,26115833000,4458,81.1,,71,-0.3,79.0%,,9,20,3
tract,26163551200,4002,81.1,,79,-0.5,77.9%,134.0,5,3,29
tract,26163563800,3115,81.1,,73,-0.4,77.9%,137.0,6,15,31
tract,26009960600,3212,81.0,,8,-0.3,82.5%,,15,38,7
tract,26115832800,4835,81.0,,62,-0.4,78.2%,124.0,9,21,1
tract,26125140600,2600,81.0,,64,-0.2,79.2%,137.0,63,81,65
tract,26165380600,3142,81.0,,10,0.0,75.3%,,73,77,0
tract,26067031300,8036,81.0,,42,-0.3,77.7%,,9,34,20
tract,26025003000,2130,81.0,,67,-0.2,77.5%,,32,18,2
tract,26125197600,1915,81.0,,71,-0.1,76.7%,138.0,50,17,62
tract,26125150800,4482,81.0,,65,-0.6,81.4%,141.0,3,28,49
tract,26125152600,3869,81.0,1.7,69,-0.7,80.0%,133.0,0,7,17
tract,26081012703,5202,81.0,,61,-0.2,77.1%,,58,89,73
tract,26091060302,4112,81.0,,29,-0.3,79.7%,,13,30,12
tract,26093711000,4244,81.0,,43,-0.3,78.8%,,31,25,3
tract,26115832700,2632,81.0,,68,-0.1,78.8%,158.0,41,14,0
tract,26045021402,4634,80.9,,42,-0.4,81.1%,,8,51,12
tract,26099247400,2488,80.9,,58,-0.5,80.2%,132.0,1,25,8
tract,26131970100,1750,80.9,,1,0.1,81.9%,,50,61,8
tract,26125121800,5155,80.9,,52,-0.5,77.0%,132.0,9,61,10
tract,26125136300,4987,80.9,,64,-0.5,77.1%,136.0,13,32,57
tract,26073940100,4198,80.9,,51,-0.1,76.8%,,57,66,11
tract,26029000800,2882,80.9,,4,-0.3,79.5%,,21,38,14
tract,26023951000,2390,80.9,,43,-0.3,81.3%,,17,18,5
tract,26037010901,2930,80.9,,51,-0.2,79.2%,,29,90,11
tract,26043950100,1632,80.9,,39,-0.3,80.6%,,22,32,9
tract,26059050100,4569,80.9,,33,-0.2,79.2%,,44,25,3
tract,26055550700,9370,80.9,,7,-0.2,81.5%,,18,72,6
tract,26123970600,4342,80.9,,31,-0.1,79.7%,,48,76,13
tract,26103001800,2834,80.9,,8,-0.1,78.8%,,16,18,12
tract,26125184100,2855,80.9,3.0,76,-0.5,74.3%,135.0,4,15,28
tract,26077003004,7868,80.9,,51,-0.7,79.2%,,0,14,11
tract,26125150000,5063,80.9,,65,-0.5,82.6%,132.0,15,2,42
tract,26081003000,1908,80.9,3.7,55,-0.2,74.6%,,82,74,65
tract,26157000800,3769,80.9,,37,-0.2,78.7%,,33,19,9
tract,26125168700,3901,80.9,,64,-0.5,81.2%,141.0,19,29,59
tract,26087342000,4499,80.9,,30,-0.5,78.8%,,5,18,11
tract,26111290400,2256,80.9,,64,-0.3,78.4%,,16,40,32
tract,26093743300,2693,80.9,,52,-0.6,78.4%,,6,3,8
tract,26139024600,6056,80.9,,55,-0.6,77.5%,,3,41,17
tract,26161400400,3087,80.9,,53,-0.5,72.3%,,39,28,41
tract,26017285800,6324,80.8,,82,0.1,79.9%,,56,82,21
tract,26061000100,2580,80.8,,8,-0.1,79.7%,,36,50,9
tract,26163594500,3328,80.8,,76,-0.4,79.2%,139.0,10,26,24
tract,26037010108,4205,80.8,,38,-0.5,79.2%,,7,20,22
tract,26061001000,2955,80.8,,4,-0.1,79.1%,,26,52,8
tract,26125131300,5102,80.8,,50,-0.3,78.9%,140.0,33,67,9
tract,26125198000,3877,80.8,,71,-0.6,77.5%,130.0,10,4,62
tract,26081010302,6217,80.8,,25,-0.3,76.9%,,16,23,13
tract,26137950400,1957,80.8,,38,-0.1,80.7%,,45,24,1
tract,26125157200,3897,80.8,,63,-0.3,80.6%,137.0,69,36,53
tract,26093712601,4575,80.8,,76,-0.6,78.3%,,20,25,1
tract,26161403100,1510,80.8,,48,-0.8,77.9%,,1,2,41
tract,26161404400,2126,80.8,,47,-0.7,74.4%,,4,23,47
tract,26163557900,4726,80.8,,73,-0.4,79.7%,146.0,15,17,22
tract,26163589300,3968,80.8,,72,-0.3,78.7%,140.0,22,39,21
tract,26103001600,2090,80.7,,7,-0.1,79.3%,,18,37,12
tract,26081011701,5341,80.7,,51,-0.2,75.2%,,15,74,20
tract,26093743900,3573,80.7,,47,-0.5,79.2%,,14,3,3
tract,26099230300,4580,80.7,,64,-0.1,76.4%,135.0,59,80,14
tract,26065004000,4005,80.7,1.3,45,0.0,75.9%,,64,75,25
tract,26057000900,3401,80.7,,27,-0.1,78.2%,,54,41,14
tract,26099268200,3848,80.7,,50,-0.3,78.5%,139.0,47,10,20
tract,26099214500,4351,80.7,,49,-0.7,78.8%,141.0,3,12,10
tract,26099225300,4747,80.7,,58,-0.2,80.8%,138.0,50,60,22
tract,26123971100,4189,80.7,,39,-0.1,77.1%,,61,85,32
tract,26099231000,4397,80.7,,70,-0.3,78.8%,136.0,56,76,26
tract,26125137700,1669,80.7,,64,-0.5,80.5%,138.0,26,22,16
tract,26125138100,5642,80.7,,71,-0.7,77.3%,131.0,4,47,27
tract,26081012608,3686,80.7,,71,0.0,74.5%,,63,99,45
tract,26139022002,4081,80.7,,57,-0.4,81.6%,,13,49,24
tract,26161425000,4509,80.7,,45,-0.6,75.0%,,2,7,37
tract,26139025100,7405,80.7,,63,0.0,78.1%,,83,86,61
tract,26163556900,3867,80.7,,68,-0.4,78.2%,141.0,5,19,44
tract,26125138600,2774,80.6,,69,-0.8,77.6%,128.0,0,5,29
tract,26005030901,3176,80.6,,15,-0.3,80.0%,,54,52,33
tract,26017280500,3196,80.6,2.1,93,-0.1,78.3%,,48,15,15
tract,26029000400,2775,80.6,,5,-0.3,81.8%,,25,72,13
tract,26037010701,2054,80.6,,34,-0.3,78.8%,,24,20,10
tract,26043950300,4768,80.6,,54,-0.1,79.3%,,19,80,6
tract,26047970500,4729,80.6,,4,-0.3,78.4%,,29,57,5
tract,26049012905,3460,80.6,,42,-0.1,78.7%,,50,56,35
tract,26125183600,4536,80.6,2.0,74,-0.4,79.1%,134.5,9,40,24
tract,26125130400,2769,80.6,,57,-0.4,79.4%,139.0,3,7,13
tract,26125194300,3849,80.6,,63,-0.6,78.8%,138.0,18,32,47
tract,26125196100,6200,80.6,,68,-0.5,78.7%,132.0,8,11,51
tract,26153000100,2463,80.6,,14,0.0,80.5%,,75,50,26
tract,26161448000,3919,80.6,,40,-0.6,73.6%,,3,1,22
tract,26109960300,2213,80.6,,35,0.0,79.8%,,25,36,15
tract,26163596100,3487,80.6,,72,-0.5,80.6%,141.0,21,12,18
tract,26151970200,2432,80.6,,54,-0.1,78.2%,,49,28,4
tract,26161404600,4776,80.6,,54,-0.3,70.6%,,22,64,40
tract,26163564401,5315,80.6,,68,-0.7,77.9%,128.0,6,10,53
tract,26163574800,3815,80.6,1.0,77,-0.5,78.1%,137.0,28,2,12
tract,26033971100,1526,80.5,,0,-0.1,84.0%,,58,18,7
tract,26125197000,4882,80.5,,69,-0.7,78.8%,138.0,5,45,48
tract,26125166600,3658,80.5,,65,0.0,80.5%,140.0,43,94,68
tract,26161404100,3151,80.5,,48,-0.5,72.7%,,10,25,42
tract,26019000200,3219,80.5,,5,-0.3,80.1%,,37,37,16
tract,26045020800,5153,80.5,,70,-0.2,77.8%,,42,59,15
tract,26045020101,2971,80.5,,71,-0.7,81.5%,,2,4,35
tract,26121002500,7516,80.5,,89,-0.5,79.1%,,3,32,13
tract,26145010302,7869,80.5,,52,-0.3,80.7%,,8,76,49
tract,26099216000,4010,80.5,,45,-0.5,79.1%,142.0,9,27,5
tract,26125127600,4795,80.5,,55,-0.7,78.6%,139.0,8,6,21
tract,26099241500,3612,80.5,,68,-0.2,81.8%,140.0,38,51,46
tract,26125132600,4167,80.5,,54,-0.7,79.8%,140.0,1,14,8
tract,26125196600,2174,80.5,,67,-0.7,80.8%,130.0,0,6,46
tract,26111291102,9596,80.5,,44,-0.2,78.7%,,28,58,16
tract,26161403600,5443,80.5,,55,-0.1,69.2%,,37,79,73
tract,26163550100,4007,80.5,1.2,76,-0.6,79.4%,134.0,4,7,22
tract,26163556800,1762,80.5,,69,-0.5,78.9%,140.0,7,3,29
tract,26163560200,5197,80.5,,68,-0.4,80.2%,136.0,7,25,39
tract,26163564600,6121,80.5,,76,-0.7,77.3%,139.0,1,5,54
tract,26163571500,4701,80.5,,78,0.1,77.0%,134.0,89,75,35
tract,26063950200,2047,80.4,,53,-0.1,80.9%,,37,35,2
tract,26125183000,3796,80.4,,73,-0.3,75.9%,134.0,29,71,38
tract,26163556400,4346,80.4,,69,-0.6,79.5%,141.0,12,6,27
tract,26067030400,6579,80.4,,38,-0.3,77.9%,,24,37,7
tract,26075005400,6487,80.4,,44,-0.3,73.8%,,7,72,7
tract,26015010200,5518,80.4,,63,-0.3,77.7%,,13,39,13
tract,26037011002,3509,80.4,,29,-0.4,79.1%,,17,5,4
tract,26055550200,4507,80.4,,6,-0.4,81.3%,,17,24,9
tract,26125121700,5457,80.4,,49,-0.5,77.9%,141.0,10,12,14
tract,26099227300,4525,80.4,,61,-0.3,81.3%,140.0,19,80,31
tract,26077001907,4403,80.4,,60,-0.1,76.0%,,67,43,38
tract,26125187000,2431,80.4,2.4,78,-0.7,78.8%,131.0,6,4,14
tract,26125194100,2901,80.4,,65,-0.7,78.7%,129.0,2,9,24
tract,26125145200,3658,80.4,,63,-0.3,76.9%,142.0,54,13,43
tract,26081013000,3336,80.4,3.0,50,-0.2,74.5%,,27,62,30
tract,26089970500,4916,80.4,,5,-0.2,79.9%,,41,34,8
tract,26139024300,5528,80.4,,54,-0.5,77.6%,,15,15,13
tract,26093740500,2313,80.4,,54,-0.6,79.0%,,10,24,4
tract,26163562900,3383,80.4,,75,-0.2,78.6%,143.0,36,11,15
tract,26093741602,3392,80.4,,53,-0.4,81.1%,,4,2,14
tract,26037011104,6610,80.3,,35,-0.2,77.7%,,46,56,15
tract,26049012503,2769,80.3,,21,0.0,77.7%,,69,66,11
tract,26081013700,7172,80.3,3.0,56,-0.1,75.2%,,49,44,67
tract,26099215000,5765,80.3,,50,-0.6,79.7%,140.0,3,15,7
tract,26099223500,1552,80.3,,45,-0.4,79.9%,139.0,4,4,6
tract,26099225500,5334,80.3,,60,-0.4,78.4%,137.0,16,45,8
tract,26125183200,3474,80.3,3.0,74,-0.3,77.9%,140.0,19,36,29
tract,26125125600,3029,80.3,,45,-0.4,80.0%,138.0,27,15,5
tract,26125166900,3437,80.3,,66,-0.4,80.0%,140.0,22,31,51
tract,26125168100,2238,80.3,,65,-0.4,81.2%,133.0,32,6,52
tract,26147637100,3856,80.3,,65,-0.2,78.3%,,37,36,5
tract,26021001700,4683,80.3,,27,-0.4,79.8%,,25,17,18
tract,26025001900,4199,80.3,,78,-0.4,78.0%,,10,54,28
tract,26045020103,4077,80.3,,62,0.0,79.0%,,60,75,48
tract,26059050400,4357,80.3,,46,-0.1,78.5%,,66,78,6
tract,26125134400,4675,80.3,,62,-0.5,78.5%,137.0,23,9,20
tract,26081004500,8371,80.3,,60,-0.2,80.5%,,24,73,73
tract,26125154500,2505,80.3,,63,-0.7,81.0%,141.0,13,15,45
tract,26137950600,4740,80.3,,36,-0.3,79.1%,,36,27,5
tract,26125166000,2595,80.3,,65,-0.2,82.3%,142.0,18,75,52
tract,26125167000,5454,80.3,,66,-0.5,79.9%,142.0,32,60,54
tract,26161426000,4248,80.3,,44,-0.4,74.3%,,13,33,17
tract,26087340000,4026,80.3,,36,-0.4,77.0%,,14,32,1
tract,26163556600,3517,80.3,,72,-0.5,80.1%,135.0,22,14,10
tract,26163565000,5089,80.3,,78,-0.3,77.0%,139.0,15,24,61
tract,26163576600,4004,80.3,,88,-0.3,77.1%,138.0,25,40,37
tract,26163574100,4399,80.3,3.0,91,0.1,73.8%,132.0,88,82,17
tract,26139021201,5504,80.2,,59,-0.4,78.5%,,14,31,23
tract,26115833200,4340,80.2,,74,-0.4,77.9%,133.5,6,7,8
tract,26125132500,3556,80.2,,54,-0.3,78.9%,139.0,25,77,17
tract,26125180200,3553,80.2,3.0,75,-0.3,75.6%,134.0,18,61,15
tract,26121004000,2191,80.2,,55,-0.3,78.8%,,28,57,27
tract,26099222102,9167,80.2,,42,-0.6,77.9%,137.0,4,23,26
tract,26077006702,6254,80.2,,71,-0.3,76.7%,,7,58,15
tract,26137950200,6045,80.2,,31,-0.1,79.4%,,36,57,7
tract,26087332000,5695,80.2,,19,-0.2,76.8%,,20,29,7
tract,26149041102,2963,80.2,,76,-0.3,79.7%,,24,28,7
tract,26151970500,2296,80.2,,25,0.0,81.5%,,34,51,6
tract,26117970300,3373,80.2,,40,0.0,78.6%,,72,42,17
tract,26117971000,6704,80.2,,32,-0.1,74.3%,,54,93,37
tract,26095960100,4372,80.2,,69,0.1,79.2%,,65,89,41
tract,26163557300,2230,80.2,,70,-0.5,78.7%,133.5,18,19,26
tract,26163564800,4661,80.2,,79,-0.4,78.5%,133.0,31,18,50
tract,26163568900,2776,80.2,,75,0.0,80.0%,143.5,61,50,22
tract,26099260600,2859,80.1,,78,0.1,77.0%,137.0,79,13,25
tract,26125131500,4042,80.1,,48,-0.5,77.6%,140.0,12,2,4
tract,26161413401,4559,80.1,,72,-0.6,73.1%,,27,18,63
tract,26065003801,3898,80.1,,44,-0.3,77.2%,,43,45,50
tract,26071000200,1618,80.1,,5,0.0,81.9%,,37,36,3
tract,26029000100,1775,80.1,,7,-0.1,78.5%,,50,72,12
tract,26029000300,2226,80.1,,5,-0.3,81.1%,,9,38,10
tract,26035000700,3064,80.1,,30,0.0,80.5%,,72,74,9
tract,26099250300,3058,80.1,,68,-0.3,80.5%,141.0,42,36,15
tract,26121002300,5661,80.1,,99,-0.3,78.3%,,18,24,12
tract,26125136800,4462,80.1,,63,-0.3,83.8%,141.0,36,98,60
tract,26161413402,5454,80.1,,69,-0.6,71.8%,,11,6,60
tract,26125156900,3215,80.1,,65,-0.5,80.4%,140.0,30,4,45
tract,26125162300,3818,80.1,,72,-0.2,85.0%,138.5,37,27,91
tract,26125170400,3863,80.1,3.0,74,-0.4,77.2%,125.0,10,25,20
tract,26105950800,3054,80.1,,16,-0.2,80.4%,,35,83,17
tract,26159011600,5978,80.1,,20,-0.1,78.3%,,56,78,26
tract,26111290500,1980,80.1,,70,-0.2,76.8%,,21,3,6
tract,26115833100,5416,80.1,,73,-0.3,78.1%,134.5,32,3,13
tract,26075006804,5912,80.0,,29,-0.4,76.9%,,2,13,7
tract,26081014602,11009,80.0,,60,-0.5,77.0%,,2,22,9
tract,26091060100,3817,80.0,,58,-0.3,77.9%,,44,55,11
tract,26125196000,6517,80.0,,68,-0.7,79.6%,139.0,8,15,41
tract,26125128200,3394,80.0,,61,-0.6,79.9%,146.5,3,1,22
tract,26163520300,2624,80.0,4.0,84,0.1,71.6%,132.0,73,87,72
tract,26139023100,11433,80.0,,81,-0.2,76.1%,,41,43,64
tract,26039960100,2312,80.0,,47,-0.1,81.4%,,44,19,7
tract,26033970900,4887,80.0,,0,0.2,75.5%,,84,96,72
tract,26045021001,4818,80.0,,61,-0.3,78.3%,,30,87,20
tract,26041970300,2360,80.0,,16,0.0,80.4%,,30,23,8
tract,26045020303,3484,80.0,,46,-0.2,79.6%,,20,31,29
tract,26049012601,3346,80.0,,28,-0.1,76.3%,,63,60,11
tract,26049013110,2238,80.0,,36,-0.5,77.6%,,16,3,20
tract,26099251200,3165,80.0,2.7,75,-0.3,80.5%,131.0,12,82,14
tract,26065000400,2799,80.0,1.9,57,-0.1,76.4%,,29,19,36
tract,26099247300,6316,80.0,,53,-0.5,78.7%,141.0,1,19,25
tract,26125130500,3033,80.0,,58,-0.4,79.2%,141.0,11,10,11
tract,26077006601,4491,80.0,,58,-0.4,76.4%,,8,22,8
tract,26081014000,7043,80.0,3.0,56,-0.1,75.0%,,51,74,54
tract,26139022206,4681,80.0,,59,-0.3,80.4%,,28,33,47
tract,26093740600,2909,80.0,,54,-0.6,79.2%,,10,17,12
tract,26163538400,4435,80.0,1.2,82,-0.5,83.0%,133.0,25,15,88
tract,26045020104,3773,79.9,3.0,56,-0.2,78.1%,,53,15,56
tract,26081011401,2338,79.9,,65,-0.3,77.1%,,25,39,23
tract,26065005202,3771,79.9,,45,-0.6,76.7%,,23,22,41
tract,26017285201,5480,79.9,,86,0.2,79.7%,,51,66,20
tract,26021001400,4521,79.9,,16,-0.3,79.4%,,16,47,25
tract,26025003700,4734,79.9,,72,-0.1,78.2%,,51,37,20
tract,26025003900,4745,79.9,,97,-0.3,79.3%,,21,76,6
tract,26045020403,2702,79.9,,32,-0.2,76.9%,,24,81,10
tract,26049010700,4906,79.9,,15,-0.4,78.5%,,8,20,6
tract,26057000200,4898,79.9,,39,-0.3,78.4%,,15,43,10
tract,26099220002,4727,79.9,,42,-0.1,77.8%,141.0,43,68,22
tract,26125127500,6973,79.9,,55,-0.4,78.4%,133.0,31,26,45
tract,26125183700,5696,79.9,2.8,75,-0.4,77.4%,138.0,3,22,21
tract,26125130700,7047,79.9,,60,-0.2,77.8%,139.0,29,25,18
tract,26125143500,5521,79.9,,60,-0.4,78.5%,137.5,19,7,20
tract,26125144500,3306,79.9,2.4,60,-0.3,79.6%,134.0,62,18,33
tract,26125156100,4544,79.9,,62,-0.6,79.6%,136.0,11,17,49
tract,26081011405,3011,79.9,,57,-0.3,76.5%,,30,26,33
tract,26125168400,3821,79.9,,67,-0.7,78.8%,142.0,1,18,53
tract,26105950100,2373,79.9,,22,0.0,80.2%,,55,40,15
tract,26149040900,4315,79.9,,46,-0.2,78.5%,,28,62,6
tract,26159011300,4296,79.9,,15,-0.1,77.6%,,78,90,46
tract,26115830800,7020,79.9,,55,-0.4,77.7%,136.0,17,3,2
tract,26027001900,5204,79.8,,12,-0.3,80.1%,,18,13,13
tract,26103000400,2000,79.8,,6,-0.1,76.8%,,46,29,8
tract,26087341500,4264,79.8,,33,-0.5,78.9%,,12,37,12
tract,26111291700,4060,79.8,,39,0.0,77.1%,,62,78,7
tract,26163575300,3292,79.8,3.0,79,-0.2,76.4%,135.0,35,8,28
tract,26003000100,3540,79.8,,7,0.1,80.7%,,43,87,22
tract,26025001500,5331,79.8,,82,-0.5,79.6%,,14,14,37
tract,26099252200,2838,79.8,1.9,74,-0.2,81.1%,136.0,21,25,22
tract,26121001000,1085,79.8,,96,-0.3,84.2%,,31,5,1
tract,26145012400,1892,79.8,,33,-0.2,79.6%,,14,42,11
tract,26077001501,4724,79.8,,82,-0.2,77.6%,,59,91,35
tract,26099240700,4190,79.8,,63,-0.5,80.8%,137.0,14,3,26
tract,26125184200,4038,79.8,3.0,78,-0.3,74.8%,129.5,16,66,37
tract,26125130100,2298,79.8,,52,-0.5,77.6%,138.0,21,54,14
tract,26125134000,4851,79.8,,61,-0.5,77.2%,140.0,9,10,22
tract,26125157500,3117,79.8,,63,-0.1,84.5%,144.0,60,85,50
tract,26081011403,2852,79.8,,58,-0.1,76.4%,,39,75,50
tract,26081012004,4948,79.8,,44,-0.1,76.1%,,37,88,6
tract,26139021000,5356,79.8,,65,-0.2,83.4%,,18,66,17
tract,26081013100,5691,79.8,,51,-0.2,76.7%,,13,34,24
tract,26089970200,5242,79.8,,9,-0.4,80.6%,,41,71,43
tract,26115833300,6568,79.8,,76,-0.5,80.3%,129.5,14,6,25
tract,26161403500,3078,79.8,,47,-0.4,71.3%,,12,57,30
tract,26117971100,5092,79.8,,33,-0.1,77.1%,,42,79,12
tract,26099260800,2708,79.8,,77,-0.2,78.9%,136.0,72,3,9
tract,26093712102,3039,79.7,,52,-0.7,77.5%,,7,5,9
tract,26125183400,2725,79.7,2.0,72,-0.4,78.2%,140.5,20,54,30
tract,26139021901,4531,79.7,,54,-0.4,78.8%,,7,24,13
tract,26163555600,2799,79.7,,74,-0.2,80.5%,136.0,30,22,71
tract,26039960500,2268,79.7,,42,0.1,80.5%,,75,27,15
tract,26121001800,5018,79.7,,77,0.0,77.5%,,56,59,21
tract,26145010502,5354,79.7,,47,0.0,80.4%,,39,31,52
tract,26145011701,1608,79.7,,64,-0.3,81.4%,,18,14,31
tract,26099225800,6975,79.7,,61,-0.2,78.3%,140.0,62,54,40
tract,26147640200,2402,79.7,,45,-0.4,77.9%,,18,30,10
tract,26077002101,8028,79.7,,56,-0.3,79.1%,,34,15,7
tract,26077006102,3520,79.7,,52,-0.2,77.2%,,11,26,3
tract,26127010600,5426,79.7,,41,-0.1,78.0%,,60,85,15
tract,26081010301,5452,79.7,,41,-0.2,75.4%,,71,78,22
tract,26155031401,5866,79.7,,29,-0.3,78.1%,,15,47,11
tract,26139021301,3335,79.7,,56,-0.4,79.1%,,25,48,22
tract,26125170300,2793,79.7,3.0,73,-0.5,75.1%,135.0,18,24,29
tract,26139022103,1506,79.7,,51,-0.6,82.6%,,3,7,7
tract,26111291101,3694,79.7,,39,-0.3,77.6%,,29,18,9
tract,26115831000,3133,79.7,,63,-0.3,78.0%,137.0,18,29,20
tract,26099262300,4079,79.7,,82,0.0,78.8%,140.0,67,64,60
tract,26163564100,4366,79.7,,75,-0.3,76.6%,145.0,41,35,57
tract,26163573900,5252,79.7,3.0,85,0.0,74.0%,131.0,75,47,1
tract,26093710500,1862,79.6,,42,-0.5,78.0%,,9,1,10
tract,26093740800,2668,79.6,,61,-0.3,80.0%,,10,15,12
tract,26125158200,3248,79.6,,71,-0.6,78.8%,133.5,1,2,21
tract,26125170200,3375,79.6,3.0,73,-0.6,75.4%,135.0,1,5,27
tract,26065004801,4232,79.6,,36,-0.1,77.4%,,28,70,38
tract,26017285202,3965,79.6,,71,-0.1,78.7%,,59,93,13
tract,26023951100,3063,79.6,,41,-0.1,79.6%,,74,78,8
tract,26025002200,3390,79.6,,78,-0.2,77.9%,,41,38,13
tract,26037010104,3628,79.6,,39,-0.3,80.1%,,37,50,49
tract,26045021100,5637,79.6,,66,-0.2,76.6%,,42,78,18
tract,26041970700,3607,79.6,,13,-0.2,80.3%,,26,61,14
tract,26057000800,4211,79.6,,31,-0.2,78.2%,,30,68,13
tract,26099220001,7631,79.6,,42,-0.6,77.4%,140.0,2,2,17
tract,26125121500,3542,79.6,,50,-0.3,77.2%,147.5,47,72,21
tract,26147630400,5809,79.6,,41,-0.3,78.5%,,21,27,4
tract,26077001506,8350,79.6,,67,-0.1,77.4%,,70,63,53
tract,26125130200,5592,79.6,,49,-0.3,76.4%,137.0,64,39,6
tract,26125132700,2943,79.6,,53,-0.4,80.0%,141.0,4,20,20
tract,26155030500,3289,79.6,,22,0.0,76.7%,,41,11,4
tract,26081000500,4073,79.6,2.4,67,-0.2,77.2%,,25,15,34
tract,26125197702,2203,79.6,,71,-0.3,74.0%,130.0,9,29,75
tract,26125198100,2696,79.6,,74,0.4,81.5%,136.0,52,58,61
tract,26125154000,1818,79.6,2.0,63,-0.4,80.0%,138.0,10,15,24
tract,26125154600,3017,79.6,,63,-0.6,78.9%,137.0,15,13,46
tract,26163525700,5372,79.6,4.0,93,0.3,72.3%,133.0,99,41,88
tract,26081011500,7366,79.6,3.0,84,-0.2,75.4%,,32,91,28
tract,26091062100,4210,79.6,,63,-0.2,77.8%,,21,43,9
tract,26161405100,1786,79.6,,55,0.0,71.9%,,57,41,40
tract,26163562500,1834,79.6,,85,-0.2,76.5%,140.5,36,45,24
tract,26045020902,4111,79.5,,62,-0.1,76.8%,,23,64,14
tract,26049010503,2387,79.5,,17,-0.2,77.6%,,48,24,32
tract,26057001000,3892,79.5,,41,-0.1,77.6%,,45,89,17
tract,26147629000,2331,79.5,,40,0.0,82.1%,,41,44,12
tract,26149041600,3305,79.5,,54,-0.2,76.8%,,47,29,14
tract,26005030600,5338,79.5,,52,-0.2,76.1%,,55,27,15
