Geo Type,Geo ID,Population,Life Expectancy,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Routine Checkup,Systolic Blood Pressure,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26147632000,3925,76.9,,27,-0.2,78.8%,,47,49,20
tract,26147642000,5327,76.9,,44,-0.2,78.9%,,34,40,6
tract,26077001100,1931,76.9,2.8,75,0.1,74.3%,,72,37,64
tract,26125161000,2105,76.9,,67,-0.1,84.4%,139.0,44,35,89
tract,26081012701,6639,76.9,,62,-0.2,77.1%,,59,68,68
tract,26125171300,3356,76.9,,75,-0.2,81.9%,133.0,61,14,86
tract,26125173100,1789,76.9,3.1,80,-0.2,72.6%,135.0,20,19,39
tract,26163595200,2813,76.9,,84,-0.2,79.3%,139.0,29,52,22
tract,26149041400,5131,76.9,,84,-0.1,77.5%,,52,64,12
tract,26093730600,3790,76.9,,45,-0.5,78.8%,,11,18,3
tract,26117971300,4880,76.9,,40,-0.1,77.5%,,50,92,25
tract,26163569500,2702,76.9,3.0,75,-0.2,76.3%,138.5,35,7,36
tract,26023950900,2117,76.8,,46,-0.3,79.9%,,19,49,0
tract,26049011901,2573,76.8,,22,-0.1,78.4%,,57,21,28
tract,26099250100,2140,76.8,,66,0.0,77.9%,140.0,63,7,23
tract,26103002300,2063,76.8,,19,0.0,81.9%,,41,31,5
tract,26081000800,2717,76.8,3.3,82,0.3,73.1%,,99,45,56
tract,26145001700,2246,76.8,3.0,47,0.2,78.2%,,92,98,74
tract,26025004000,3969,76.8,,99,0.0,76.6%,,54,60,14
tract,26031960700,3118,76.8,,3,0.0,79.4%,,59,57,16
tract,26051000800,4131,76.8,,25,0.1,77.7%,,68,88,12
tract,26103002400,3005,76.8,,6,0.1,75.0%,,46,34,33
tract,26077001905,5822,76.8,,67,-0.1,77.8%,,34,88,35
tract,26125183500,2382,76.8,3.0,73,-0.1,75.8%,134.0,54,74,65
tract,26129950300,1636,76.8,,29,0.0,82.3%,,55,21,5
tract,26081001500,3608,76.8,4.0,62,0.1,72.4%,,87,42,72
tract,26081011200,4236,76.8,3.0,52,-0.2,77.0%,,23,52,26
tract,26135970400,2051,76.8,,42,0.1,78.5%,,75,84,8
tract,26157000500,4881,76.8,,40,-0.1,78.4%,,55,60,5
tract,26125173300,1594,76.8,3.2,78,-0.2,74.6%,135.0,43,18,31
tract,26163590600,2401,76.8,,70,-0.4,79.1%,142.0,29,13,25
tract,26147651200,2016,76.8,,39,-0.2,76.9%,,64,20,13
tract,26115830200,5925,76.8,,65,-0.4,75.7%,139.0,9,31,9
tract,26099260100,2910,76.8,,80,-0.1,79.3%,132.0,53,30,40
tract,26099262400,3484,76.8,,83,-0.1,79.1%,135.0,63,80,69
tract,26099262500,4961,76.8,,86,0.0,78.9%,134.0,68,62,61
tract,26163571600,1842,76.8,,76,0.3,79.0%,138.0,64,84,21
tract,26045020102,3162,76.8,,53,-0.1,78.8%,,47,34,56
tract,26057000100,3858,76.7,,46,-0.1,77.6%,,47,41,5
tract,26081014704,3066,76.7,,64,-0.3,75.8%,,12,51,23
tract,26099224600,6222,76.7,,56,-0.3,76.8%,138.0,56,64,34
tract,26125122900,2008,76.7,,39,-0.4,77.4%,128.5,30,32,14
tract,26125130600,3152,76.7,,59,-0.2,78.0%,138.0,7,5,12
tract,26125157100,1904,76.7,,65,-0.5,81.1%,139.0,33,6,53
tract,26159010200,6087,76.7,,14,-0.2,79.0%,,48,77,43
tract,26163523200,3956,76.7,4.0,93,0.4,72.7%,135.0,94,50,87
tract,26005032000,5046,76.7,,59,-0.1,77.2%,,73,89,23
tract,26075006803,2881,76.7,,27,-0.3,78.7%,,12,15,4
tract,26011970200,3261,76.7,,20,0.0,79.6%,,57,70,6
tract,26031960800,3646,76.7,,5,0.0,79.8%,,62,73,17
tract,26045021301,2911,76.7,,45,-0.1,77.2%,,36,60,18
tract,26099256700,1994,76.7,3.0,88,-0.1,76.5%,138.0,74,10,50
tract,26123970100,4321,76.7,,7,0.0,79.2%,,67,47,13
tract,26099225100,3237,76.7,,56,-0.2,77.5%,134.5,49,11,18
tract,26125131400,2081,76.7,,49,-0.4,78.1%,137.0,6,2,17
tract,26125134500,3175,76.7,,63,-0.4,77.7%,142.0,29,23,22
tract,26165380400,4717,76.7,,5,-0.3,79.7%,,36,35,11
tract,26125194500,1086,76.7,,64,0.1,84.3%,141.0,47,31,23
tract,26125160800,3771,76.7,,67,-0.3,84.9%,138.0,30,33,86
tract,26157000600,4450,76.7,,64,0.1,78.4%,,78,98,16
tract,26081011406,5746,76.7,3.0,60,0.2,73.1%,,60,39,63
tract,26081014300,3312,76.7,3.0,58,0.0,74.8%,,68,31,59
tract,26125181000,3875,76.7,,77,0.1,75.5%,137.0,57,82,69
tract,26163564000,1963,76.7,,75,0.0,76.8%,143.0,58,89,62
tract,26163581900,3960,76.7,,93,-0.2,75.1%,140.0,40,4,37
tract,26125130000,3413,76.7,,55,-0.2,78.4%,138.0,36,62,14
tract,26125144800,2827,76.6,,60,-0.2,76.1%,136.0,66,43,45
tract,26161411700,2187,76.6,,72,-0.3,72.7%,,53,16,63
tract,26163520700,2836,76.6,4.0,84,0.0,74.2%,135.0,58,91,71
tract,26075005500,4758,76.6,3.0,38,0.2,75.9%,,46,75,39
tract,26017281300,2823,76.6,4.0,89,0.0,77.1%,,46,31,19
tract,26025002400,3032,76.6,,91,-0.3,77.6%,,33,37,25
tract,26025003100,2977,76.6,,63,-0.1,75.7%,,73,92,12
tract,26059051000,4234,76.6,,45,-0.1,78.1%,,36,62,9
tract,26065002800,2709,76.6,3.0,64,-0.1,76.9%,,51,21,28
tract,26099224200,8915,76.6,,55,-0.1,76.9%,137.0,58,45,41
tract,26099228100,1641,76.6,,66,0.1,76.8%,140.5,75,86,36
tract,26099231900,6143,76.6,,73,-0.3,79.3%,139.0,48,35,23
tract,26163524900,1179,76.6,4.0,94,0.7,76.0%,136.0,100,85,79
tract,26081013300,5197,76.6,3.0,55,-0.1,72.3%,,82,39,78
tract,26147655600,3242,76.6,,24,-0.2,78.2%,,49,43,10
tract,26087333500,5466,76.6,,32,0.0,78.0%,,41,23,3
tract,26149041200,2881,76.6,,73,0.0,77.4%,,61,67,19
tract,26163515400,1633,76.6,3.0,85,-0.5,80.1%,135.0,32,64,53
tract,26141950100,1849,76.6,,0,-0.1,84.0%,,45,51,5
tract,26099260000,3185,76.6,,77,-0.4,79.5%,137.0,27,31,42
tract,26163563300,2823,76.6,,74,-0.4,78.8%,138.0,24,22,44
tract,26163569200,2458,76.6,3.0,73,0.0,77.0%,142.0,79,94,25
tract,26163575100,2263,76.6,3.0,79,-0.1,76.5%,136.5,46,12,37
tract,26163575200,3729,76.6,3.0,77,-0.1,76.5%,137.0,36,3,36
tract,26163571700,2396,76.6,,75,0.1,77.0%,132.0,80,84,34
tract,26049010202,1659,76.5,,24,-0.3,78.7%,,30,19,12
tract,26125160900,4483,76.5,,66,0.0,81.0%,141.0,80,27,82
tract,26065005502,6473,76.5,,65,-0.3,77.0%,,49,77,49
tract,26075006801,3020,76.5,,31,-0.2,76.6%,,44,17,15
tract,26025003500,2799,76.5,,70,0.1,76.1%,,63,47,42
tract,26059050800,2192,76.5,,46,0.1,75.5%,,60,79,15
tract,26099251400,2859,76.5,,79,-0.2,77.2%,141.0,36,30,10
tract,26099247601,2089,76.5,,61,0.2,79.7%,139.0,86,87,63
tract,26099211000,5869,76.5,,40,-0.1,77.9%,139.0,60,83,26
tract,26145010401,2542,76.5,,51,0.0,81.0%,,49,65,43
tract,26145012900,4415,76.5,,29,-0.1,78.6%,,52,60,10
tract,26077001802,4520,76.5,,83,-0.1,75.1%,,60,71,44
tract,26125161500,1826,76.5,,70,-0.4,83.7%,144.0,24,1,88
tract,26081012901,5054,76.5,3.0,60,-0.1,75.8%,,78,80,65
tract,26149040700,3199,76.5,,73,0.0,73.8%,,54,64,53
tract,26163513300,2480,76.5,3.0,77,-0.2,83.3%,136.0,56,17,85
tract,26115832600,2095,76.5,,70,-0.2,78.8%,118.5,37,14,25
tract,26115833600,3012,76.5,,83,-0.1,78.5%,141.0,26,32,15
tract,26099262700,5046,76.5,,94,-0.2,78.3%,132.0,59,36,64
tract,26163554700,2919,76.5,2.0,72,-0.5,80.0%,134.0,7,11,77
tract,26163556100,3287,76.5,,68,-0.2,77.1%,135.0,55,21,55
tract,26163565700,3126,76.5,,78,-0.3,77.7%,144.0,36,24,54
tract,26075000900,3068,76.5,2.0,39,0.0,74.6%,,63,36,48
tract,26065003301,2818,76.4,3.0,95,0.0,76.6%,,81,41,66
tract,26099245300,4404,76.4,,60,-0.2,78.4%,136.0,48,28,30
tract,26099250400,1495,76.4,,72,-0.2,79.2%,138.0,33,14,31
tract,26081012902,4920,76.4,,60,-0.1,76.0%,,55,39,60
tract,26159011002,6661,76.4,,41,-0.4,78.0%,,9,48,20
tract,26163569400,2643,76.4,3.0,74,-0.1,76.6%,139.0,46,33,25
tract,26067032100,2030,76.4,,44,0.0,75.0%,,74,82,50
tract,26015011300,7999,76.4,,62,-0.1,79.6%,,37,82,1
tract,26023950300,3695,76.4,,51,-0.1,78.0%,,48,45,20
tract,26049003600,6557,76.4,2.3,47,0.2,76.8%,,86,53,60
tract,26099251600,3038,76.4,3.0,76,-0.2,79.4%,139.0,18,49,22
tract,26065002200,1659,76.4,2.7,52,-0.2,77.1%,,25,23,33
tract,26065002300,3209,76.4,2.6,52,0.0,75.8%,,78,69,49
tract,26065002901,3515,76.4,,61,0.0,76.5%,,52,57,45
tract,26101000400,2428,76.4,,46,0.0,82.0%,,55,55,14
tract,26121003300,5177,76.4,,57,-0.1,77.0%,,56,69,11
tract,26123970300,3727,76.4,,23,0.1,77.9%,,53,69,13
tract,26147644000,4236,76.4,,34,-0.1,78.6%,,61,16,3
tract,26125140500,2389,76.4,,64,-0.3,75.3%,136.5,43,39,48
tract,26125140900,5419,76.4,3.0,61,-0.3,73.3%,131.0,81,60,77
tract,26079950601,2148,76.4,,26,0.0,81.0%,,53,42,12
tract,26081003500,5306,76.4,2.8,70,0.0,77.6%,,64,59,78
tract,26125171100,3538,76.4,2.9,76,-0.5,78.9%,131.0,6,12,63
tract,26081013900,6127,76.4,,53,-0.1,75.0%,,48,70,38
tract,26081014701,4505,76.4,,62,0.0,74.3%,,72,77,70
tract,26087339500,3568,76.4,,28,0.1,75.9%,,81,95,65
tract,26117971200,5910,76.4,,57,0.0,77.2%,,64,79,18
tract,26163552000,3298,76.4,3.3,85,0.1,74.7%,130.0,95,53,71
tract,26041970600,4011,76.3,,23,-0.1,78.9%,,43,86,10
tract,26049012907,2218,76.3,,33,-0.4,77.1%,,19,9,7
tract,26099256500,1490,76.3,,81,-0.2,76.7%,143.5,60,46,46
tract,26077006701,2913,76.3,,79,-0.2,76.2%,,48,55,15
tract,26093744900,3194,76.3,,65,-0.3,77.4%,,22,42,17
tract,26125184400,2808,76.3,3.0,79,-0.3,76.3%,136.5,27,42,31
tract,26137950500,3646,76.3,,39,-0.2,79.2%,,40,18,9
tract,26143971200,2849,76.3,,20,0.3,80.9%,,67,94,8
tract,26163565900,2613,76.3,,76,-0.2,77.4%,132.5,21,35,48
tract,26163581200,3347,76.3,,85,0.0,80.3%,142.0,55,62,31
tract,26007000600,3050,76.3,,71,0.1,81.5%,,48,83,6
tract,26021010300,4642,76.3,,5,0.0,79.3%,,72,76,32
tract,26021002500,2286,76.3,,6,0.0,81.7%,,63,62,57
tract,26025002300,3643,76.3,,82,-0.2,78.0%,,19,56,26
tract,26029001000,2434,76.3,,5,-0.2,78.8%,,46,87,4
tract,26049011902,2940,76.3,,27,-0.3,74.9%,,47,32,15
tract,26049012402,2663,76.3,,18,-0.2,78.1%,,32,31,2
tract,26055551300,7791,76.3,,11,0.1,76.9%,,64,100,12
tract,26063950700,3489,76.3,,33,0.0,79.8%,,51,75,9
tract,26143970700,2745,76.3,,21,-0.1,82.4%,,50,62,3
tract,26147628000,3250,76.3,,44,-0.1,77.8%,,61,52,33
tract,26125128000,3571,76.3,,57,-0.5,76.5%,131.0,7,12,23
tract,26163523300,3350,76.3,4.0,92,0.0,70.8%,133.0,85,70,92
tract,26125145502,3840,76.3,,61,-0.1,76.8%,139.0,45,30,13
tract,26161420200,3789,76.3,,66,-0.4,73.4%,,12,32,6
tract,26147652100,2480,76.3,,26,-0.2,78.4%,,62,16,5
tract,26163558600,1787,76.3,,73,-0.4,79.2%,142.0,15,50,25
tract,26099263400,3802,76.2,,88,-0.1,77.2%,131.0,64,60,54
tract,26081000100,2523,76.2,3.0,56,-0.1,76.0%,,35,35,53
tract,26099221100,7116,76.2,,50,-0.4,76.1%,138.0,15,68,21
tract,26161415400,2008,76.2,,56,-0.3,70.1%,,36,89,58
tract,26027002100,5589,76.2,,76,0.0,77.9%,,67,86,45
tract,26037010204,1873,76.2,,78,-0.6,77.3%,,6,50,3
tract,26099247500,1823,76.2,,60,0.1,80.0%,139.0,68,88,44
tract,26103001700,2429,76.2,,7,0.1,77.7%,,24,59,5
tract,26099240500,2713,76.2,,66,-0.3,79.2%,138.0,40,54,39
tract,26099241300,2626,76.2,,64,-0.1,77.8%,136.0,39,12,50
tract,26163593300,3349,76.2,,73,-0.3,78.2%,140.5,55,29,32
tract,26087334000,2612,76.2,,30,-0.1,78.7%,,71,60,4
tract,26115830600,2946,76.2,,60,-0.2,76.7%,134.5,39,36,31
tract,26115831300,4900,76.2,,72,-0.1,77.4%,142.0,45,17,14
tract,26115831700,4094,76.2,,86,-0.2,77.0%,136.5,48,6,26
tract,26115832500,4442,76.2,,72,-0.2,77.8%,131.0,66,18,23
tract,26115833500,4934,76.2,,82,0.0,79.0%,141.5,71,79,18
tract,26119910100,2272,76.2,,27,0.2,81.4%,,78,88,5
tract,26163552200,3709,76.2,3.6,85,0.1,74.5%,130.0,79,50,49
tract,26163565100,3515,76.2,,75,-0.1,78.8%,135.0,78,64,64
tract,26163569600,3512,76.2,3.0,76,-0.2,76.6%,137.0,46,14,17
tract,26093722500,2300,76.1,,40,-0.5,74.4%,,13,10,1
tract,26163591501,3359,76.1,,77,0.0,77.4%,138.0,81,90,61
tract,26069000100,2519,76.1,,13,0.3,81.7%,,93,19,17
tract,26005032401,1592,76.1,,70,0.1,73.9%,,42,55,67
tract,26051000100,2926,76.1,,15,0.0,81.1%,,56,57,7
tract,26059051100,3769,76.1,,57,0.0,78.3%,,68,55,2
tract,26063951000,3793,76.1,,54,0.1,79.6%,,72,92,21
tract,26125120000,3123,76.1,,49,-0.4,78.0%,146.0,46,50,6
tract,26099232500,4425,76.1,,65,-0.5,79.6%,138.0,17,8,39
tract,26077005501,4087,76.1,,73,0.2,77.9%,,63,78,50
tract,26125168900,5695,76.1,,66,-0.5,72.8%,138.0,3,54,83
tract,26149040100,3684,76.1,,77,-0.2,76.4%,,18,32,25
tract,26163597000,4535,76.1,,72,-0.3,76.9%,141.0,36,53,23
tract,26091061900,4460,76.1,,63,-0.1,77.0%,,57,62,12
tract,26163551400,4206,76.1,,83,0.0,81.4%,133.0,69,56,80
tract,26163556200,2724,76.1,,68,-0.2,80.0%,134.5,44,79,35
tract,26163567900,2979,76.1,,77,-0.3,77.7%,136.0,19,19,32
tract,26099261300,2876,76.0,,84,-0.3,78.2%,135.0,47,16,35
tract,26125194400,3638,76.0,,64,-0.5,79.9%,139.0,39,61,35
tract,26005031800,4691,76.0,,55,-0.2,77.3%,,28,73,20
tract,26021010400,2812,76.0,,6,-0.1,80.0%,,38,40,27
tract,26021020200,5370,76.0,,38,-0.1,77.8%,,26,76,25
tract,26033970700,959,76.0,,17,0.1,83.2%,,67,54,21
tract,26147630100,1122,76.0,,37,0.2,81.4%,,58,59,24
tract,26103001900,1471,76.0,,8,0.0,76.7%,,55,62,21
tract,26147634600,5503,76.0,,47,-0.2,77.7%,,46,42,14
tract,26099241900,5138,76.0,,62,-0.1,79.1%,139.0,55,77,42
tract,26125170100,2905,76.0,3.0,73,-0.5,75.7%,138.0,1,1,18
tract,26081014200,3614,76.0,2.9,66,0.0,75.1%,,61,78,65
tract,26109960700,3379,76.0,,96,0.1,78.2%,,74,86,17
tract,26163510700,2006,76.0,4.0,86,0.3,77.2%,127.0,93,86,69
tract,26099243000,4438,75.9,,57,-0.5,79.7%,138.0,3,18,20
tract,26045021302,3269,75.9,,45,-0.1,78.8%,,45,78,10
tract,26049012501,1986,75.9,,23,-0.2,78.1%,,25,11,22
tract,26049010912,2909,75.9,,39,0.0,78.2%,,54,79,33
tract,26059050500,4531,75.9,,47,0.0,77.6%,,57,94,9
tract,26147631600,2455,75.9,,37,-0.1,82.8%,,18,93,14
tract,26147646000,4769,75.9,,39,-0.2,77.9%,,49,23,12
tract,26125133100,4466,75.9,,64,0.0,78.9%,138.0,31,26,40
tract,26077002201,2198,75.9,,75,0.0,74.6%,,64,30,40
tract,26125141000,5225,75.9,,65,0.1,77.3%,133.0,80,71,69
tract,26081000200,2206,75.9,3.0,60,-0.2,77.4%,,56,15,26
tract,26081000700,3067,75.9,2.7,74,0.2,74.5%,,59,12,45
tract,26163588400,5370,75.9,,79,-0.4,80.1%,137.0,27,10,58
tract,26163577200,3297,75.9,3.0,91,0.0,75.0%,137.0,78,14,67
tract,26163581800,2730,75.9,,90,-0.1,75.3%,139.0,78,4,34
tract,26023951500,2810,75.8,,53,-0.1,76.2%,,57,45,6
tract,26033970400,2535,75.8,,0,0.0,77.5%,,62,32,51
tract,26115832200,1769,75.8,,71,0.0,79.8%,159.0,46,23,5
tract,26121002200,3789,75.8,,96,-0.1,76.6%,,45,61,46
tract,26125144400,4963,75.8,,59,-0.2,77.1%,135.0,33,49,35
tract,26163566600,1967,75.8,,79,-0.3,80.3%,144.0,37,40,41
tract,26017281000,3908,75.8,3.4,98,0.1,77.1%,,59,77,34
tract,26049011505,2424,75.8,,31,-0.2,77.8%,,47,52,31
tract,26049010113,2373,75.8,,24,0.0,76.7%,,74,85,43
tract,26049010504,3804,75.8,,21,-0.2,79.1%,,39,37,57
tract,26051000900,1747,75.8,,32,-0.1,80.5%,,29,28,6
tract,26143970300,2976,75.8,,28,0.0,79.7%,,35,71,25
tract,26145011600,3482,75.8,,51,0.0,82.5%,,44,81,72
tract,26125128300,4477,75.8,,61,-0.3,76.5%,144.0,26,51,25
tract,26077001801,4051,75.8,,94,0.1,76.4%,,48,80,40
tract,26125134700,3395,75.8,,63,-0.1,77.1%,138.0,30,35,33
tract,26165380700,3151,75.8,,25,0.2,77.1%,,71,86,8
tract,26105950700,3033,75.8,,15,0.0,79.2%,,69,57,14
tract,26163599100,4292,75.8,,70,-0.3,76.9%,138.0,37,22,37
tract,26099240900,1938,75.7,,61,-0.3,78.7%,139.0,48,41,33
tract,26121001902,4930,75.7,,80,0.1,78.0%,,77,91,34
tract,26065003601,3843,75.7,3.0,43,-0.1,78.8%,,69,21,79
tract,26163554900,3598,75.7,,73,-0.3,80.2%,136.0,44,8,75
tract,26017286300,3632,75.7,,40,-0.1,78.2%,,37,51,12
tract,26145011800,2137,75.7,,41,-0.2,80.6%,,33,38,40
tract,26145012500,4001,75.7,,22,0.0,78.9%,,38,20,6
tract,26099241800,6047,75.7,,64,-0.2,79.3%,138.0,37,34,59
tract,26081001900,5323,75.7,3.3,58,-0.2,72.6%,,38,79,54
tract,26163524300,2904,75.7,3.7,95,0.1,73.2%,141.0,96,25,86
tract,26125167400,5221,75.7,3.0,67,-0.3,76.9%,134.0,31,78,59
tract,26163501100,2886,75.7,1.3,85,0.4,81.3%,133.0,95,61,100
tract,26163594400,2773,75.7,,78,-0.1,78.9%,142.0,53,59,31
tract,26165380100,5015,75.7,,7,0.0,77.0%,,69,84,9
tract,26099261900,3081,75.7,,89,0.0,78.7%,136.5,60,20,52
tract,26163569700,4574,75.7,3.5,74,-0.2,77.2%,135.5,60,19,24
tract,26099218000,8230,75.7,,40,-0.1,75.8%,133.0,55,74,52
tract,26163535600,4363,75.7,2.0,86,0.2,82.4%,136.0,81,63,95
tract,26021011500,1454,75.6,,45,0.0,79.6%,,55,8,17
tract,26075006900,2952,75.6,3.6,37,0.4,75.2%,,92,26,50
tract,26125127400,1704,75.6,,58,-0.3,77.1%,136.5,31,12,13
tract,26001970500,2019,75.6,,21,0.2,82.1%,,69,53,11
tract,26099255000,4458,75.6,,71,0.0,79.8%,134.0,68,30,53
tract,26163524100,3695,75.6,3.0,97,0.4,73.4%,133.0,99,54,87
tract,26125144900,3821,75.6,,60,0.0,77.5%,140.0,85,43,59
tract,26161411900,3380,75.6,,74,0.1,72.7%,,79,82,74
tract,26081003900,3540,75.6,4.0,63,0.1,71.2%,,83,75,87
tract,26163525600,1551,75.6,4.0,95,0.2,73.8%,134.0,94,66,96
tract,26163526100,3196,75.6,3.9,92,0.3,72.0%,128.0,97,56,63
tract,26081013801,1476,75.6,,52,0.1,78.0%,,69,65,42
tract,26091061200,1751,75.6,,62,-0.3,77.8%,,37,27,5
tract,26115833700,2552,75.6,,76,-0.2,79.0%,134.0,35,21,10
tract,26163542900,3853,75.6,2.0,75,-0.2,83.9%,137.0,59,3,89
tract,26163551300,3630,75.6,,81,0.0,80.8%,133.0,36,91,68
tract,26163568400,3691,75.6,,78,-0.2,76.4%,138.0,46,20,40
tract,26163572000,2039,75.6,,75,-0.3,76.8%,132.0,63,12,16
tract,26163572700,4267,75.6,,79,-0.1,77.5%,138.0,54,15,35
tract,26039960300,3822,75.5,,65,0.0,78.9%,,54,93,4
tract,26059050700,4898,75.5,,48,0.1,75.5%,,65,91,22
tract,26125167500,5384,75.5,,66,-0.2,78.0%,138.0,28,83,47
tract,26147634100,3669,75.5,,35,-0.2,77.2%,,51,33,20
tract,26147655100,5018,75.5,,20,-0.1,78.1%,,70,80,7
tract,26075005000,2342,75.5,2.7,39,0.1,74.6%,,56,58,32
tract,26035000100,1793,75.5,,13,0.0,80.0%,,75,49,10
tract,26049010112,2364,75.5,,28,0.0,78.1%,,68,45,23
tract,26099251700,2869,75.5,3.0,77,-0.1,79.7%,133.5,42,50,33
tract,26121000900,3351,75.5,3.7,98,0.2,77.8%,,70,11,24
tract,26145001500,4037,75.5,2.6,48,0.2,78.2%,,94,67,64
tract,26077001300,1953,75.5,,73,-0.1,75.7%,,64,29,43
tract,26163587000,3889,75.5,,89,0.0,79.4%,138.0,72,79,48
tract,26087331000,1738,75.5,,18,-0.1,76.7%,,49,26,7
tract,26163595000,3855,75.5,4.0,91,-0.1,78.5%,140.0,41,74,20
tract,26163559100,2421,75.5,,73,-0.3,75.3%,139.0,19,3,40
tract,26163570100,4311,75.5,3.0,75,0.2,78.8%,136.0,93,38,84
tract,26163576100,6070,75.5,3.0,88,-0.1,77.0%,139.0,46,13,43
tract,26163583600,2612,75.5,,80,-0.3,76.6%,135.0,31,27,33
tract,26051000700,4731,75.5,,17,0.1,78.1%,,75,95,9
tract,26099267600,1436,75.4,,88,-0.4,79.0%,136.0,34,4,28
tract,26127010400,3758,75.4,,11,0.0,78.1%,,48,94,36
tract,26163530200,4298,75.4,3.0,82,0.2,80.3%,134.0,81,86,90
tract,26163567100,3562,75.4,,74,-0.1,77.7%,146.0,56,94,45
tract,26023951200,4071,75.4,,38,0.0,75.9%,,53,83,29
tract,26029001400,1158,75.4,,6,-0.1,79.0%,,64,59,16
tract,26035000400,3518,75.4,,33,0.1,77.7%,,79,81,12
tract,26145010700,5732,75.4,3.8,55,0.1,79.3%,,74,75,46
tract,26125122200,3700,75.4,,34,-0.5,77.6%,140.5,9,31,26
tract,26161405600,4931,75.4,,54,0.2,72.5%,,49,19,68
tract,26081012607,5577,75.4,,66,0.0,79.3%,,49,84,61
tract,26105950500,3620,75.4,,20,0.0,78.5%,,48,85,14
tract,26161465000,6077,75.4,,58,-0.3,70.7%,,3,63,14
tract,26159011400,4743,75.4,,10,0.1,76.9%,,91,94,48
tract,26163501300,3011,75.4,2.0,83,0.0,81.1%,134.0,86,61,97
tract,26163558300,1739,75.4,,74,-0.2,78.5%,132.0,49,48,28
tract,26163576500,3784,75.4,2.0,88,-0.4,77.5%,140.0,29,23,30
tract,26163536600,2483,75.4,2.8,82,0.4,82.0%,134.0,91,35,99
tract,26017286400,2433,75.3,,36,-0.1,78.2%,,51,33,3
tract,26163585800,4258,75.3,,75,-0.1,79.7%,138.0,75,76,70
tract,26163569800,2220,75.3,4.0,74,-0.1,75.2%,137.0,45,32,35
tract,26011970500,4068,75.3,,34,0.1,79.0%,,57,92,12
tract,26007000400,2912,75.3,,96,0.2,77.3%,,70,73,16
tract,26027002000,4367,75.3,,19,0.0,78.4%,,88,51,21
tract,26035000600,3678,75.3,,37,0.0,78.2%,,64,94,11
tract,26051000300,1808,75.3,,26,0.0,81.4%,,61,42,15
tract,26099250200,2700,75.3,3.0,68,-0.2,78.3%,135.0,16,6,11
tract,26145010304,5127,75.3,,54,0.0,79.8%,,76,41,60
tract,26145011100,1767,75.3,,55,-0.1,79.2%,,31,27,22
tract,26123970700,4335,75.3,,9,0.1,76.4%,,82,97,23
tract,26099241000,4821,75.3,,60,-0.1,79.3%,136.0,60,77,63
tract,26079950300,4898,75.3,,23,0.1,77.9%,,62,90,13
tract,26149040800,3370,75.3,,71,-0.1,76.5%,,53,76,44
tract,26091061301,4042,75.3,,59,0.2,77.5%,,75,98,56
tract,26021020700,2781,75.2,,79,0.3,77.2%,,60,97,44
tract,26099245100,3832,75.2,,60,0.0,76.3%,138.0,86,73,55
tract,26099245200,3003,75.2,,60,0.1,76.6%,141.5,49,92,54
tract,26081002800,1632,75.2,3.9,58,0.6,77.7%,,91,99,85
tract,26125142600,3539,75.2,1.3,61,0.1,78.9%,135.0,74,96,67
tract,26125160400,2816,75.2,,66,0.0,84.5%,141.0,54,61,92
tract,26163503100,3096,75.2,3.0,94,0.1,82.8%,133.0,93,77,97
tract,26145001400,2913,75.2,2.6,47,0.0,79.4%,,53,7,54
tract,26021020100,2440,75.2,,38,-0.2,79.0%,,51,11,22
tract,26045020202,4742,75.2,,43,0.0,80.1%,,61,45,72
tract,26049012603,2607,75.2,,24,-0.2,78.2%,,54,60,10
tract,26119910300,1779,75.2,,26,0.0,80.3%,,50,48,9
tract,26143970600,2250,75.2,,24,-0.1,83.3%,,51,34,4
tract,26147633200,2680,75.2,,31,-0.3,78.5%,,12,24,7
tract,26129950400,2963,75.2,,33,0.0,80.9%,,38,15,10
tract,26135970201,1458,75.2,,44,0.0,81.1%,,69,44,7
tract,26163505200,2961,75.2,3.0,88,0.3,82.0%,137.0,80,73,96
tract,26115830100,3422,75.2,,66,-0.3,78.4%,140.0,26,24,26
tract,26141950200,2479,75.2,,20,0.0,80.4%,,24,43,4
tract,26093744600,2034,75.2,,76,-0.7,76.6%,,19,51,21
tract,26163538900,3419,75.2,,79,-0.1,84.2%,135.0,76,14,99
tract,26163541500,4185,75.2,,70,0.3,84.1%,136.0,89,91,99
tract,26163585600,3664,75.2,4.0,75,0.0,80.8%,134.0,76,75,88
tract,26091062200,2556,75.1,,64,-0.2,77.2%,,49,16,5
tract,26125181600,5236,75.1,4.0,84,-0.1,74.1%,137.0,62,53,23
tract,26163541200,2274,75.1,3.3,72,0.5,80.9%,134.0,97,53,96
tract,26005031000,6289,75.1,,31,0.0,77.5%,,62,73,35
tract,26049011712,2883,75.1,,27,0.1,78.7%,,56,81,21
tract,26049003500,3054,75.1,3.4,47,0.0,75.8%,,95,90,53
tract,26099252000,2453,75.1,3.0,76,-0.1,78.7%,138.0,36,25,27
tract,26145002000,3419,75.1,2.6,49,0.3,79.2%,,89,50,67
tract,26145011500,2555,75.1,,45,0.3,80.5%,,69,46,63
tract,26147631100,1765,75.1,,31,-0.3,81.8%,,31,90,15
tract,26161412600,2407,75.1,,80,-0.1,70.7%,,31,14,51
