Geo Type,Geo ID,Population,Chronic Obstructive Pulmonary Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Chronic Obstructive Pulmonary Disease_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26125126500,3205,6.50%,,48,-0.5,100,0,6,2,8
tract,26125130400,2769,6.50%,,57,-0.4,300,100,3,7,13
tract,26125133002,3289,6.50%,,65,-0.6,0,0,6,19,18
tract,26125138301,3939,6.50%,,68,-0.4,0,0,45,39,24
tract,26081000600,4357,6.50%,,79,-0.4,,,4,70,14
tract,26161413403,2086,6.50%,,63,-0.5,,,6,39,47
tract,26081002000,2250,6.50%,,56,0.2,,,82,99,53
tract,26125156400,3775,6.50%,,64,-0.6,0,0,31,6,22
tract,26081011001,4307,6.50%,,46,-0.5,,,7,7,19
tract,26139020503,3742,6.50%,,70,-0.4,,,20,10,7
tract,26081011302,6426,6.50%,,49,-0.4,,,35,37,16
tract,26081013802,6953,6.50%,,53,-0.1,,,48,76,62
tract,26125181400,3252,6.50%,,79,-0.1,0,0,39,39,13
tract,26161446200,2214,6.50%,,38,-0.2,,,24,78,9
tract,26163560100,2694,6.50%,,66,-0.5,0,0,15,61,2
tract,26163560300,3318,6.50%,,70,-0.4,0,0,9,28,28
tract,26163562500,1834,6.50%,,85,-0.2,0,0,36,45,24
tract,26065006401,4343,6.40%,,42,-0.4,,,6,38,13
tract,26025003400,2163,6.40%,,67,0,,,72,52,45
tract,26055551000,4312,6.40%,,33,-0.2,,,35,52,13
tract,26099225500,5334,6.40%,,60,-0.4,0,0,16,45,8
tract,26125157700,2373,6.40%,,64,-0.7,0,0,40,16,63
tract,26163591502,3292,6.40%,,77,-0.2,0,0,34,78,35
tract,26065003400,2396,6.40%,3,68,0,,,33,50,58
tract,26065004801,4232,6.40%,,36,-0.1,,,28,70,38
tract,26065005600,2967,6.40%,,41,-0.4,,,16,17,33
tract,26075005400,6487,6.40%,,44,-0.3,,,7,72,7
tract,26037011200,2223,6.40%,,40,0.4,,,86,57,47
tract,26045020201,2918,6.40%,,49,-0.2,,,17,11,61
tract,26049011610,6906,6.40%,,28,-0.5,,,2,12,7
tract,26049011213,5260,6.40%,,35,-0.4,,,34,24,23
tract,26099252100,2151,6.40%,3,77,-0.2,0,0,16,4,16
tract,26065001000,2168,6.40%,2.8,46,0,,,66,47,41
tract,26121002500,7516,6.40%,,89,-0.5,,,3,32,13
tract,26145010501,2329,6.40%,,48,-0.4,,,7,15,21
tract,26125140900,5419,6.40%,3,61,-0.3,0,0,81,60,77
tract,26161405600,4931,6.40%,,54,0.2,,,49,19,68
tract,26081003000,1908,6.40%,3.7,55,-0.2,,,82,74,65
tract,26125150900,3903,6.40%,,65,-0.5,0,0,23,31,39
tract,26125162300,3818,6.40%,,72,-0.2,0,0,37,27,91
tract,26081012003,7555,6.40%,,43,-0.5,,,6,73,24
tract,26081014601,8304,6.40%,,54,-0.6,,,24,4,12
tract,26081014807,8624,6.40%,,66,-0.3,,,12,19,15
tract,26093740500,2313,6.40%,,54,-0.6,,,10,24,4
tract,26093743300,2693,6.40%,,52,-0.6,,,6,3,8
tract,26093744200,3713,6.40%,,63,-0.6,,,5,15,17
tract,26163558600,1787,6.40%,,73,-0.4,0,0,15,50,25
tract,26163558700,2638,6.40%,,73,-0.3,0,0,20,2,10
tract,26163560200,5197,6.40%,,68,-0.4,0,0,7,25,39
tract,26163562800,3413,6.40%,,77,-0.4,0,0,21,14,28
tract,26163579600,2739,6.40%,4,95,0,0,100,45,83,99
tract,26067982200,3172,6.30%,,42,0,,,,,74
tract,26077002004,3942,6.30%,,56,-0.4,,,19,16,27
tract,26093712102,3039,6.30%,,52,-0.7,,,7,5,9
tract,26093730101,2830,6.30%,,49,-0.7,,,7,11,11
tract,26125181600,5236,6.30%,4,84,-0.1,0,0,62,53,23
tract,26139021201,5504,6.30%,,59,-0.4,,,14,31,23
tract,26139022106,3761,6.30%,,52,-0.6,,,1,8,26
tract,26125144300,3756,6.30%,,57,-0.4,0,0,33,8,15
tract,26125180200,3553,6.30%,3,75,-0.3,0,0,18,61,15
tract,26037010107,4162,6.30%,,39,-0.5,,,7,23,24
tract,26049011601,2851,6.30%,,27,-0.5,,,6,25,7
tract,26049012906,2684,6.30%,,35,-0.4,,,12,5,34
tract,26099220001,7631,6.30%,,42,-0.6,0,0,2,2,17
tract,26125128400,4008,6.30%,,72,-0.2,0,0,81,76,45
tract,26077001506,8350,6.30%,,67,-0.1,,,70,63,53
tract,26077002002,3903,6.30%,,54,-0.3,,,27,14,25
tract,26125134000,4851,6.30%,,61,-0.5,600,400,9,10,22
tract,26125190400,3646,6.30%,,56,-0.5,0,0,22,28,6
tract,26125192400,5019,6.30%,,65,-0.5,0,0,2,39,33
tract,26125160700,1657,6.30%,,68,-0.4,0,0,16,20,77
tract,26139021400,8232,6.30%,,56,-0.4,,,3,20,2
tract,26139022002,4081,6.30%,,57,-0.4,,,13,49,24
tract,26139022105,6083,6.30%,,57,-0.3,,,31,62,44
tract,26161448000,3919,6.30%,,40,-0.6,,,3,1,22
tract,26163543000,1848,6.30%,2,75,-0.3,300,600,12,17,87
tract,26163562400,5244,6.30%,,74,-0.6,0,0,1,16,12
tract,26163576500,3784,6.30%,2,88,-0.4,0,0,29,23,30
tract,26125162100,3145,6.30%,,73,0.1,100,0,49,51,99
tract,26125153200,1916,6.20%,3,69,-0.6,0,0,5,41,17
tract,26163557400,3144,6.20%,,71,-0.6,0,0,8,1,21
tract,26025002000,4953,6.20%,,79,-0.2,,,3,78,33
tract,26037010108,4205,6.20%,,38,-0.5,,,7,20,22
tract,26049011211,4945,6.20%,,36,-0.2,,,34,29,45
tract,26049011214,5901,6.20%,,35,-0.5,,,14,13,53
tract,26077001603,1710,6.20%,3,64,0,,,33,31,31
tract,26077003002,2386,6.20%,,46,-0.6,,,0,21,2
tract,26125197300,4621,6.20%,,73,-0.4,0,0,30,35,33
tract,26125150000,5063,6.20%,,65,-0.5,0,0,15,2,42
tract,26125152000,4004,6.20%,,67,-0.7,100,0,5,45,28
tract,26081011102,5253,6.20%,,49,-0.5,,,17,40,24
tract,26125156900,3215,6.20%,,65,-0.5,0,0,30,4,45
tract,26125157600,4949,6.20%,,64,-0.4,0,0,43,11,56
tract,26125161500,1826,6.20%,,70,-0.4,100,0,24,1,88
tract,26125162400,2289,6.20%,,70,-0.2,0,0,51,33,83
tract,26081011500,7366,6.20%,3,84,-0.2,,,32,91,28
tract,26139021605,4136,6.20%,,50,-0.6,,,6,23,31
tract,26125167900,2869,6.20%,,64,-0.7,0,0,19,24,56
tract,26163591600,2270,6.20%,,73,-0.2,0,0,11,10,57
tract,26081013100,5691,6.20%,,51,-0.2,,,13,34,24
tract,26081014804,7951,6.20%,,65,-0.2,,,33,40,1
tract,26161425000,4509,6.20%,,45,-0.6,,,2,7,37
tract,26163596300,2675,6.20%,,88,-0.7,0,0,0,4,15
tract,26163985300,233,6.20%,4,86,0.1,,,72,64,65
tract,26163517200,2471,6.20%,4,84,-0.2,1000,1900,31,78,76
tract,26163518000,2863,6.20%,3.7,85,0,600,400,40,83,77
tract,26093742900,3883,6.20%,,50,-0.7,,,5,2,2
tract,26163560400,6015,6.20%,,75,-0.5,0,0,16,28,18
tract,26163564100,4366,6.20%,,75,-0.3,0,0,41,35,57
tract,26125156000,2537,6.20%,,63,-0.6,0,0,3,20,51
tract,26081003100,4003,6.10%,3,56,0,,,84,71,88
tract,26093740300,2173,6.10%,,52,-0.6,,,2,4,10
tract,26125184400,2808,6.10%,3,79,-0.3,0,0,27,42,31
tract,26125121400,4860,6.10%,,46,-0.6,0,0,20,34,24
tract,26125127000,5630,6.10%,,52,-0.5,0,0,11,9,17
tract,26005030402,5370,6.10%,,88,-0.4,,,5,21,13
tract,26005032401,1592,6.10%,,70,0.1,,,42,55,67
tract,26021001400,4521,6.10%,,16,-0.3,,,16,47,25
tract,26037010204,1873,6.10%,,78,-0.6,,,6,50,3
tract,26125135100,5445,6.10%,,61,-0.6,400,200,5,2,20
tract,26125137700,1669,6.10%,,64,-0.5,100,0,26,22,16
tract,26125156200,6898,6.10%,,63,-0.6,200,200,13,10,22
tract,26125160800,3771,6.10%,,67,-0.3,0,0,30,33,86
tract,26081012701,6639,6.10%,,62,-0.2,,,59,68,68
tract,26125173000,4299,6.10%,4,82,-0.1,0,0,33,36,32
tract,26161445000,2782,6.10%,,34,-0.6,,,6,45,13
tract,26161447000,2983,6.10%,,34,-0.4,,,4,35,9
tract,26093740900,1910,6.10%,,56,-0.6,,,9,6,28
tract,26093743400,3892,6.10%,,49,-0.4,,,3,3,6
tract,26093744600,2034,6.10%,,76,-0.7,,,19,51,21
tract,26163574202,2948,6.10%,,90,-0.4,0,0,42,91,43
tract,26163579900,4942,6.10%,1.9,80,-0.2,0,0,59,31,28
tract,26125167500,5384,6.00%,,66,-0.2,0,0,28,83,47
tract,26161444000,6477,6.00%,,41,-0.5,,,12,16,14
tract,26163563600,1956,6.00%,,73,-0.6,0,0,20,5,50
tract,26045020302,6724,6.00%,,43,-0.5,,,5,21,28
tract,26055550101,5940,6.00%,,10,-0.4,,,8,31,14
tract,26125127200,1711,6.00%,,53,-0.7,0,0,4,28,33
tract,26125134500,3175,6.00%,,63,-0.4,100,200,29,23,22
tract,26077003004,7868,6.00%,,51,-0.7,,,0,14,11
tract,26125190800,3279,6.00%,,66,-0.6,0,0,7,5,27
tract,26161412700,5639,6.00%,,74,-0.2,,,62,21,64
tract,26081001500,3608,6.00%,4,62,0.1,,,87,42,72
tract,26081002100,3184,6.00%,3.4,55,0.3,,,77,88,40
tract,26081010801,8554,6.00%,,29,-0.6,,,3,37,12
tract,26139021802,4640,6.00%,,60,-0.4,,,18,16,9
tract,26125167400,5221,6.00%,3,67,-0.3,0,0,31,78,59
tract,26081013000,3336,6.00%,3,50,-0.2,,,27,62,30
tract,26139022203,9848,6.00%,,71,-0.2,,,40,70,74
tract,26093713700,4726,6.00%,,51,-0.5,,,6,13,9
tract,26161405100,1786,6.00%,,55,0,,,57,41,40
tract,26093744400,2113,6.00%,,55,-0.4,,,21,2,20
tract,26163550400,1548,6.00%,2.3,77,-0.4,0,0,10,18,20
tract,26163564800,4661,6.00%,,79,-0.4,0,0,31,18,50
tract,26005030200,3340,5.90%,,34,-0.4,,,0,4,7
tract,26065003302,2237,5.90%,3,82,-0.3,,,19,3,47
tract,26065003901,1856,5.90%,,42,-0.3,,,23,44,52
tract,26163564300,2528,5.90%,,75,-0.5,0,0,7,36,36
tract,26125131400,2081,5.90%,,49,-0.4,300,400,6,2,17
tract,26125133003,3356,5.90%,,65,-0.2,100,100,15,51,44
tract,26161411200,2591,5.90%,,64,0.3,,,84,50,80
tract,26125161200,4508,5.90%,,68,-0.4,0,0,26,5,87
tract,26125161900,2216,5.90%,,70,-0.3,0,0,32,72,84
tract,26081013900,6127,5.90%,,53,-0.1,,,48,70,38
tract,26081014501,11449,5.90%,,52,-0.6,,,12,22,40
tract,26161400700,2887,5.90%,,48,-0.1,,,57,62,46
tract,26093744800,4559,5.90%,,72,-0.7,,,5,1,13
tract,26163542900,3853,5.90%,2,75,-0.2,300,200,59,3,89
tract,26163550100,4007,5.90%,1.2,76,-0.6,0,0,4,7,22
tract,26163563300,2823,5.90%,,74,-0.4,0,0,24,22,44
tract,26163563900,2315,5.90%,,74,-0.6,0,0,26,4,56
tract,26125183100,4540,5.80%,3,76,-0.4,0,0,5,15,25
tract,26125193300,4545,5.80%,,63,-0.3,0,0,20,72,38
tract,26111291000,5752,5.80%,,57,-0.4,,,11,64,27
tract,26065980100,42,5.80%,3.1,53,-0.5,,,0,0,87
tract,26021001000,1831,5.80%,,7,-0.3,,,15,4,14
tract,26047970700,3624,5.80%,,4,-0.2,,,19,43,16
tract,26065002901,3515,5.80%,,61,0,,,52,57,45
tract,26125126200,2754,5.80%,,45,-0.5,0,0,6,1,15
tract,26125194100,2901,5.80%,,65,-0.7,0,0,2,9,24
tract,26125136000,2744,5.80%,,63,-0.2,0,0,30,95,64
tract,26125157000,2406,5.80%,,65,-0.6,0,0,15,3,39
tract,26125157300,3351,5.80%,,63,-0.5,0,0,28,38,57
tract,26081012201,6729,5.80%,,56,-0.5,,,4,36,17
tract,26139022108,6031,5.80%,,50,-0.6,,,10,12,17
tract,26125180100,2787,5.80%,3,73,-0.3,0,0,16,62,7
tract,26139023002,7425,5.80%,,48,-0.5,,,7,0,31
tract,26093743600,3043,5.80%,,51,-0.5,,,4,1,15
tract,26163559100,2421,5.80%,,73,-0.3,0,0,19,3,40
tract,26163533900,2799,5.80%,3.2,84,0.1,400,1100,78,72,81
tract,26161410500,2712,5.70%,,62,0.1,,,55,54,68
tract,26065004301,4311,5.70%,2.3,42,-0.1,,,43,55,41
tract,26075005200,6785,5.70%,,39,-0.5,,,18,18,41
tract,26021000900,2049,5.70%,,7,-0.2,,,19,63,39
tract,26065000400,2799,5.70%,1.9,57,-0.1,,,29,19,36
tract,26099224000,13583,5.70%,,53,-0.6,0,0,15,9,25
tract,26125128600,3696,5.70%,,56,-0.5,0,0,18,2,12
tract,26125128800,1422,5.70%,,62,-0.6,0,0,3,8,32
tract,26077003003,9003,5.70%,,47,-0.6,,,8,1,20
tract,26125192000,6030,5.70%,,61,-0.4,0,0,6,15,29
tract,26125192500,3150,5.70%,,69,-0.8,0,0,1,1,47
tract,26125193000,3341,5.70%,,64,-0.6,0,0,21,41,36
tract,26125139200,6455,5.70%,,89,-0.2,0,0,36,9,4
tract,26081001200,3264,5.70%,3,56,0,,,52,77,46
tract,26161410100,3060,5.70%,,61,0.2,,,83,43,75
tract,26161414300,3284,5.70%,,59,0.1,,,52,81,72
tract,26125161600,2467,5.70%,,69,0,0,0,47,58,85
tract,26081011702,4519,5.70%,,50,-0.2,,,21,31,27
tract,26125165100,4072,5.70%,3,67,-0.4,0,0,16,66,32
tract,26081014803,3312,5.70%,,64,-0.5,,,2,7,39
tract,26081014805,7360,5.70%,,62,-0.5,,,5,19,46
tract,26163517100,1167,5.70%,4,84,0,200,0,59,46,80
tract,26139023600,2447,5.70%,,55,-0.5,,,4,35,7
tract,26163554700,2919,5.70%,2,72,-0.5,100,0,7,11,77
tract,26161400400,3087,5.70%,,53,-0.5,,,39,28,41
tract,26081001800,6205,5.60%,,58,-0.2,,,18,48,9
tract,26081011901,6944,5.60%,,47,-0.7,,,1,2,17
tract,26125197900,3433,5.60%,,70,-0.6,0,0,5,10,40
tract,26125133001,2791,5.60%,,65,-0.7,100,100,3,1,18
tract,26161400100,2348,5.60%,,50,0.3,,,77,59,47
tract,26163520800,1728,5.60%,4,85,-0.3,100,0,33,65,75
tract,26065004500,3754,5.60%,,41,0.1,,,57,53,57
tract,26099223800,16096,5.60%,,47,-0.6,0,0,17,3,15
tract,26099230500,3724,5.60%,,71,0.4,,,24,76,0
tract,26125127600,4795,5.60%,,55,-0.7,0,0,8,6,21
tract,26125128000,3571,5.60%,,57,-0.5,0,0,7,12,23
tract,26125132700,2943,5.60%,,53,-0.4,500,400,4,20,20
tract,26125196100,6200,5.60%,,68,-0.5,0,0,8,11,51
tract,26125196400,3995,5.60%,,65,-0.8,0,0,8,5,48
tract,26125150300,4938,5.60%,,65,-0.6,0,0,10,12,37
tract,26161404200,1802,5.60%,,47,0.1,,,59,64,57
tract,26163551200,4002,5.60%,,79,-0.5,0,0,5,3,29
tract,26163551700,3206,5.60%,1.4,75,-0.6,0,0,7,2,9
tract,26077001507,6418,5.50%,,67,0.4,,,88,86,52
tract,26077002904,9183,5.50%,,56,-0.5,,,3,10,37
tract,26125134800,3209,5.50%,,63,-0.3,100,0,25,30,42
tract,26161453000,5379,5.50%,,48,-0.8,,,1,3,30
tract,26055551500,3093,5.50%,,12,-0.3,,,30,63,22
tract,26163521400,1147,5.50%,4,86,0.1,400,2000,68,25,72
tract,26125187000,2431,5.50%,2.4,78,-0.7,0,0,6,4,14
tract,26081002300,4157,5.50%,2.3,55,-0.3,,,13,38,24
tract,26081012203,5441,5.50%,,65,-0.5,,,14,26,29
tract,26161446400,3117,5.50%,,38,-0.4,,,2,30,2
tract,26161454000,4946,5.50%,,45,-0.6,,,0,2,1
tract,26139023500,4835,5.50%,,55,-0.7,,,1,1,9
tract,26163562300,2260,5.50%,,74,-0.6,0,0,1,7,9
tract,26163563700,1729,5.50%,,74,-0.6,0,0,10,15,68
tract,26103000100,2330,5.40%,,6,-0.1,,,38,76,3
tract,26081014602,11009,5.40%,,60,-0.5,,,2,22,9
tract,26125128200,3394,5.40%,,61,-0.6,0,0,3,1,22
tract,26125135300,5388,5.40%,,58,-0.8,200,200,2,15,29
tract,26125157400,2627,5.40%,,64,-0.5,100,0,40,20,35
tract,26163563200,3137,5.40%,,74,-0.2,0,0,15,20,60
tract,26065006500,3772,5.40%,2.2,47,0.1,,,51,57,46
tract,26021021300,4638,5.40%,,26,0.1,,,52,67,66
tract,26099225400,7514,5.40%,,58,-0.8,0,0,4,5,4
tract,26125183300,3017,5.40%,,79,-0.3,100,0,21,22,31
tract,26125134400,4675,5.40%,,62,-0.5,300,100,23,9,20
tract,26125191300,4003,5.40%,,60,-0.7,0,0,2,7,31
tract,26125193700,4609,5.40%,,66,-0.4,0,0,24,25,56
tract,26125135200,3360,5.40%,,64,-0.4,100,100,13,50,31
tract,26081000400,3071,5.40%,2.3,59,-0.3,,,10,9,19
tract,26081004100,5577,5.40%,2.1,58,-0.4,,,55,34,64
tract,26081012608,3686,5.40%,,71,0,,,63,99,45
tract,26125166200,2876,5.40%,,65,-0.8,0,0,13,3,36
tract,26125167000,5454,5.40%,,66,-0.5,0,0,32,60,54
tract,26139021902,8119,5.40%,,53,-0.6,,,1,0,0
tract,26139022103,1506,5.40%,,51,-0.6,,,3,7,7
tract,26161461000,7567,5.40%,,48,-0.7,,,3,7,19
tract,26163550600,2419,5.40%,1.2,75,-0.6,0,0,2,7,14
tract,26163562700,3531,5.40%,,77,-0.5,100,0,3,32,11
tract,26125197000,4882,5.30%,,69,-0.7,0,0,5,45,48
tract,26161407600,3150,5.30%,,69,-0.4,,,11,26,64
tract,26163550800,1466,5.30%,1.5,75,-0.6,0,0,9,4,12
tract,26163561900,6877,5.30%,,68,-0.6,0,0,9,6,28
tract,26073000400,5316,5.30%,,69,-0.2,,,40,48,25
tract,26061000800,6358,5.30%,,6,0.3,,,85,99,37
tract,26125127100,5695,5.30%,,51,-0.7,0,0,8,4,29
tract,26077001503,4716,5.30%,2.2,88,-0.1,,,33,56,34
tract,26125139400,5378,5.30%,,86,-0.5,0,0,3,61,7
tract,26125140500,2389,5.30%,,64,-0.3,0,0,43,39,48
tract,26125197100,3016,5.30%,,70,-0.7,0,0,7,27,58
tract,26161407000,5003,5.30%,,63,-0.7,,,5,31,39
tract,26161410200,2357,5.30%,,62,0,,,62,97,55
tract,26081003400,5053,5.30%,2.9,56,-0.3,,,9,82,52
tract,26081004200,4334,5.30%,2.5,60,-0.2,,,35,50,58
tract,26125154600,3017,5.30%,,63,-0.6,100,0,15,13,46
tract,26125168500,2945,5.30%,,67,-0.3,0,0,27,33,65
tract,26161423400,6668,5.30%,,47,-0.3,,,13,87,20
tract,26161400200,6143,5.30%,,53,0.7,,,60,37,51
tract,26163550700,5283,5.30%,1.4,77,-0.6,0,0,2,20,19
tract,26163564503,3470,5.30%,,81,-0.5,0,0,22,48,64
tract,26077001906,4777,5.20%,,61,-0.1,,,38,64,22
tract,26081000300,5233,5.20%,,54,-0.2,,,19,70,24
tract,26125183400,2725,5.20%,2,72,-0.4,0,0,20,54,30
tract,26125196300,3489,5.20%,,66,-0.6,0,0,3,24,47
tract,26125138600,2774,5.20%,,69,-0.8,0,0,0,5,29
tract,26125168800,2343,5.20%,,65,-0.7,0,0,9,10,50
tract,26139023001,6429,5.20%,,63,-0.4,,,5,65,17
tract,26161414000,3408,5.20%,,60,0.1,,,65,94,74
tract,26163538100,2329,5.20%,2.1,81,-0.3,200,200,28,3,85
tract,26065005002,3781,5.20%,,36,-0.7,,,4,63,43
tract,26099223400,10741,5.20%,,51,-0.5,0,0,15,1,21
tract,26099223900,8322,5.20%,,50,-0.8,0,0,6,1,20
tract,26077001200,2674,5.20%,2.1,69,-0.3,,,9,13,28
tract,26077001601,2889,5.20%,,65,-0.4,,,4,37,26
tract,26125184200,4038,5.20%,3,78,-0.3,0,0,16,66,37
tract,26125132600,4167,5.20%,,54,-0.7,0,100,1,14,8
tract,26125133100,4466,5.20%,,64,0,100,0,31,26,40
tract,26125191200,4827,5.20%,,61,-0.3,0,0,30,48,23
tract,26125198000,3877,5.20%,,71,-0.6,0,0,10,4,62
tract,26081003300,4040,5.20%,1.7,54,-0.5,,,22,86,56
tract,26125150200,2417,5.20%,,64,-0.7,0,0,28,9,41
tract,26081010903,7161,5.20%,,39,-0.6,,,9,4,11
tract,26125166400,3115,5.20%,,65,-0.6,0,0,8,16,52
tract,26125170400,3863,5.20%,3,74,-0.4,0,0,10,25,20
tract,26161455000,5060,5.20%,,46,-0.3,,,31,48,55
tract,26163517000,3111,5.20%,4,84,-0.2,200,600,31,57,72
tract,26161402300,2624,5.20%,,56,-0.7,,,1,56,46
tract,26161405400,2201,5.20%,,58,-0.3,,,30,21,42
tract,26139024400,10264,5.20%,,53,-0.6,,,3,10,9
tract,26163538200,2214,5.20%,1,81,-0.6,400,100,22,1,85
tract,26081004300,3946,5.10%,3,57,-0.3,,,37,56,43
tract,26125128700,2181,5.10%,,57,-0.7,0,0,12,2,36
tract,26125150700,4355,5.10%,,64,-0.8,0,0,8,8,30
tract,26065004902,5208,5.10%,,43,0,,,76,75,50
tract,26125193100,3754,5.10%,,64,-0.5,0,0,24,38,22
tract,26125138100,5642,5.10%,,71,-0.7,0,0,4,47,27
tract,26081001900,5323,5.10%,3.3,58,-0.2,,,38,79,54
tract,26125150800,4482,5.10%,,65,-0.6,0,0,3,28,49
tract,26125156100,4544,5.10%,,62,-0.6,300,600,11,17,49
tract,26081011600,7590,5.10%,,62,-0.3,,,3,10,23
tract,26125166700,2334,5.10%,,65,-0.6,0,0,18,9,70
tract,26125180000,2677,5.10%,3,72,-0.4,0,0,40,9,23
tract,26163985100,200,5.10%,3.8,88,0.1,,,79,76,79
tract,26163516500,1901,5.10%,4,84,-0.2,100,300,45,79,76
tract,26065004802,3362,5.00%,,34,-0.5,,,4,7,26
tract,26081011804,5315,5.00%,,54,-0.3,,,20,65,30
tract,26081012300,3433,5.00%,1.3,54,-0.7,,,0,21,13
tract,26125183200,3474,5.00%,3,74,-0.3,0,0,19,36,29
tract,26161415400,2008,5.00%,,56,-0.3,,,36,89,58
tract,26161400800,3224,5.00%,,50,0.4,,,72,86,49
tract,26161413401,4559,5.00%,,72,-0.6,,,27,18,63
tract,26065003801,3898,5.00%,,44,-0.3,,,43,45,50
tract,26065004491,1225,5.00%,,43,,,,,,43
tract,26099225701,6089,5.00%,,66,0,0,0,64,19,53
tract,26125184300,2729,5.00%,,80,-0.5,0,0,22,4,36
tract,26125194200,1907,5.00%,,64,-0.5,0,0,6,27,52
tract,26125156300,4076,5.00%,,64,-0.7,0,0,10,3,42
tract,26125157900,2832,5.00%,,64,-0.7,0,0,11,5,57
tract,26125168400,3821,5.00%,,67,-0.7,0,0,1,18,53
tract,26125170000,2436,5.00%,3,74,-0.6,0,0,1,5,11
tract,26163538400,4435,5.00%,1.2,82,-0.5,200,100,25,15,88
tract,26163550200,3988,5.00%,2,79,-0.4,0,0,7,7,37
tract,26163564401,5315,5.00%,,68,-0.7,0,0,6,10,53
tract,26163565000,5089,5.00%,,78,-0.3,0,0,15,24,61
tract,26093741602,3392,5.00%,,53,-0.4,,,4,2,14
tract,26125140301,3968,4.90%,,67,-0.1,0,0,39,90,73
tract,26161416000,3321,4.90%,,60,-0.4,,,28,46,64
tract,26161404100,3151,4.90%,,48,-0.5,,,10,25,42
tract,26065004600,4213,4.90%,,39,-0.5,,,3,21,27
tract,26065005302,6695,4.90%,,51,-0.5,,,3,14,29
tract,26073000700,8504,4.90%,,59,0.4,,,69,28,14
tract,26125128300,4477,4.90%,,61,-0.3,0,0,26,51,25
tract,26125183800,4379,4.90%,3,77,-0.4,0,0,11,34,16
tract,26077002102,3009,4.90%,,59,-0.4,,,18,5,25
tract,26161411000,2820,4.90%,,65,0.2,,,55,74,32
tract,26081002900,1377,4.90%,3.2,55,-0.3,,,69,70,51
tract,26125157800,3340,4.90%,,64,-0.5,0,0,8,57,59
tract,26125171100,3538,4.90%,2.9,76,-0.5,100,0,6,12,63
tract,26161416200,5194,4.90%,,55,-0.5,,,15,21,38
tract,26161404400,2126,4.90%,,47,-0.7,,,4,23,47
tract,26125183900,2676,4.80%,,78,-0.3,0,0,14,41,20
tract,26125145501,3584,4.80%,,61,-0.4,300,200,22,22,24
tract,26125168100,2238,4.80%,,65,-0.4,0,0,32,6,52
tract,26125170200,3375,4.80%,3,73,-0.6,0,0,1,5,27
tract,26065004302,2604,4.80%,2,43,0.6,,,75,95,57
tract,26163562600,3759,4.80%,,92,-0.7,0,0,1,23,17
tract,26125183700,5696,4.80%,2.8,75,-0.4,0,0,3,22,21
tract,26125190200,4426,4.80%,,54,-0.9,0,0,5,2,12
tract,26125196500,5433,4.80%,,66,-0.6,0,0,14,8,60
tract,26125137800,3313,4.80%,,65,-0.7,0,0,3,7,30
tract,26161406000,3510,4.80%,,57,-0.5,,,5,53,54
tract,26081004400,7606,4.80%,2.9,58,-0.3,,,28,56,25
tract,26125150500,2624,4.80%,,68,-0.8,0,0,4,12,22
tract,26081014806,5793,4.80%,,60,-0.5,,,3,10,1
tract,26125173600,1611,4.80%,3.9,94,-0.3,0,0,36,40,29
tract,26161400500,7332,4.80%,,50,0.3,,,74,89,39
tract,26111290900,8077,4.80%,,80,-0.4,,,14,3,30
tract,26161404300,2740,4.80%,,48,-0.6,,,5,14,31
tract,26163550900,2735,4.80%,1,73,-0.7,0,0,1,4,16
tract,26125191000,1716,4.70%,,63,-0.4,0,0,3,19,25
tract,26125196700,2800,4.70%,,69,-0.6,0,0,3,1,25
tract,26161410900,1555,4.70%,,68,-0.4,,,11,6,35
tract,26161412600,2407,4.70%,,80,-0.1,,,31,14,51
tract,26125152600,3869,4.70%,1.7,69,-0.7,0,0,0,7,17
tract,26081012604,7396,4.70%,,73,-0.6,,,16,33,51
tract,26139021700,4990,4.70%,,53,-0.5,,,5,23,25
tract,26125167800,4351,4.70%,,64,-0.4,0,0,26,38,49
tract,26125170300,2793,4.70%,3,73,-0.5,0,0,18,24,29
tract,26161414500,2989,4.70%,,59,-0.6,,,36,5,63
tract,26163550500,3658,4.70%,1.4,77,-0.6,0,0,3,10,18
tract,26163564502,3758,4.70%,,75,-0.7,0,0,20,21,50
tract,26163564700,4497,4.70%,,76,-0.4,0,0,7,14,64
tract,26163574800,3815,4.70%,1,77,-0.5,0,0,28,2,12
tract,26125196000,6517,4.60%,,68,-0.7,0,0,8,15,41
tract,26125150400,2947,4.60%,,66,-0.8,0,0,6,6,50
tract,26125173200,2803,4.60%,2.6,79,-0.5,0,0,5,7,26
tract,26125136700,5557,4.60%,,66,-0.6,0,0,11,12,51
tract,26161410300,4390,4.60%,,64,-0.1,,,50,66,51
tract,26125152900,4289,4.60%,2.7,71,-0.4,0,0,23,14,42
tract,26125158100,3163,4.60%,,69,-0.6,0,0,3,21,31
tract,26125168700,3901,4.60%,,64,-0.5,0,0,19,29,59
tract,26125173300,1594,4.60%,3.2,78,-0.2,0,100,43,18,31
tract,26163588000,5922,4.60%,,85,-0.3,0,0,57,28,67
tract,26093712602,3622,4.60%,,58,-0.6,,,6,5,7
tract,26161403200,3084,4.60%,,48,-0.6,,,10,4,37
