Geo Type,Geo ID,Population,Asthma,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Asthma_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26049010114,2479,10.90%,,25,-0.2,,,25,36,8
tract,26053950700,2352,10.90%,,3,-0.1,,,15,49,11
tract,26077001906,4777,10.90%,,61,-0.1,,,38,64,22
tract,26093744900,3194,10.90%,,65,-0.3,,,22,42,17
tract,26099231200,3586,10.90%,,75,-0.2,0,0,39,54,45
tract,26125183000,3796,10.90%,,73,-0.3,0,0,29,71,38
tract,26103002600,2024,10.90%,,12,0,,,22,43,6
tract,26103002900,4235,10.90%,,9,-0.1,,,17,33,8
tract,26121003900,1866,10.90%,,57,-0.4,,,27,36,23
tract,26125166100,3222,10.90%,,65,-0.5,0,0,30,55,53
tract,26125180200,3553,10.90%,3,75,-0.3,0,0,18,61,15
tract,26125181300,6002,10.90%,,80,-0.2,0,0,37,70,25
tract,26163510500,4257,10.90%,3.7,84,0.1,700,200,93,57,89
tract,26163575000,3774,10.90%,2.7,80,-0.2,0,0,11,35,24
tract,26163576700,3233,10.90%,,86,-0.2,0,0,30,33,32
tract,26065006301,4800,10.90%,,37,-0.3,,,22,90,21
tract,26005030901,3176,10.90%,,15,-0.3,,,54,52,33
tract,26073000400,5316,10.90%,,69,-0.2,,,40,48,25
tract,26075005400,6487,10.90%,,44,-0.3,,,7,72,7
tract,26075005700,2656,10.90%,,42,-0.2,,,20,18,22
tract,26015010200,5518,10.90%,,63,-0.3,,,13,39,13
tract,26015010500,3480,10.90%,,65,-0.2,,,36,39,7
tract,26017285600,7144,10.90%,,67,-0.2,,,12,66,6
tract,26027002200,5907,10.90%,,74,-0.2,,,14,11,11
tract,26025001900,4199,10.90%,,78,-0.4,,,10,54,28
tract,26025003800,4236,10.90%,,86,-0.4,,,18,25,20
tract,26027001800,8250,10.90%,,80,-0.5,,,8,11,10
tract,26031960500,2411,10.90%,,3,-0.2,,,38,21,12
tract,26045020500,3517,10.90%,,31,-0.4,,,11,18,9
tract,26047970700,3624,10.90%,,4,-0.2,,,19,43,16
tract,26047970800,4181,10.90%,,4,-0.1,,,31,77,22
tract,26049012906,2684,10.90%,,35,-0.4,,,12,5,34
tract,26049013301,5772,10.90%,,37,-0.4,,,36,23,2
tract,26055550400,6933,10.90%,,5,-0.4,,,24,20,15
tract,26055550600,10503,10.90%,,8,-0.3,,,26,16,13
tract,26055551100,3717,10.90%,,36,-0.1,,,36,58,11
tract,26121001700,5068,10.90%,,82,-0.3,,,22,5,24
tract,26143970500,962,10.90%,,28,-0.1,,,21,12,4
tract,26143970600,2250,10.90%,,24,-0.1,,,51,34,4
tract,26101000200,1916,10.90%,,29,-0.1,,,38,51,20
tract,26099215300,4452,10.90%,,53,-0.3,0,0,38,35,12
tract,26101000500,3616,10.90%,,32,0,,,67,51,42
tract,26103001200,5532,10.90%,,4,-0.2,,,23,57,12
tract,26099216000,4010,10.90%,,45,-0.5,0,0,9,27,5
tract,26099222102,9167,10.90%,,42,-0.6,0,0,4,23,26
tract,26099225701,6089,10.90%,,66,0,0,0,64,19,53
tract,26123971200,4631,10.90%,,47,-0.1,,,46,81,25
tract,26125122200,3700,10.90%,,34,-0.5,0,0,9,31,26
tract,26145012003,4501,10.90%,,45,-0.2,,,48,42,16
tract,26145012300,3042,10.90%,,38,-0.3,,,38,15,4
tract,26099226400,2655,10.90%,,56,-0.6,0,0,23,6,22
tract,26147640100,2094,10.90%,,54,-0.3,,,20,19,4
tract,26099241500,3612,10.90%,,68,-0.2,0,0,38,51,46
tract,26125129000,3141,10.90%,,58,-0.3,0,0,21,78,14
tract,26125130100,2298,10.90%,,52,-0.5,400,300,21,54,14
tract,26125132100,6090,10.90%,,61,-0.4,300,100,11,57,10
tract,26125133100,4466,10.90%,,64,0,100,0,31,26,40
tract,26125134000,4851,10.90%,,61,-0.5,600,200,9,10,22
tract,26125134600,4087,10.90%,,64,-0.4,300,100,23,7,15
tract,26165380800,3219,10.90%,,7,0.1,,,43,84,17
tract,26161413402,5454,10.90%,,69,-0.6,,,11,6,60
tract,26081002400,3046,10.90%,1.7,53,-0.3,,,30,55,34
tract,26081003300,4040,10.90%,1.7,54,-0.5,,,22,86,56
tract,26081004400,7606,10.90%,2.9,58,-0.3,,,28,56,25
tract,26081011001,4307,10.90%,,46,-0.5,,,7,7,19
tract,26081011301,4732,10.90%,,49,-0.2,,,33,17,22
tract,26139020100,5393,10.90%,,52,-0.3,,,25,46,13
tract,26125173000,4299,10.90%,4,82,-0.1,0,0,33,36,32
tract,26163594300,3021,10.90%,,78,-0.3,0,0,18,13,19
tract,26081011302,6426,10.90%,,49,-0.4,,,35,37,16
tract,26139022001,5689,10.90%,,55,-0.3,,,23,74,43
tract,26125173600,1611,10.90%,3.9,94,-0.3,0,0,36,40,29
tract,26161420200,3789,10.90%,,66,-0.4,,,12,32,6
tract,26161431000,4732,10.90%,,32,-0.3,,,19,50,12
tract,26111291102,9596,10.90%,,44,-0.2,,,28,58,16
tract,26163510400,514,10.90%,4,84,0.1,100,100,93,57,89
tract,26093713700,4726,10.90%,,51,-0.5,,,6,13,9
tract,26115833300,6568,10.90%,,76,-0.5,0,0,14,6,25
tract,26161405500,2493,10.90%,,57,-0.2,,,43,50,65
tract,26093725100,4884,10.90%,,80,-0.2,,,36,91,25
tract,26093740600,2909,10.90%,,54,-0.6,,,10,17,12
tract,26099261800,2915,10.90%,,90,-0.2,0,0,32,48,51
tract,26163556900,3867,10.90%,,68,-0.4,0,0,5,19,44
tract,26163558100,3393,10.90%,,70,-0.4,0,0,15,28,32
tract,26163562500,1834,10.90%,,85,-0.2,0,0,36,45,24
tract,26163563800,3115,10.90%,,73,-0.4,0,0,6,15,31
tract,26163561600,3665,10.90%,,80,-0.2,0,0,38,38,15
tract,26163576300,2485,10.90%,,84,-0.3,0,0,22,13,24
tract,26099218000,8230,10.90%,,40,-0.1,0,0,55,74,52
tract,26065006401,4343,10.80%,,42,-0.4,,,6,38,13
tract,26049011714,3033,10.80%,,27,-0.4,,,16,0,16
tract,26099261300,2876,10.80%,,84,-0.3,0,0,47,16,35
tract,26081004300,3946,10.80%,3,57,-0.3,,,37,56,43
tract,26099241400,3182,10.80%,,66,-0.3,0,0,19,24,18
tract,26139021303,2830,10.80%,,53,-0.4,,,7,46,18
tract,26139021901,4531,10.80%,,54,-0.4,,,7,24,13
tract,26125167500,5384,10.80%,,66,-0.2,0,0,28,83,47
tract,26145011901,1965,10.80%,,41,-0.2,,,29,17,15
tract,26163594100,4187,10.80%,2,81,-0.2,0,0,11,21,11
tract,26163594500,3328,10.80%,,76,-0.4,0,0,10,26,24
tract,26067031400,4703,10.80%,,28,-0.4,,,1,28,13
tract,26005030402,5370,10.80%,,88,-0.4,,,5,21,13
tract,26071000500,2518,10.80%,,27,0,,,54,74,9
tract,26075006000,6846,10.80%,,31,-0.4,,,40,26,1
tract,26003000300,2967,10.80%,,6,0,,,32,67,43
tract,26009960300,2731,10.80%,,7,-0.1,,,40,56,3
tract,26017285500,6948,10.80%,,88,-0.2,,,24,50,15
tract,26019000200,3219,10.80%,,5,-0.3,,,37,37,16
tract,26029000200,1302,10.80%,,5,-0.2,,,21,33,5
tract,26037011101,4688,10.80%,,32,-0.3,,,12,7,3
tract,26031960600,2431,10.80%,,4,-0.1,,,53,19,19
tract,26033970800,4136,10.80%,,5,-0.2,,,26,36,27
tract,26037010105,3909,10.80%,,35,-0.5,,,12,21,32
tract,26037010107,4162,10.80%,,39,-0.5,,,7,23,24
tract,26043950100,1632,10.80%,,39,-0.3,,,22,32,9
tract,26043950200,4447,10.80%,,52,-0.4,,,8,35,1
tract,26043950700,3511,10.80%,,64,-0.1,,,25,28,6
tract,26045020402,2870,10.80%,,34,-0.4,,,13,18,13
tract,26047970600,5739,10.80%,,5,-0.4,,,4,49,4
tract,26049011214,5901,10.80%,,35,-0.5,,,14,13,53
tract,26049012801,4584,10.80%,,25,-0.3,,,9,20,8
tract,26049013001,2530,10.80%,,33,-0.4,,,22,7,8
tract,26049013110,2238,10.80%,,36,-0.5,,,16,3,20
tract,26049013111,2925,10.80%,,37,-0.4,,,8,11,18
tract,26049013401,5974,10.80%,,32,-0.5,,,14,16,15
tract,26099251200,3165,10.80%,2.7,75,-0.3,0,0,12,82,14
tract,26099252100,2151,10.80%,3,77,-0.2,0,0,16,4,16
tract,26061000500,3574,10.80%,,7,-0.2,,,34,84,5
tract,26099250500,2106,10.80%,,71,-0.3,0,0,13,17,5
tract,26143970700,2745,10.80%,,21,-0.1,,,50,62,3
tract,26101000300,2034,10.80%,,33,-0.2,,,22,49,8
tract,26121003500,4167,10.80%,,72,-0.3,,,28,40,9
tract,26103001100,1544,10.80%,,4,-0.4,,,18,16,24
tract,26099221800,5232,10.80%,,40,-0.5,0,0,15,21,35
tract,26099223800,16096,10.80%,,47,-0.6,0,0,17,3,15
tract,26099224300,4946,10.80%,,56,-0.5,0,0,22,6,13
tract,26103001700,2429,10.80%,,7,0.1,,,24,59,5
tract,26125125000,3419,10.80%,,41,-0.5,100,100,14,30,1
tract,26125126500,3205,10.80%,,48,-0.5,100,0,6,2,8
tract,26147643000,3723,10.80%,,37,-0.1,,,50,86,10
tract,26077001601,2889,10.80%,,65,-0.4,,,4,37,26
tract,26099240600,6725,10.80%,,61,-0.3,0,0,12,5,8
tract,26125131100,2279,10.80%,,49,-0.5,400,100,21,5,6
tract,26165380400,4717,10.80%,,5,-0.3,,,36,35,11
tract,26077002101,8028,10.80%,,56,-0.3,,,34,15,7
tract,26077002601,4909,10.80%,,83,-0.4,,,11,52,17
tract,26125193600,2491,10.80%,,65,-0.4,0,0,18,1,25
tract,26125135100,5445,10.80%,,61,-0.6,400,100,5,2,20
tract,26125140500,2389,10.80%,,64,-0.3,0,0,43,39,48
tract,26127010800,2987,10.80%,,12,-0.1,,,38,70,14
tract,26125144600,3732,10.80%,,61,-0.2,0,0,51,37,23
tract,26081010801,8554,10.80%,,29,-0.6,,,3,37,12
tract,26081011200,4236,10.80%,3,52,-0.2,,,23,52,26
tract,26125168600,5842,10.80%,,68,-0.1,0,0,61,8,56
tract,26081013200,6915,10.80%,,51,-0.3,,,20,48,21
tract,26125181100,2712,10.80%,,77,-0.2,0,0,48,71,15
tract,26107960300,2947,10.80%,,24,-0.2,,,27,20,14
tract,26111290300,3826,10.80%,,79,-0.4,,,5,11,7
tract,26111290800,5453,10.80%,,93,-0.3,,,7,15,16
tract,26089970600,5284,10.80%,,11,-0.3,,,27,50,11
tract,26091060600,5596,10.80%,,46,-0.2,,,13,12,17
tract,26111291200,5552,10.80%,,52,-0.5,,,15,36,9
tract,26151970100,1704,10.80%,,38,-0.1,,,53,9,11
tract,26093720100,3588,10.80%,,35,-0.4,,,11,4,2
tract,26093724002,2243,10.80%,,49,-0.4,,,28,6,4
tract,26093725000,4950,10.80%,,70,0,,,52,79,16
tract,26139025700,5419,10.80%,,58,-0.1,,,53,71,54
tract,26099260000,3185,10.80%,,77,-0.4,0,0,27,31,42
tract,26099262000,3278,10.80%,,86,-0.2,0,0,50,47,43
tract,26099262200,4528,10.80%,,83,-0.3,0,0,50,17,45
tract,26093743700,2517,10.80%,,84,-0.3,,,15,18,2
tract,26163538200,2214,10.80%,1,81,-0.6,400,200,22,1,85
tract,26163551200,4002,10.80%,,79,-0.5,0,0,5,3,29
tract,26163557300,2230,10.80%,,70,-0.5,0,0,18,19,26
tract,26163558200,4499,10.80%,,71,-0.4,0,0,17,77,35
tract,26163558800,2575,10.80%,,73,-0.5,0,0,7,10,29
tract,26161400400,3087,10.80%,,53,-0.5,,,39,28,41
tract,26017285400,3507,10.70%,,79,-0.4,,,21,44,10
tract,26045020304,4832,10.70%,,48,-0.3,,,13,75,35
tract,26045021402,4634,10.70%,,42,-0.4,,,8,51,12
tract,26103000100,2330,10.70%,,6,-0.1,,,38,76,3
tract,26093731100,3850,10.70%,,40,-0.5,,,23,18,7
tract,26099243000,4438,10.70%,,57,-0.5,0,0,3,18,20
tract,26139021606,5321,10.70%,,49,-0.2,,,27,69,13
tract,26125125600,3029,10.70%,,45,-0.4,200,100,27,15,5
tract,26125144300,3756,10.70%,,57,-0.4,0,0,33,8,15
tract,26125171200,2173,10.70%,3,77,-0.3,0,0,16,19,58
tract,26147651100,2020,10.70%,,37,-0.4,,,15,2,3
tract,26161407600,3150,10.70%,,69,-0.4,,,11,26,64
tract,26065003302,2237,10.70%,3,82,-0.3,,,19,3,47
tract,26065003801,3898,10.70%,,44,-0.3,,,43,45,50
tract,26163558400,4030,10.70%,,75,-0.5,0,0,14,23,21
tract,26065005302,6695,10.70%,,51,-0.5,,,3,14,29
tract,26065005700,5070,10.70%,,33,-0.5,,,11,26,19
tract,26067032100,2030,10.70%,,44,0,,,74,82,50
tract,26075006304,2738,10.70%,,30,-0.5,,,4,16,10
tract,26005032600,1538,10.70%,,43,0,,,20,9,23
tract,26021020300,2613,10.70%,,58,-0.4,,,15,10,11
tract,26019000400,1995,10.70%,,20,-0.1,,,59,87,10
tract,26029000400,2775,10.70%,,5,-0.3,,,25,72,13
tract,26023951300,5854,10.70%,,52,-0.1,,,61,78,57
tract,26025002000,4953,10.70%,,79,-0.2,,,3,78,33
tract,26025003900,4745,10.70%,,97,-0.3,,,21,76,6
tract,26037010300,5321,10.70%,,42,-0.4,,,6,16,24
tract,26037010400,5210,10.70%,,30,-0.5,,,7,21,16
tract,26031960400,3615,10.70%,,0,0,,,40,17,25
tract,26037010104,3628,10.70%,,39,-0.3,,,37,50,49
tract,26045020201,2918,10.70%,,49,-0.2,,,17,11,61
tract,26045020303,3484,10.70%,,46,-0.2,,,20,31,29
tract,26049011101,9047,10.70%,,35,-0.3,,,18,66,35
tract,26049013113,3895,10.70%,,37,-0.3,,,22,51,4
tract,26055550200,4507,10.70%,,6,-0.4,,,17,24,9
tract,26055550700,9370,10.70%,,7,-0.2,,,18,72,6
tract,26099251100,2011,10.70%,2.5,74,-0.4,0,0,18,1,4
tract,26121001600,2544,10.70%,,87,-0.5,,,0,1,17
tract,26143970400,2064,10.70%,,25,-0.1,,,32,19,12
tract,26099220001,7631,10.70%,,42,-0.6,0,0,2,2,17
tract,26125121700,5457,10.70%,,49,-0.5,0,0,10,12,14
tract,26099227000,7036,10.70%,,58,-0.4,0,0,20,21,15
tract,26099230400,3471,10.70%,,66,-0.3,0,0,13,28,26
tract,26099231900,6143,10.70%,,73,-0.3,0,0,48,35,23
tract,26099233000,5733,10.70%,,65,-0.5,0,0,21,10,20
tract,26125123100,3190,10.70%,,41,-0.6,0,0,4,26,14
tract,26125128000,3571,10.70%,,57,-0.5,0,0,7,12,23
tract,26147637300,2143,10.70%,,71,-0.1,,,37,26,8
tract,26147647000,3039,10.70%,,40,-0.2,,,27,10,1
tract,26099244000,2243,10.70%,,60,-0.4,0,0,9,2,19
tract,26077003002,2386,10.70%,,46,-0.6,,,0,21,2
tract,26125139200,6455,10.70%,,89,-0.2,0,0,36,9,4
tract,26161414300,3284,10.70%,,59,0.1,,,52,81,72
tract,26081003400,5053,10.70%,2.9,56,-0.3,,,9,82,52
tract,26125150100,3413,10.70%,2.6,64,-0.3,0,0,56,50,53
tract,26139020400,4477,10.70%,,63,-0.3,,,19,49,5
tract,26163594200,2476,10.70%,,79,-0.5,0,0,8,21,14
tract,26081014501,11449,10.70%,,52,-0.6,,,12,22,40
tract,26081014803,3312,10.70%,,64,-0.5,,,2,7,39
tract,26125180100,2787,10.70%,3,73,-0.3,0,0,16,62,7
tract,26125180300,2954,10.70%,3,74,-0.1,0,0,23,21,14
tract,26161432000,4947,10.70%,,38,-0.4,,,13,40,11
tract,26163517200,2471,10.70%,4,84,-0.2,1000,800,31,78,76
tract,26093730600,3790,10.70%,,45,-0.5,,,11,18,3
tract,26093741100,2355,10.70%,,54,-0.1,,,54,65,4
tract,26093742202,2457,10.70%,,54,0,,,38,44,17
tract,26139025200,5784,10.70%,,65,-0.2,,,25,46,64
tract,26163551100,4910,10.70%,1,77,-0.7,0,0,16,47,17
tract,26163556800,1762,10.70%,,69,-0.5,0,0,7,3,29
tract,26163557200,2050,10.70%,,69,-0.2,0,0,41,94,21
tract,26163557900,4726,10.70%,,73,-0.4,0,0,15,17,22
tract,26163562800,3413,10.70%,,77,-0.4,0,0,21,14,28
tract,26163579900,4942,10.70%,1.9,80,-0.2,0,0,59,31,28
tract,26081011002,4341,10.70%,,44,-0.3,,,8,17,11
tract,26161464000,6193,10.70%,,67,-0.5,,,18,16,22
tract,26075005600,7232,10.60%,,40,-0.5,,,6,13,17
tract,26009960600,3212,10.60%,,8,-0.3,,,15,38,7
tract,26033980200,1262,10.60%,,0,0.2,,,,,82
tract,26077002004,3942,10.60%,,56,-0.4,,,19,16,27
tract,26081000300,5233,10.60%,,54,-0.2,,,19,70,24
tract,26099223500,1552,10.60%,,45,-0.4,0,0,4,4,6
tract,26099230700,5186,10.60%,,70,-0.4,0,0,57,10,25
tract,26125183100,4540,10.60%,3,76,-0.4,0,0,5,15,25
tract,26125183900,2676,10.60%,,78,-0.3,0,0,14,41,20
tract,26125190500,2525,10.60%,,59,-0.6,0,0,4,1,35
tract,26125191000,1716,10.60%,,63,-0.4,0,0,3,19,25
tract,26125127000,5630,10.60%,,52,-0.5,0,0,11,9,17
tract,26125133001,2791,10.60%,,65,-0.7,100,0,3,1,18
tract,26125145501,3584,10.60%,,61,-0.4,300,100,22,22,24
tract,26125165000,2941,10.60%,3,67,-0.3,0,0,20,30,30
tract,26125166600,3658,10.60%,,65,0,0,0,43,94,68
tract,26161422900,2100,10.60%,,54,-0.6,,,11,29,23
tract,26163520300,2624,10.60%,4,84,0.1,200,500,73,87,72
tract,26163596200,3997,10.60%,,79,-0.6,0,0,28,11,17
tract,26065003901,1856,10.60%,,42,-0.3,,,23,44,52
tract,26163557400,3144,10.60%,,71,-0.6,0,0,8,1,21
tract,26163563600,1956,10.60%,,73,-0.6,0,0,20,5,50
tract,26065005501,6377,10.60%,,44,-0.4,,,17,70,33
tract,26023951000,2390,10.60%,,43,-0.3,,,17,18,5
tract,26025001700,4474,10.60%,,82,-0.3,,,19,55,40
tract,26055550800,6291,10.60%,,5,-0.4,,,15,14,6
tract,26061001000,2955,10.60%,,4,-0.1,,,26,52,8
tract,26063950400,793,10.60%,,30,-0.1,,,18,15,1
tract,26121002400,3390,10.60%,,95,-0.2,,,32,58,24
tract,26099223900,8322,10.60%,,50,-0.8,0,0,6,1,20
tract,26099224500,4082,10.60%,,58,-0.3,0,0,17,12,1
tract,26125120300,3445,10.60%,,48,-0.5,0,0,21,41,2
tract,26125122700,3173,10.60%,,44,-0.3,0,0,15,11,14
tract,26103002100,3179,10.60%,,8,-0.3,,,24,70,13
tract,26099230200,4854,10.60%,,67,-0.5,0,0,20,11,15
tract,26099232400,5769,10.60%,,75,-0.2,0,0,60,62,50
tract,26077001200,2674,10.60%,2.1,69,-0.3,,,9,13,28
tract,26125133003,3356,10.60%,,65,-0.2,100,0,15,51,44
tract,26125134500,3175,10.60%,,63,-0.4,100,100,29,23,22
tract,26147648000,1066,10.60%,,43,-0.4,,,16,6,0
tract,26125139400,5378,10.60%,,86,-0.5,0,0,3,61,7
tract,26125154000,1818,10.60%,2,63,-0.4,100,0,10,15,24
tract,26125156200,6898,10.60%,,63,-0.6,200,100,13,10,22
tract,26081011102,5253,10.60%,,49,-0.5,,,17,40,24
tract,26125156900,3215,10.60%,,65,-0.5,0,0,30,4,45
tract,26081011600,7590,10.60%,,62,-0.3,,,3,10,23
tract,26081012605,3149,10.60%,,58,-0.4,,,22,41,39
tract,26139021000,5356,10.60%,,65,-0.2,,,18,66,17
tract,26125166800,3498,10.60%,,66,-0.7,0,0,18,31,59
tract,26125173300,1594,10.60%,3.2,78,-0.2,0,100,43,18,31
tract,26125173400,5376,10.60%,3,80,-0.4,0,0,14,10,26
tract,26161422200,7542,10.60%,,54,-0.6,,,11,29,23
tract,26093712601,4575,10.60%,,76,-0.6,,,20,25,1
tract,26139023002,7425,10.60%,,48,-0.5,,,7,0,31
tract,26093733100,1959,10.60%,,42,-0.4,,,6,27,1
tract,26093741601,1902,10.60%,,54,0,,,56,90,12
tract,26099261400,2661,10.60%,,82,-0.3,0,0,34,9,45
tract,26163556600,3517,10.60%,,72,-0.5,0,0,22,14,10
tract,26163557700,4188,10.60%,,91,-0.6,0,0,13,14,2
tract,26163564800,4661,10.60%,,79,-0.4,0,0,31,18,50
tract,26163574900,1600,10.60%,3,79,-0.1,0,0,51,45,22
tract,26075006804,5912,10.50%,,29,-0.4,,,2,13,7
tract,26081001800,6205,10.50%,,58,-0.2,,,18,48,9
tract,26083000100,2108,10.50%,,6,-0.1,,,28,44,4
tract,26083990100,0,10.50%,,6,-0.1,,,28,44,4
tract,26093710500,1862,10.50%,,42,-0.5,,,9,1,10
tract,26125157100,1904,10.50%,,65,-0.5,100,100,33,6,53
tract,26125170200,3375,10.50%,3,73,-0.6,0,0,1,5,27
tract,26161415200,2297,10.50%,,59,-0.2,,,39,21,65
tract,26161416000,3321,10.50%,,60,-0.4,,,28,46,64
tract,26161410900,1555,10.50%,,68,-0.4,,,11,6,35
tract,26163520800,1728,10.50%,4,85,-0.3,100,100,33,65,75
tract,26075005200,6785,10.50%,,39,-0.5,,,18,18,41
tract,26075005302,3547,10.50%,,41,-0.2,,,10,26,22
tract,26015010402,4294,10.50%,,73,-0.4,,,10,5,9
tract,26005032402,4074,10.50%,,47,-0.3,,,12,53,7
tract,26009960100,2659,10.50%,,6,-0.2,,,33,37,5
tract,26009960500,3410,10.50%,,13,-0.3,,,29,29,11
tract,26021011100,5536,10.50%,,32,-0.4,,,40,29,3
tract,26021000800,5208,10.50%,,6,-0.3,,,14,70,25
tract,26021000900,2049,10.50%,,7,-0.2,,,19,63,39
tract,26037010108,4205,10.50%,,38,-0.5,,,7,20,22
tract,26049011610,6906,10.50%,,28,-0.5,,,2,12,7
tract,26047970300,4260,10.50%,,3,-0.3,,,42,29,18
tract,26121001000,1085,10.50%,,96,-0.3,,,31,5,1
tract,26121001500,3790,10.50%,1.9,88,-0.4,,,4,78,27
tract,26099214500,4351,10.50%,,49,-0.7,0,0,3,12,10
tract,26145010100,9877,10.50%,,56,-0.3,,,27,66,35
tract,26145011200,1842,10.50%,,46,-0.3,,,4,32,3
tract,26145011701,1608,10.50%,,64,-0.3,,,18,14,31
tract,26099222500,3961,10.50%,,43,-0.3,0,0,29,35,7
tract,26099224000,13583,10.50%,,53,-0.6,0,0,15,9,25
tract,26099225200,6991,10.50%,,58,-0.6,0,0,17,21,20
tract,26103001500,2879,10.50%,,7,-0.4,,,22,11,8
tract,26099228000,3365,10.50%,,64,-0.1,0,0,41,95,34
tract,26099230601,7110,10.50%,,67,-0.2,0,0,36,28,28
tract,26099232500,4425,10.50%,,65,-0.5,0,0,17,8,39
tract,26125128100,2824,10.50%,,59,-0.5,0,0,7,7,13
tract,26125183300,3017,10.50%,,79,-0.3,100,0,21,22,31
tract,26125184300,2729,10.50%,,80,-0.5,0,0,22,4,36
tract,26125130400,2769,10.50%,,57,-0.4,300,100,3,7,13
tract,26125131400,2081,10.50%,,49,-0.4,300,100,6,2,17
tract,26077003003,9003,10.50%,,47,-0.6,,,8,1,20
tract,26125190400,3646,10.50%,,56,-0.5,0,0,22,28,6
tract,26081002300,4157,10.50%,2.3,55,-0.3,,,13,38,24
tract,26125154100,2729,10.50%,,61,-0.4,100,100,27,6,20
tract,26081010903,7161,10.50%,,39,-0.6,,,9,4,11
tract,26081011803,4893,10.50%,,52,-0.5,,,9,84,31
tract,26139020503,3742,10.50%,,70,-0.4,,,20,10,7
tract,26139020504,2814,10.50%,,76,-0.2,,,23,60,14
tract,26125173500,2665,10.50%,3.1,84,-0.3,0,0,24,18,32
tract,26161423600,2601,10.50%,,46,-0.4,,,40,7,31
tract,26147650200,1067,10.50%,,41,-0.3,,,40,22,1
tract,26161448000,3919,10.50%,,40,-0.6,,,3,1,22
tract,26093710100,2646,10.50%,,41,-0.5,,,8,8,20
tract,26093711000,4244,10.50%,,43,-0.3,,,31,25,3
tract,26093713100,4781,10.50%,,48,-0.5,,,9,8,12
tract,26139023500,4835,10.50%,,55,-0.7,,,1,1,9
tract,26093724003,2603,10.50%,,53,-0.4,,,5,58,11
tract,26093730102,4098,10.50%,,57,-0.6,,,11,12,2
tract,26093740900,1910,10.50%,,56,-0.6,,,9,6,28
tract,26093742201,2973,10.50%,,54,-0.3,,,35,72,11
tract,26093743300,2693,10.50%,,52,-0.6,,,6,3,8
tract,26139024600,6056,10.50%,,55,-0.6,,,3,41,17
tract,26093744400,2113,10.50%,,55,-0.4,,,21,2,20
tract,26163550100,4007,10.50%,1.2,76,-0.6,0,0,4,7,22
tract,26163550200,3988,10.50%,2,79,-0.4,0,0,7,7,37
tract,26163557500,3960,10.50%,,75,-0.5,0,0,10,2,6
tract,26163557600,2787,10.50%,,77,-0.5,0,0,9,3,17
tract,26163558600,1787,10.50%,,73,-0.4,0,0,15,50,25
tract,26163564100,4366,10.50%,,75,-0.3,0,0,41,35,57
tract,26163564700,4497,10.50%,,76,-0.4,0,0,7,14,64
tract,26065004802,3362,10.40%,,34,-0.5,,,4,7,26
tract,26049013112,4517,10.40%,,38,-0.5,,,18,9,9
tract,26081012702,4298,10.40%,,62,-0.4,,,14,7,55
tract,26081014602,11009,10.40%,,60,-0.5,,,2,22,9
tract,26093740800,2668,10.40%,,61,-0.3,,,10,15,12
tract,26099215000,5765,10.40%,,50,-0.6,0,0,3,15,7
tract,26099225500,5334,10.40%,,60,-0.4,0,0,16,45,8
tract,26125184400,2808,10.40%,3,79,-0.3,0,0,27,42,31
tract,26125121400,4860,10.40%,,46,-0.6,0,0,20,34,24
tract,26125140301,3968,10.40%,,67,-0.1,0,0,39,90,73
tract,26161404100,3151,10.40%,,48,-0.5,,,10,25,42
tract,26065003802,4154,10.40%,,43,0.1,,,41,48,43
tract,26163520700,2836,10.40%,4,84,0,200,100,58,91,71
tract,26163564504,7404,10.40%,,76,-0.4,0,0,30,49,66
tract,26021001400,4521,10.40%,,16,-0.3,,,16,47,25
tract,26021001500,3226,10.40%,,25,-0.3,,,27,33,30
tract,26029000300,2226,10.40%,,5,-0.3,,,9,38,10
tract,26049011601,2851,10.40%,,27,-0.5,,,6,25,7
tract,26049010201,1657,10.40%,,27,-0.3,,,18,17,2
tract,26141950600,1338,10.40%,,43,-0.2,,,23,14,2
tract,26121003700,5562,10.40%,,73,-0.3,,,5,7,13
tract,26145011300,7133,10.40%,,40,-0.3,,,14,22,8
tract,26099232000,2420,10.40%,,71,-0.3,0,0,48,25,32
tract,26099240700,4190,10.40%,,63,-0.5,0,0,14,3,26
tract,26125183800,4379,10.40%,3,77,-0.4,0,0,11,34,16
tract,26125134400,4675,10.40%,,62,-0.5,300,100,23,9,20
tract,26081000200,2206,10.40%,3,60,-0.2,,,56,15,26
tract,26081000600,4357,10.40%,,79,-0.4,,,4,70,14
tract,26125197400,1917,10.40%,,73,0,0,0,54,68,32
tract,26125157600,4949,10.40%,,64,-0.4,0,0,43,11,56
tract,26139021500,8810,10.40%,,53,-0.2,,,22,79,9
tract,26139021605,4136,10.40%,,50,-0.6,,,6,23,31
tract,26139021802,4640,10.40%,,60,-0.4,,,18,16,9
tract,26125170400,3863,10.40%,3,74,-0.4,0,0,10,25,20
tract,26125173100,1789,10.40%,3.1,80,-0.2,0,0,20,19,39
tract,26081014601,8304,10.40%,,54,-0.6,,,24,4,12
tract,26125180000,2677,10.40%,3,72,-0.4,0,0,40,9,23
tract,26161455000,5060,10.40%,,46,-0.3,,,31,48,55
tract,26161466000,2559,10.40%,,59,-0.5,,,13,6,11
