Geo Type,Geo ID,Population,Asthma,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Pneumonia,Asthma_2,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26163541300,2872,13.50%,3,70,0.1,200,300,80,42,89
tract,26163551400,4206,13.50%,,83,0,0,100,69,56,80
tract,26163574100,4399,13.50%,3,91,0.1,0,0,88,82,17
tract,26017280300,1338,13.50%,3.6,94,0.3,,,82,62,23
tract,26007000500,1895,13.40%,,86,0.3,,,68,52,21
tract,26025002100,1122,13.40%,4,80,0,,,71,41,7
tract,26081003700,4506,13.40%,2.1,60,0.1,,,91,45,84
tract,26163517300,2436,13.40%,4,84,0.2,1100,1100,87,80,80
tract,26163540900,3477,13.40%,,71,0.1,600,300,65,44,98
tract,26163566700,4147,13.40%,3,83,0,0,0,83,8,43
tract,26073000700,8504,13.40%,,59,0.4,,,69,28,14
tract,26073000800,2899,13.40%,,62,0.3,,,80,93,32
tract,26017280900,2909,13.40%,3.6,96,0.2,,,87,62,47
tract,26025000600,3001,13.40%,3.5,83,0.3,,,81,54,65
tract,26049012311,1720,13.40%,,23,0.1,,,74,24,49
tract,26049003700,3003,13.40%,3,48,0.2,,,89,68,63
tract,26065002000,3035,13.40%,3,50,0.1,,,87,86,59
tract,26121000401,5134,13.40%,4,84,0.2,,,73,58,70
tract,26145000600,1476,13.40%,3.2,47,0.3,,,84,48,84
tract,26121004200,3509,13.40%,3.6,87,0.4,,,79,81,69
tract,26145001500,4037,13.40%,2.6,48,0.2,,,94,67,64
tract,26145011500,2555,13.40%,,45,0.3,,,69,46,63
tract,26147623000,2611,13.40%,,64,0.1,,,66,33,32
tract,26147625000,1484,13.40%,,54,0.3,,,80,57,49
tract,26077000900,1041,13.40%,3.3,80,0.2,,,84,68,75
tract,26163524100,3695,13.40%,3,97,0.4,200,100,99,54,87
tract,26077005501,4087,13.40%,,73,0.2,,,63,78,50
tract,26153000300,3173,13.40%,,1,0.2,,,75,80,27
tract,26163511400,2364,13.40%,3.6,84,0.2,400,800,85,92,83
tract,26163520200,3138,13.40%,3.6,84,0.2,100,200,72,93,67
tract,26099256800,1631,13.40%,,89,0,0,0,94,22,42
tract,26099258200,2617,13.40%,4,91,-0.1,100,0,72,65,66
tract,26163574000,5879,13.40%,3,89,0.1,0,0,91,63,9
tract,26163579700,3062,13.40%,3.9,96,0.3,0,0,93,48,67
tract,26163584200,3720,13.40%,,79,0.1,0,0,78,53,56
tract,26065003602,4018,13.30%,3,44,0.3,,,81,64,72
tract,26035001300,3659,13.30%,,10,0.3,,,69,94,5
tract,26147621000,4146,13.30%,,79,0.3,,,87,40,43
tract,26163564900,1904,13.30%,,82,0.1,0,200,76,73,60
tract,26037011200,2223,13.30%,,40,0.4,,,86,57,47
tract,26049001600,4409,13.30%,2.2,36,0,,,64,81,62
tract,26049010911,4067,13.30%,3.7,36,0.1,,,58,97,80
tract,26145002000,3419,13.30%,2.6,49,0.3,,,89,50,67
tract,26081002600,3871,13.30%,,61,0.1,,,97,92,85
tract,26125171500,5194,13.30%,,75,0,100,300,67,34,94
tract,26149040600,3184,13.30%,,72,0.2,,,89,78,47
tract,26099258800,3583,13.30%,,91,0,100,100,59,36,86
tract,26163566900,4925,13.30%,4,77,0.1,0,0,56,87,58
tract,26163573900,5252,13.30%,3,85,0,0,0,75,47,1
tract,26025004100,2202,13.20%,3.7,88,0.3,,,79,86,67
tract,26099258900,2799,13.20%,3.2,94,-0.1,100,0,62,25,73
tract,26125172400,1651,13.20%,,73,0.4,0,0,80,77,73
tract,26163585900,2920,13.20%,,72,0.1,0,0,74,92,58
tract,26163525800,2046,13.20%,4,92,0.3,0,300,100,96,89
tract,26163583200,2245,13.20%,,78,0,0,0,78,35,51
tract,26065004494,3351,13.20%,,43,,,,,,43
tract,26021021000,5248,13.20%,,79,-0.1,,,54,86,38
tract,26049012003,2985,13.20%,,22,-0.1,,,81,47,30
tract,26049001200,3484,13.20%,2.4,29,0.1,,,57,28,95
tract,26049002800,2693,13.20%,3.7,41,0.3,,,93,87,65
tract,26099247601,2089,13.20%,,61,0.2,0,0,86,87,63
tract,26145010200,4854,13.20%,,63,0.1,,,57,63,23
tract,26147620000,4607,13.20%,,96,0,,,75,92,56
tract,26147622000,4338,13.20%,,73,0.1,,,79,10,41
tract,26077000600,4871,13.20%,2.8,73,0.1,,,87,69,33
tract,26125142000,2348,13.20%,1.7,60,0.1,0,0,80,65,81
tract,26163532200,1199,13.20%,3,83,0.1,300,400,76,55,85
tract,26163532300,727,13.20%,3,83,0.1,100,100,76,55,85
tract,26125171300,3356,13.20%,,75,-0.2,0,100,61,14,86
tract,26085961200,2660,13.20%,,10,0.2,,,76,85,43
tract,26159010600,2869,13.20%,,3,0.2,,,91,92,74
tract,26159011400,4743,13.20%,,10,0.1,,,91,94,48
tract,26161400300,7393,13.20%,,53,0.3,,,62,99,39
tract,26091061500,5974,13.20%,,54,0.1,,,67,79,36
tract,26163552100,3814,13.20%,3.6,85,0.3,400,200,95,76,72
tract,26163567000,3578,13.20%,,75,-0.1,0,0,73,69,81
tract,26163573702,6642,13.20%,2.5,87,0,0,0,81,76,11
tract,26163577000,3761,13.20%,3,94,0.2,0,0,81,87,78
tract,26163577100,2428,13.20%,3,92,0.1,0,0,81,80,72
tract,26163571700,2396,13.20%,,75,0.1,0,100,80,84,34
tract,26065005100,3546,13.10%,,44,0,,,74,64,60
tract,26049002400,3221,13.10%,4,29,0.2,,,57,68,47
tract,26091061302,3036,13.10%,,58,0.2,,,72,64,61
tract,26125141700,2268,13.10%,3,61,0.3,0,0,93,74,87
tract,26161400800,3224,13.10%,,50,0.4,,,72,86,49
tract,26163566400,915,13.10%,,78,0,0,0,80,58,65
tract,26163566500,2335,13.10%,2.9,89,0.3,0,0,90,50,54
tract,26065006600,3391,13.10%,3.1,54,0.2,,,89,99,67
tract,26023951400,4067,13.10%,,52,0.2,,,80,97,9
tract,26025000700,2737,13.10%,3.6,82,0.3,,,94,97,60
tract,26033970600,5105,13.10%,,6,-0.1,,,44,63,69
tract,26049002600,2616,13.10%,3,34,0.2,,,83,19,46
tract,26049003800,1258,13.10%,4,48,0.3,,,85,19,65
tract,26049010502,3817,13.10%,,19,0.1,,,71,57,50
tract,26099256600,3025,13.10%,3,84,0.3,0,0,78,98,58
tract,26065001200,2223,13.10%,3.4,47,0.1,,,77,40,71
tract,26099247100,857,13.10%,,58,0.3,0,0,96,15,39
tract,26145001800,1328,13.10%,3,49,0.3,,,76,47,57
tract,26145011600,3482,13.10%,,51,0,,,44,81,72
tract,26147636000,4613,13.10%,,73,0.1,,,88,91,36
tract,26077000500,3903,13.10%,2.8,77,0.3,,,92,86,60
tract,26077001803,2197,13.10%,3.5,83,0.1,,,80,80,56
tract,26161412000,4232,13.10%,,74,0.1,,,79,35,63
tract,26081003000,1908,13.10%,3.7,55,-0.2,,,82,74,65
tract,26081003500,5306,13.10%,2.8,70,0,,,64,59,78
tract,26125162500,3460,13.10%,3,68,0,0,0,59,23,84
tract,26163587900,6166,13.10%,,85,-0.3,0,0,76,78,64
tract,26163501800,4733,13.10%,2,80,-0.2,100,100,56,15,81
tract,26091061600,3601,13.10%,,60,0.1,,,89,76,51
tract,26115832000,1700,13.10%,,75,0.1,0,0,72,49,27
tract,26115832100,3186,13.10%,,72,0.2,0,0,71,53,25
tract,26115832300,4592,13.10%,,69,-0.1,0,0,79,54,18
tract,26163532600,1969,13.10%,3,84,0.3,200,800,84,84,90
tract,26021020700,2781,13.00%,,79,0.3,,,60,97,44
tract,26065002101,2110,13.00%,3.1,48,0.1,,,79,34,81
tract,26077001000,6259,13.00%,3,85,0.1,,,48,84,79
tract,26065003700,4637,13.00%,3,46,0.2,,,79,70,69
tract,26163582000,3235,13.00%,,92,0.2,0,0,51,63,44
tract,26065980000,877,13.00%,,50,0.6,,,,,42
tract,26073000600,4427,13.00%,,60,0.2,,,82,91,35
tract,26073940500,2708,13.00%,,61,0.2,,,78,57,29
tract,26025001300,3971,13.00%,3.5,95,0.2,,,86,94,50
tract,26035000600,3678,13.00%,,37,0,,,64,94,11
tract,26049002900,1809,13.00%,2.7,40,0.4,,,82,94,70
tract,26049010910,2962,13.00%,4,36,0.1,,,82,88,39
tract,26099256300,1765,13.00%,3,83,0.2,0,100,62,68,52
tract,26059051200,3586,13.00%,,51,0,,,83,90,6
tract,26099264200,4463,13.00%,,96,0.2,0,100,80,40,68
tract,26103000600,2758,13.00%,,5,0.3,,,48,65,6
tract,26125142100,1584,13.00%,2.4,61,0.2,100,100,95,89,85
tract,26129950900,3900,13.00%,,24,0.3,,,89,61,6
tract,26081010200,4426,13.00%,,26,0.1,,,80,76,28
tract,26125160300,3001,13.00%,,67,0.3,0,0,67,85,83
tract,26125162200,1195,13.00%,,73,0,200,100,62,62,97
tract,26159012000,6062,13.00%,,13,0.1,,,80,92,58
tract,26099263200,2509,13.00%,3,96,0.2,0,0,80,76,64
tract,26163543100,2397,13.00%,2,74,-0.1,500,1000,47,20,90
tract,26163552400,2842,13.00%,4,86,0.2,500,100,94,69,61
tract,26163553600,2272,13.00%,3.2,83,0,600,400,78,55,91
tract,26163555500,2911,13.00%,,74,0.1,0,0,51,60,81
tract,26163568700,3594,13.00%,,75,0,0,100,63,72,64
tract,26163571600,1842,13.00%,,76,0.3,0,0,64,84,21
tract,26163572600,4984,13.00%,,77,0.1,0,0,79,19,44
tract,26163579600,2739,13.00%,4,95,0,0,100,45,83,99
tract,26099263900,3625,13.00%,3,96,-0.1,0,0,85,62,64
tract,26065003200,2264,12.90%,3,65,0.2,,,77,48,57
tract,26065003301,2818,12.90%,3,95,0,,,81,41,66
tract,26073940200,6118,12.90%,,47,-0.1,,,78,54,38
tract,26075000100,3220,12.90%,2.9,38,0.2,,,87,60,13
tract,26049011711,2526,12.90%,,27,0.2,,,76,73,8
tract,26099258000,2494,12.90%,,82,-0.2,0,0,43,17,64
tract,26099260600,2859,12.90%,,78,0.1,0,0,79,13,25
tract,26081003100,4003,12.90%,3,56,0,,,84,71,88
tract,26143970200,1706,12.90%,,29,0.2,,,78,37,16
tract,26163586200,7123,12.90%,,72,-0.2,0,0,47,37,72
tract,26065004403,1656,12.90%,3,47,0.2,,,69,77,56
tract,26163553200,661,12.90%,3,82,0,,,85,50,90
tract,26163554400,3171,12.90%,3,70,-0.1,0,100,63,90,80
tract,26163567800,4909,12.90%,,75,0.1,0,0,62,70,58
tract,26163584300,1871,12.90%,,77,0,200,0,75,54,49
tract,26065006800,4289,12.90%,2.9,60,0.1,,,64,89,69
tract,26075005000,2342,12.90%,2.7,39,0.1,,,56,58,32
tract,26017280700,3145,12.90%,3.5,99,0.4,,,97,67,35
tract,26025000200,3524,12.90%,2.8,84,0.2,,,72,99,59
tract,26025000800,2713,12.90%,3.2,82,0.2,,,74,53,58
tract,26033970300,4145,12.90%,,0,0.1,,,73,78,33
tract,26099268100,2839,12.90%,3,93,0.1,0,0,75,39,66
tract,26077005502,5535,12.90%,2.6,74,-0.1,,,64,68,65
tract,26155030800,3286,12.90%,,27,0.2,,,78,97,8
tract,26125142500,1948,12.90%,3.4,63,-0.1,0,0,65,52,85
tract,26161410100,3060,12.90%,,61,0.2,,,83,43,75
tract,26161413000,3583,12.90%,,82,0.1,,,74,49,75
tract,26081003800,5249,12.90%,3,59,0.2,,,96,69,89
tract,26163524800,2632,12.90%,3,94,0,0,200,55,26,97
tract,26125161100,3360,12.90%,,67,0.2,0,0,74,58,77
tract,26125161800,4158,12.90%,,68,-0.2,0,0,42,54,83
tract,26163589400,5386,12.90%,,67,-0.2,0,0,59,35,61
tract,26149040200,2084,12.90%,,76,0.1,,,75,88,37
tract,26091061301,4042,12.90%,,59,0.2,,,75,98,56
tract,26163542500,2663,12.90%,2,76,-0.1,600,600,52,4,96
tract,26163572100,5842,12.90%,,75,0,0,0,83,34,2
tract,26163572500,1857,12.90%,,76,0.1,0,100,72,45,43
tract,26163585500,1730,12.90%,,75,0.1,0,0,53,43,35
tract,26049011713,3500,12.80%,,27,0.2,,,71,49,25
tract,26049012007,1643,12.80%,,24,0.1,,,88,24,20
tract,26065002600,1998,12.80%,2.9,51,0.1,,,69,14,72
tract,26115831800,1275,12.80%,,80,0.1,0,100,96,81,65
tract,26125160900,4483,12.80%,,66,0,0,200,80,27,82
tract,26163516400,855,12.80%,3.9,91,0,1900,900,65,86,84
tract,26149040400,2237,12.80%,,70,0.2,,,81,91,54
tract,26163554900,3598,12.80%,,73,-0.3,200,0,44,8,75
tract,26163565300,6069,12.80%,,74,0.2,0,0,84,70,67
tract,26163583900,3954,12.80%,,80,-0.1,0,0,60,50,67
tract,26069000100,2519,12.80%,,13,0.3,,,93,19,17
tract,26075005900,3944,12.80%,,32,0.3,,,62,98,33
tract,26017286500,1808,12.80%,4,96,0.4,,,84,67,44
tract,26035000900,1899,12.80%,,8,0.3,,,88,84,8
tract,26143971000,3859,12.80%,,17,0,,,68,59,14
tract,26145000400,954,12.80%,3,51,0.2,,,74,85,84
tract,26099263600,5134,12.80%,,84,0.1,0,0,84,99,70
tract,26099263700,4602,12.80%,,89,0.1,100,400,74,38,69
tract,26145010700,5732,12.80%,3.8,55,0.1,,,74,75,46
tract,26099241600,2714,12.80%,,67,-0.1,100,0,57,20,60
tract,26163523300,3350,12.80%,4,92,0,200,0,85,70,92
tract,26163523800,4683,12.80%,3.9,93,0.2,200,0,94,53,82
tract,26161411900,3380,12.80%,,74,0.1,,,79,82,74
tract,26081004600,5693,12.80%,3,62,0.1,,,84,83,73
tract,26081014701,4505,12.80%,,62,0,,,72,77,70
tract,26163510600,6074,12.80%,4,86,0.3,500,100,94,58,81
tract,26163515700,3719,12.80%,3.3,83,0.4,200,300,62,36,87
tract,26163538300,2129,12.80%,,82,0.3,300,500,69,52,91
tract,26163551300,3630,12.80%,,81,0,0,0,36,91,68
tract,26163569900,2664,12.80%,4,74,-0.1,0,0,55,27,32
tract,26163577200,3297,12.80%,3,91,0,0,100,78,14,67
tract,26075001300,2683,12.70%,2.9,40,0.2,,,78,86,76
tract,26081000800,2717,12.70%,3.3,82,0.3,,,99,45,56
tract,26125161300,3387,12.70%,2,72,-0.1,0,0,53,48,76
tract,26163591501,3359,12.70%,,77,0,0,0,81,90,61
tract,26065003500,2861,12.70%,3,55,0,,,63,89,56
tract,26065006700,4304,12.70%,2.3,51,0.2,,,71,85,65
tract,26035000300,2411,12.70%,,22,0.1,,,65,24,18
tract,26077001100,1931,12.70%,2.8,75,0.1,,,72,37,64
tract,26077001300,1953,12.70%,,73,-0.1,,,64,29,43
tract,26099242100,2565,12.70%,,61,0,0,0,68,40,62
tract,26155030600,1597,12.70%,,23,0.2,,,86,49,26
tract,26081001000,4724,12.70%,3,58,-0.1,,,59,76,62
tract,26161410800,1725,12.70%,,68,0.2,,,87,82,61
tract,26163531200,2576,12.70%,3.1,84,-0.4,200,300,31,12,85
tract,26135970400,2051,12.70%,,42,0.1,,,75,84,8
tract,26163588100,2365,12.70%,,0,-0.1,,,,,
tract,26087337500,4190,12.70%,,49,0,,,56,96,15
tract,26087339500,3568,12.70%,,28,0.1,,,81,95,65
tract,26163507300,1942,12.70%,3.5,83,0.1,1500,3300,58,24,98
tract,26099258300,2474,12.70%,3.4,94,0.1,0,0,84,58,66
tract,26163555300,3107,12.70%,,74,-0.2,100,0,57,9,82
tract,26163571500,4701,12.70%,,78,0.1,0,0,89,75,35
tract,26163571800,2883,12.70%,3,75,0,100,0,74,61,43
tract,26163573100,4078,12.70%,,75,0,0,0,81,51,31
tract,26163578000,2527,12.70%,3,95,0,100,0,73,28,48
tract,26111291500,4255,12.70%,,46,0,,,75,77,20
tract,26065005303,4140,12.60%,,54,0.2,,,58,95,71
tract,26099245100,3832,12.60%,,60,0,0,0,86,73,55
tract,26099245400,1421,12.60%,,60,0,0,0,68,70,69
tract,26091061800,3935,12.60%,,42,0,,,72,89,15
tract,26107960800,5015,12.60%,,25,-0.1,,,78,68,12
tract,26125141100,2984,12.60%,3,62,0.2,0,0,81,82,74
tract,26125160400,2816,12.60%,,66,0,0,0,54,61,92
tract,26163523200,3956,12.60%,4,93,0.4,400,100,94,50,87
tract,26073940400,3800,12.60%,,61,0.1,,,79,91,38
tract,26023950200,3834,12.60%,,91,0,,,61,54,23
tract,26027001100,2944,12.60%,,85,-0.1,,,66,37,24
tract,26027002100,5589,12.60%,,76,0,,,67,86,45
tract,26033970500,3608,12.60%,,0,0.1,,,43,96,45
tract,26035001000,3279,12.60%,,8,0.2,,,85,18,3
tract,26049012201,2441,12.60%,,31,0.1,,,77,90,32
tract,26049010113,2373,12.60%,,24,0,,,74,85,43
tract,26049010115,914,12.60%,,24,0,,,74,85,43
tract,26049010912,2909,12.60%,,39,0,,,54,79,33
tract,26121000800,2863,12.60%,2.6,93,0.1,,,64,52,44
tract,26121002601,3641,12.60%,,86,0.1,,,66,87,40
tract,26103001900,1471,12.60%,,8,0,,,55,62,21
tract,26077000201,2171,12.60%,3.1,74,0.2,,,71,85,45
tract,26125192800,2204,12.60%,,63,-0.6,0,0,,,56
tract,26081000900,3313,12.60%,3,70,-0.1,,,61,27,36
tract,26125141400,4626,12.60%,2.9,63,-0.1,0,0,88,61,87
tract,26163526400,1356,12.60%,4,90,0.2,400,100,99,62,91
tract,26115831700,4094,12.60%,,86,-0.2,0,0,48,6,26
tract,26163542900,3853,12.60%,2,75,-0.2,300,200,59,3,89
tract,26163554200,3245,12.60%,3,68,0,0,0,61,10,67
tract,26163566800,2687,12.60%,3.5,78,-0.1,0,100,66,35,56
tract,26163569200,2458,12.60%,3,73,0,0,0,79,94,25
tract,26163580200,2888,12.60%,3.3,97,-0.1,0,0,69,33,26
tract,26163583000,2626,12.60%,,80,0,0,100,55,5,26
tract,26075000900,3068,12.60%,2,39,0,,,63,36,48
tract,26097950400,2927,12.50%,,0,-0.1,,,68,97,56
tract,26125161700,3170,12.50%,,67,-0.2,100,0,42,4,87
tract,26163521100,1949,12.50%,4,88,0.1,100,300,71,70,79
tract,26163569800,2220,12.50%,4,74,-0.1,0,0,45,32,35
tract,26163577900,4325,12.50%,2.3,93,0.1,100,100,61,27,32
tract,26021010300,4642,12.50%,,5,0,,,72,76,32
tract,26021020900,3086,12.50%,,79,0.1,,,66,42,37
tract,26017280600,2683,12.50%,3.3,97,-0.1,,,58,65,41
tract,26023950800,4558,12.50%,,47,-0.1,,,67,81,3
tract,26025001100,4128,12.50%,3,94,0.1,,,51,97,50
tract,26025001800,6045,12.50%,,77,0.2,,,77,70,61
tract,26027002000,4367,12.50%,,19,0,,,88,51,21
tract,26037010203,1356,12.50%,,52,0.2,,,81,70,36
tract,26035000400,3518,12.50%,,33,0.1,,,79,81,12
tract,26041970800,4258,12.50%,,46,0.2,,,60,99,7
tract,26041970900,2541,12.50%,,39,0.4,,,82,84,17
tract,26049012601,3346,12.50%,,28,-0.1,,,63,60,11
tract,26049011401,3512,12.50%,,36,0,,,67,64,52
tract,26051000400,3163,12.50%,,14,-0.1,,,75,76,6
tract,26065000600,1893,12.50%,2.3,52,0.3,,,67,76,56
