Geo Type,Geo ID,Population,Coronary Heart Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Hypertension,Myocardial Infarction,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26099258300,2474,6.6%,3.4,94,0.1,42.0%,0.0,84,58,66
tract,26163543100,2397,6.6%,2.0,74,-0.1,43.3%,300.0,47,20,90
tract,26163550400,1548,6.6%,2.3,77,-0.4,33.1%,0.0,10,18,20
tract,26163554100,3952,6.6%,3.0,68,0.1,37.5%,100.0,75,19,72
tract,26163554800,3382,6.6%,,73,-0.2,41.0%,100.0,58,18,77
tract,26163558500,3961,6.6%,,74,-0.4,31.9%,0.0,7,43,16
tract,26163558600,1787,6.6%,,73,-0.4,35.7%,0.0,15,50,25
tract,26163562400,5244,6.6%,,74,-0.6,33.9%,0.0,1,16,12
tract,26163564000,1963,6.6%,,75,0.0,32.4%,0.0,58,89,62
tract,26163583400,5131,6.6%,,82,-0.2,33.2%,0.0,34,25,28
tract,26075000900,3068,6.6%,2.0,39,0.0,36.1%,,63,36,48
tract,26025004100,2202,6.5%,3.7,88,0.3,39.0%,,79,86,67
tract,26099250900,2694,6.5%,,77,-0.3,35.3%,0.0,40,20,8
tract,26099251300,2273,6.5%,,77,-0.2,33.2%,0.0,15,21,11
tract,26099254000,1641,6.5%,,70,-0.3,33.5%,0.0,27,42,11
tract,26099256100,2499,6.5%,,88,-0.2,35.4%,0.0,46,27,53
tract,26099260900,4874,6.5%,,79,-0.3,35.9%,0.0,46,16,65
tract,26099262100,961,6.5%,,87,0.0,35.2%,0.0,83,28,40
tract,26077002004,3942,6.5%,,56,-0.4,32.5%,,19,16,27
tract,26081003700,4506,6.5%,2.1,60,0.1,37.4%,,91,45,84
tract,26093742402,3828,6.5%,,63,-0.3,30.4%,,39,55,20
tract,26093743500,2014,6.5%,,47,-0.5,31.9%,,14,5,16
tract,26125127400,1704,6.5%,,58,-0.3,31.9%,0.0,31,12,13
tract,26125168800,2343,6.5%,,65,-0.7,33.0%,0.0,9,10,50
tract,26163593000,5489,6.5%,,75,-0.3,32.6%,0.0,28,60,33
tract,26065006600,3391,6.5%,3.1,54,0.2,34.6%,,89,99,67
tract,26005030401,7764,6.5%,,62,-0.2,32.2%,,17,4,3
tract,26005030500,7850,6.5%,,90,-0.4,33.3%,,17,19,26
tract,26073940400,3800,6.5%,,61,0.1,33.1%,,79,91,38
tract,26075000400,3995,6.5%,2.9,35,0.0,35.2%,,77,46,36
tract,26015010200,5518,6.5%,,63,-0.3,32.9%,,13,39,13
tract,26015010402,4294,6.5%,,73,-0.4,32.3%,,10,5,9
tract,26025001700,4474,6.5%,,82,-0.3,34.4%,,19,55,40
tract,26025004000,3969,6.5%,,99,0.0,34.4%,,54,60,14
tract,26049013301,5772,6.5%,,37,-0.4,33.2%,,36,23,2
tract,26055550400,6933,6.5%,,5,-0.4,30.9%,,24,20,15
tract,26055551200,3259,6.5%,,20,-0.1,30.7%,,61,78,21
tract,26099255600,3503,6.5%,3.0,85,0.1,37.5%,0.0,79,5,37
tract,26099250000,2260,6.5%,,65,-0.3,33.9%,0.0,30,17,20
tract,26099215300,4452,6.5%,,53,-0.3,33.2%,0.0,38,35,12
tract,26121002500,7516,6.5%,,89,-0.5,33.2%,,3,32,13
tract,26103000700,3334,6.5%,,6,0.1,28.9%,,44,64,10
tract,26099220002,4727,6.5%,,42,-0.1,34.7%,0.0,43,68,22
tract,26099230400,3471,6.5%,,66,-0.3,33.4%,0.0,13,28,26
tract,26125125000,3419,6.5%,,41,-0.5,34.2%,0.0,14,30,1
tract,26077001300,1953,6.5%,,73,-0.1,31.5%,,64,29,43
tract,26077001506,8350,6.5%,,67,-0.1,32.9%,,70,63,53
tract,26125130700,7047,6.5%,,60,-0.2,33.0%,500.0,29,25,18
tract,26163523300,3350,6.5%,4.0,92,0.0,32.2%,0.0,85,70,92
tract,26081001101,5962,6.5%,,54,0.2,35.7%,,71,80,69
tract,26125154100,2729,6.5%,,61,-0.4,32.6%,200.0,27,6,20
tract,26163526200,3285,6.5%,3.9,91,0.3,31.9%,0.0,98,69,80
tract,26081010402,4321,6.5%,,41,-0.1,31.9%,,42,33,8
tract,26081011301,4732,6.5%,,49,-0.2,34.3%,,33,17,22
tract,26125157300,3351,6.5%,,63,-0.5,34.8%,0.0,28,38,57
tract,26125162300,3818,6.5%,,72,-0.2,46.7%,0.0,37,27,91
tract,26139020503,3742,6.5%,,70,-0.4,30.9%,,20,10,7
tract,26081012703,5202,6.5%,,61,-0.2,33.7%,,58,89,73
tract,26161420000,3385,6.5%,,71,-0.5,28.7%,,12,40,47
tract,26147652600,3194,6.5%,,28,-0.3,33.6%,,33,19,19
tract,26149040100,3684,6.5%,,77,-0.2,34.7%,,18,32,25
tract,26163502000,2076,6.5%,2.6,81,0.2,46.4%,0.0,88,57,97
tract,26115830800,7020,6.5%,,55,-0.4,36.4%,0.0,17,3,2
tract,26093730102,4098,6.5%,,57,-0.6,30.9%,,11,12,2
tract,26093742401,1257,6.5%,,63,-0.3,30.4%,,39,55,20
tract,26099261000,3787,6.5%,,81,-0.2,37.6%,0.0,43,29,67
tract,26163553600,2272,6.5%,3.2,83,0.0,46.0%,300.0,78,55,91
tract,26163557300,2230,6.5%,,70,-0.5,32.6%,100.0,18,19,26
tract,26163558200,4499,6.5%,,71,-0.4,32.7%,0.0,17,77,35
tract,26163562300,2260,6.5%,,74,-0.6,34.6%,0.0,1,7,9
tract,26163581500,2229,6.5%,,94,-0.2,32.4%,0.0,30,3,17
tract,26163585600,3664,6.5%,4.0,75,0.0,42.3%,0.0,76,75,88
tract,26163551500,2467,6.5%,,84,-0.2,43.1%,0.0,54,28,81
tract,26093741602,3392,6.5%,,53,-0.4,33.6%,,4,2,14
tract,26163535000,2741,6.5%,3.0,84,0.0,47.3%,100.0,82,46,100
tract,26005030200,3340,6.4%,,34,-0.4,34.0%,,0,4,7
tract,26065003901,1856,6.4%,,42,-0.3,31.7%,,23,44,52
tract,26163551800,3380,6.4%,2.0,78,-0.3,34.4%,0.0,18,59,21
tract,26163557400,3144,6.4%,,71,-0.6,32.7%,0.0,8,1,21
tract,26163564300,2528,6.4%,,75,-0.5,34.0%,0.0,7,36,36
tract,26163580600,2852,6.4%,3.5,96,0.0,31.8%,0.0,63,41,28
tract,26065004600,4213,6.4%,,39,-0.5,35.1%,,3,21,27
tract,26065005501,6377,6.4%,,44,-0.4,33.9%,,17,70,33
tract,26065006700,4304,6.4%,2.3,51,0.2,38.7%,,71,85,65
tract,26067032100,2030,6.4%,,44,0.0,34.9%,,74,82,50
tract,26005030300,7796,6.4%,,47,-0.4,32.9%,,19,14,4
tract,26037010300,5321,6.4%,,42,-0.4,33.2%,,6,16,24
tract,26049013111,2925,6.4%,,37,-0.4,34.9%,,8,11,18
tract,26099255900,1796,6.4%,3.0,84,0.0,34.0%,0.0,65,77,47
tract,26065002000,3035,6.4%,3.0,50,0.1,37.5%,,87,86,59
tract,26065002800,2709,6.4%,3.0,64,-0.1,36.9%,,51,21,28
tract,26103000200,2078,6.4%,,5,-0.1,31.5%,,60,45,17
tract,26099222800,3273,6.4%,,45,-0.4,34.9%,0.0,23,41,39
tract,26125121700,5457,6.4%,,49,-0.5,30.4%,0.0,10,12,14
tract,26147627000,2410,6.4%,,48,-0.2,35.0%,,31,24,19
tract,26077000201,2171,6.4%,3.1,74,0.2,31.8%,,71,85,45
tract,26125123000,2454,6.4%,,40,-0.4,30.2%,0.0,47,28,12
tract,26125130400,2769,6.4%,,57,-0.4,34.2%,500.0,3,7,13
tract,26125131100,2279,6.4%,,49,-0.5,32.7%,300.0,21,5,6
tract,26077003500,4588,6.4%,,65,-0.2,31.0%,,28,9,26
tract,26125190800,3279,6.4%,,66,-0.6,32.4%,0.0,7,5,27
tract,26125150800,4482,6.4%,,65,-0.6,33.3%,0.0,3,28,49
tract,26081010302,6217,6.4%,,25,-0.3,31.7%,,16,23,13
tract,26081010600,12560,6.4%,,30,-0.6,32.3%,,2,2,14
tract,26125156900,3215,6.4%,,65,-0.5,31.8%,0.0,30,4,45
tract,26125162200,1195,6.4%,,73,0.0,42.7%,0.0,62,62,97
tract,26139021604,7341,6.4%,,51,-0.4,31.9%,,8,2,9
tract,26125171500,5194,6.4%,,75,0.0,43.2%,0.0,67,34,94
tract,26163588400,5370,6.4%,,79,-0.4,36.2%,0.0,27,10,58
tract,26139022002,4081,6.4%,,57,-0.4,32.3%,,13,49,24
tract,26139022108,6031,6.4%,,50,-0.6,31.9%,,10,12,17
tract,26161423400,6668,6.4%,,47,-0.3,29.2%,,13,87,20
tract,26161425000,4509,6.4%,,45,-0.6,27.4%,,2,7,37
tract,26161454000,4946,6.4%,,45,-0.6,29.8%,,0,2,1
tract,26163501900,2872,6.4%,2.0,81,0.2,47.1%,200.0,91,42,93
tract,26163503500,2784,6.4%,2.2,92,0.2,45.8%,200.0,36,49,99
tract,26111291200,5552,6.4%,,52,-0.5,33.5%,,15,36,9
tract,26139025200,5784,6.4%,,65,-0.2,31.1%,,25,46,64
tract,26093743400,3892,6.4%,,49,-0.4,32.6%,,3,3,6
tract,26163546300,1998,6.4%,,0,0.1,44.0%,,,,
tract,26163551400,4206,6.4%,,83,0.0,40.4%,0.0,69,56,80
tract,26163556900,3867,6.4%,,68,-0.4,31.9%,0.0,5,19,44
tract,26163563800,3115,6.4%,,73,-0.4,32.1%,0.0,6,15,31
tract,26163564200,4132,6.4%,,74,-0.3,34.2%,0.0,30,69,38
tract,26163567300,4405,6.4%,,73,-0.3,32.9%,0.0,35,41,37
tract,26163568700,3594,6.4%,,75,0.0,36.7%,0.0,63,72,64
tract,26163574202,2948,6.4%,,90,-0.4,31.2%,0.0,42,91,43
tract,26163574600,4411,6.4%,2.0,77,-0.4,31.6%,0.0,47,11,16
tract,26163583600,2612,6.4%,,80,-0.3,31.7%,0.0,31,27,33
tract,26161464000,6193,6.4%,,67,-0.5,28.4%,,18,16,22
tract,26049013112,4517,6.3%,,38,-0.5,34.9%,,18,9,9
tract,26099251800,4098,6.3%,,81,-0.1,38.0%,0.0,26,18,60
tract,26075006804,5912,6.3%,,29,-0.4,33.6%,,2,13,7
tract,26081014100,1931,6.3%,3.0,61,-0.1,31.6%,,51,25,71
tract,26139021901,4531,6.3%,,54,-0.4,29.7%,,7,24,13
tract,26125122900,2008,6.3%,,39,-0.4,32.4%,0.0,30,32,14
tract,26125131500,4042,6.3%,,48,-0.5,31.7%,400.0,12,2,4
tract,26125134300,5257,6.3%,,63,-0.5,30.4%,400.0,22,5,20
tract,26125144800,2827,6.3%,,60,-0.2,30.3%,0.0,66,43,45
tract,26125181300,6002,6.3%,,80,-0.2,32.7%,0.0,37,70,25
tract,26161444000,6477,6.3%,,41,-0.5,27.7%,,12,16,14
tract,26163523400,2112,6.3%,3.4,90,0.2,33.5%,200.0,84,52,86
tract,26163558400,4030,6.3%,,75,-0.5,33.8%,0.0,14,23,21
tract,26163584300,1871,6.3%,,77,0.0,34.5%,100.0,75,54,49
tract,26065005002,3781,6.3%,,36,-0.7,34.4%,,4,63,43
tract,26065005201,5993,6.3%,,48,0.1,38.2%,,74,43,71
tract,26067031400,4703,6.3%,,28,-0.4,32.0%,,1,28,13
tract,26075000500,1750,6.3%,2.1,38,0.0,34.4%,,52,62,49
tract,26015010300,8161,6.3%,,88,-0.5,29.5%,,4,41,5
tract,26037011101,4688,6.3%,,32,-0.3,34.1%,,12,7,3
tract,26045020601,3987,6.3%,,47,-0.1,33.9%,,31,79,23
tract,26045020201,2918,6.3%,,49,-0.2,38.2%,,17,11,61
tract,26049011601,2851,6.3%,,27,-0.5,33.5%,,6,25,7
tract,26049001600,4409,6.3%,2.2,36,0.0,39.2%,,64,81,62
tract,26049013001,2530,6.3%,,33,-0.4,34.5%,,22,7,8
tract,26099255800,2630,6.3%,3.0,81,-0.2,35.9%,0.0,63,39,39
tract,26061000900,5153,6.3%,,5,-0.1,30.7%,,38,73,8
tract,26099247300,6316,6.3%,,53,-0.5,32.4%,0.0,1,19,25
tract,26099268200,3848,6.3%,,50,-0.3,33.8%,0.0,47,10,20
tract,26099982100,0,6.3%,,54,-0.3,33.8%,,,,
tract,26099225100,3237,6.3%,,56,-0.2,33.4%,0.0,49,11,18
tract,26125122400,7017,6.3%,,47,-0.4,30.7%,0.0,19,22,20
tract,26099228100,1641,6.3%,,66,0.1,35.3%,0.0,75,86,36
tract,26099230200,4854,6.3%,,67,-0.5,33.9%,0.0,20,11,15
tract,26077001501,4724,6.3%,,82,-0.2,32.8%,,59,91,35
tract,26099241600,2714,6.3%,,67,-0.1,36.2%,0.0,57,20,60
tract,26099241700,4796,6.3%,,66,0.1,33.9%,0.0,67,17,51
tract,26077003002,2386,6.3%,,46,-0.6,30.9%,,0,21,2
tract,26077003004,7868,6.3%,,51,-0.7,30.8%,,0,14,11
tract,26077006103,5378,6.3%,,55,-0.3,30.3%,,26,57,11
tract,26125196400,3995,6.3%,,65,-0.8,31.0%,0.0,8,5,48
tract,26155030600,1597,6.3%,,23,0.2,31.6%,,86,49,26
tract,26081000600,4357,6.3%,,79,-0.4,31.3%,,4,70,14
tract,26125144100,4012,6.3%,,58,-0.3,33.7%,0.0,24,23,28
tract,26161410400,3665,6.3%,,61,-0.3,28.2%,,16,65,36
tract,26161413000,3583,6.3%,,82,0.1,31.2%,,74,49,75
tract,26125150500,2624,6.3%,,68,-0.8,32.3%,0.0,4,12,22
tract,26163525700,5372,6.3%,4.0,93,0.3,31.9%,0.0,99,41,88
tract,26125157600,4949,6.3%,,64,-0.4,32.2%,0.0,43,11,56
tract,26125157800,3340,6.3%,,64,-0.5,35.9%,0.0,8,57,59
tract,26125160600,4641,6.3%,,69,-0.2,37.6%,0.0,30,56,73
tract,26081011403,2852,6.3%,,58,-0.1,32.1%,,39,75,50
tract,26081012201,6729,6.3%,,56,-0.5,31.4%,,4,36,17
tract,26081012203,5441,6.3%,,65,-0.5,32.9%,,14,26,29
tract,26139021202,7366,6.3%,,63,-0.1,30.0%,,36,82,9
tract,26125171300,3356,6.3%,,75,-0.2,43.5%,0.0,61,14,86
tract,26081011302,6426,6.3%,,49,-0.4,32.8%,,35,37,16
tract,26081012901,5054,6.3%,3.0,60,-0.1,32.3%,,78,80,65
tract,26081014000,7043,6.3%,3.0,56,-0.1,32.4%,,51,74,54
tract,26081014300,3312,6.3%,3.0,58,0.0,32.8%,,68,31,59
tract,26161445000,2782,6.3%,,34,-0.6,27.7%,,6,45,13
tract,26161446400,3117,6.3%,,38,-0.4,27.7%,,2,30,2
tract,26163500500,1289,6.3%,2.0,87,0.1,42.5%,0.0,83,56,94
tract,26163501300,3011,6.3%,2.0,83,0.0,47.1%,100.0,86,61,97
tract,26163599100,4292,6.3%,,70,-0.3,32.8%,0.0,37,22,37
tract,26091060800,3313,6.3%,,89,0.0,35.1%,,58,51,20
tract,26115830200,5925,6.3%,,65,-0.4,31.9%,0.0,9,31,9
tract,26163513300,2480,6.3%,3.0,77,-0.2,46.3%,0.0,56,17,85
tract,26093712101,3122,6.3%,,62,-0.4,30.5%,,3,12,2
tract,26093740500,2313,6.3%,,54,-0.6,33.2%,,10,24,4
tract,26099258700,2803,6.3%,4.0,91,0.0,40.0%,0.0,80,27,80
tract,26163542500,2663,6.3%,2.0,76,-0.1,44.9%,400.0,52,4,96
tract,26163550600,2419,6.3%,1.2,75,-0.6,31.6%,0.0,2,7,14
tract,26163551700,3206,6.3%,1.4,75,-0.6,33.6%,0.0,7,2,9
tract,26163554200,3245,6.3%,3.0,68,0.0,36.4%,0.0,61,10,67
tract,26163567900,2979,6.3%,,77,-0.3,33.1%,0.0,19,19,32
tract,26163573000,3085,6.3%,,74,-0.5,31.3%,0.0,30,40,25
tract,26125162100,3145,6.3%,,73,0.1,46.3%,100.0,49,51,99
tract,26163532600,1969,6.3%,3.0,84,0.3,42.3%,0.0,84,84,90
tract,26045020104,3773,6.2%,3.0,56,-0.2,35.3%,,53,15,56
tract,26065002600,1998,6.2%,2.9,51,0.1,33.3%,,69,14,72
tract,26077002904,9183,6.2%,,56,-0.5,32.1%,,3,10,37
tract,26081011701,5341,6.2%,,51,-0.2,29.8%,,15,74,20
tract,26081013500,5175,6.2%,3.0,55,0.1,32.0%,,81,72,68
tract,26125190500,2525,6.2%,,59,-0.6,28.9%,0.0,4,1,35
tract,26139020200,4396,6.2%,,54,-0.1,29.4%,,67,78,21
tract,26125165000,2941,6.2%,3.0,67,-0.3,31.4%,0.0,20,30,30
tract,26163516400,855,6.2%,3.9,91,0.0,38.6%,1300.0,65,86,84
tract,26163517300,2436,6.2%,4.0,84,0.2,38.4%,300.0,87,80,80
tract,26065003302,2237,6.2%,3.0,82,-0.3,36.8%,,19,3,47
tract,26163558900,1791,6.2%,,73,-0.5,31.1%,0.0,23,7,25
tract,26163559200,2142,6.2%,,74,-0.4,30.2%,0.0,22,9,31
tract,26163575300,3292,6.2%,3.0,79,-0.2,31.9%,0.0,35,8,28
tract,26163576200,2221,6.2%,,84,-0.3,32.6%,0.0,14,5,20
tract,26065007000,5832,6.2%,2.7,48,-0.1,33.9%,,46,19,52
tract,26005030704,5016,6.2%,,38,-0.3,33.0%,,27,53,32
tract,26021001400,4521,6.2%,,16,-0.3,31.6%,,16,47,25
tract,26045021100,5637,6.2%,,66,-0.2,30.5%,,42,78,18
tract,26055551500,3093,6.2%,,12,-0.3,32.0%,,30,63,22
tract,26099251900,3026,6.2%,3.0,79,-0.3,33.5%,0.0,26,47,13
tract,26099263800,2618,6.2%,3.0,96,0.1,36.8%,0.0,92,44,77
tract,26099226100,7848,6.2%,,54,-0.6,33.6%,0.0,30,6,15
tract,26099232200,5283,6.2%,,76,0.0,33.8%,0.0,65,56,48
tract,26147637200,3694,6.2%,,65,-0.1,35.0%,,24,39,4
tract,26077001907,4403,6.2%,,60,-0.1,29.5%,,67,43,38
tract,26125130300,3904,6.2%,,55,-0.4,31.9%,400.0,30,64,29
tract,26125132700,2943,6.2%,,53,-0.4,32.3%,500.0,4,20,20
tract,26125134700,3395,6.2%,,63,-0.1,33.4%,100.0,30,35,33
tract,26163524000,3312,6.2%,3.4,0,0.2,33.5%,,,,
tract,26077002700,8220,6.2%,,70,-0.5,30.0%,,2,30,19
tract,26125190400,3646,6.2%,,56,-0.5,30.3%,0.0,22,28,6
tract,26125135000,3842,6.2%,,63,-0.2,29.7%,200.0,68,53,35
tract,26125141600,4485,6.2%,2.8,61,0.1,38.5%,0.0,84,91,88
tract,26125150300,4938,6.2%,,65,-0.6,30.1%,0.0,10,12,37
tract,26081010401,5295,6.2%,,41,-0.4,30.7%,,28,29,15
tract,26081010700,5790,6.2%,,35,-0.3,30.3%,,50,34,19
tract,26081011001,4307,6.2%,,46,-0.5,31.7%,,7,7,19
tract,26125157000,2406,6.2%,,65,-0.6,32.8%,0.0,15,3,39
tract,26081012002,6279,6.2%,,50,-0.5,32.9%,,19,45,7
tract,26125171400,6777,6.2%,,74,0.0,41.2%,0.0,60,19,82
tract,26163587900,6166,6.2%,,85,-0.3,36.1%,0.0,76,78,64
tract,26139022103,1506,6.2%,,51,-0.6,32.7%,,3,7,7
tract,26125181000,3875,6.2%,,77,0.1,31.2%,0.0,57,82,69
tract,26163501500,4516,6.2%,3.0,82,0.2,45.0%,0.0,81,34,94
tract,26099258800,3583,6.2%,,91,0.0,42.2%,0.0,59,36,86
tract,26099262900,4057,6.2%,,96,0.0,36.3%,0.0,69,22,51
tract,26163543000,1848,6.2%,2.0,75,-0.3,43.5%,200.0,12,17,87
tract,26163546700,2705,6.2%,,78,0.3,44.8%,200.0,90,36,95
tract,26163558800,2575,6.2%,,73,-0.5,32.8%,0.0,7,10,29
tract,26163559000,2722,6.2%,,73,-0.3,32.1%,0.0,14,2,31
tract,26163565100,3515,6.2%,,75,-0.1,35.4%,0.0,78,64,64
tract,26163565600,2111,6.2%,,77,-0.3,32.7%,0.0,29,2,17
tract,26163576300,2485,6.2%,,84,-0.3,31.1%,0.0,22,13,24
tract,26163581100,3747,6.2%,,88,-0.1,32.8%,0.0,26,48,46
tract,26163584000,4359,6.2%,,83,-0.2,34.0%,0.0,49,41,40
tract,26099218000,8230,6.2%,,40,-0.1,36.5%,0.0,55,74,52
tract,26163571700,2396,6.2%,,75,0.1,35.5%,0.0,80,84,34
tract,26065003103,5910,6.1%,2.9,47,-0.1,33.0%,,57,42,56
tract,26049011102,5513,6.1%,,34,-0.2,32.8%,,36,70,34
tract,26065002101,2110,6.1%,3.1,48,0.1,35.0%,,79,34,81
tract,26099255700,1848,6.1%,3.0,79,0.0,34.7%,0.0,54,75,44
tract,26103000400,2000,6.1%,,6,-0.1,29.2%,,46,29,8
tract,26081001800,6205,6.1%,,58,-0.2,31.0%,,18,48,9
tract,26081012606,5700,6.1%,,62,-0.1,30.7%,,39,69,53
tract,26081012902,4920,6.1%,,60,-0.1,32.4%,,55,39,60
tract,26093744900,3194,6.1%,,65,-0.3,30.9%,,22,42,17
tract,26125140600,2600,6.1%,,64,-0.2,34.3%,0.0,63,81,65
tract,26163500200,2834,6.1%,3.0,92,0.1,43.1%,0.0,81,13,97
tract,26161407400,5824,6.1%,,73,0.0,31.4%,,92,38,76
tract,26163530200,4298,6.1%,3.0,82,0.2,40.8%,300.0,81,86,90
tract,26163575000,3774,6.1%,2.7,80,-0.2,31.0%,0.0,11,35,24
tract,26099251400,2859,6.1%,,79,-0.2,32.7%,0.0,36,30,10
tract,26099264200,4463,6.1%,,96,0.2,39.2%,0.0,80,40,68
tract,26145010100,9877,6.1%,,56,-0.3,31.6%,,27,66,35
tract,26145010600,2235,6.1%,,46,0.1,33.0%,,27,34,55
tract,26099221200,6004,6.1%,,44,-0.3,32.1%,0.0,26,76,26
tract,26099224300,4946,6.1%,,56,-0.5,32.5%,0.0,22,6,13
tract,26099224400,5346,6.1%,,55,-0.6,33.0%,0.0,24,2,15
tract,26099225400,7514,6.1%,,58,-0.8,33.5%,0.0,4,5,4
tract,26125122700,3173,6.1%,,44,-0.3,30.7%,0.0,15,11,14
tract,26125126300,4886,6.1%,,45,-0.4,30.9%,0.0,38,41,8
tract,26077001100,1931,6.1%,2.8,75,0.1,30.9%,,72,37,64
tract,26077002002,3903,6.1%,,54,-0.3,29.6%,,27,14,25
tract,26099242100,2565,6.1%,,61,0.0,37.8%,0.0,68,40,62
tract,26125194200,1907,6.1%,,64,-0.5,32.0%,0.0,6,27,52
tract,26125136000,2744,6.1%,,63,-0.2,31.5%,0.0,30,95,64
tract,26125197300,4621,6.1%,,73,-0.4,30.6%,0.0,30,35,33
tract,26125145300,4370,6.1%,,62,-0.2,31.4%,0.0,42,14,23
tract,26161407000,5003,6.1%,,63,-0.7,27.6%,,5,31,39
tract,26081004600,5693,6.1%,3.0,62,0.1,35.8%,,84,83,73
tract,26081010904,7593,6.1%,,42,-0.6,30.9%,,23,12,13
tract,26081011200,4236,6.1%,3.0,52,-0.2,30.8%,,23,52,26
tract,26125160500,4149,6.1%,,71,-0.2,35.8%,0.0,50,53,71
tract,26125161500,1826,6.1%,,70,-0.4,41.3%,0.0,24,1,88
tract,26125162500,3460,6.1%,3.0,68,0.0,38.8%,0.0,59,23,84
tract,26139021400,8232,6.1%,,56,-0.4,30.2%,,3,20,2
tract,26081014601,8304,6.1%,,54,-0.6,32.1%,,24,4,12
tract,26139022105,6083,6.1%,,57,-0.3,30.2%,,31,62,44
tract,26125181200,6578,6.1%,,78,-0.2,31.5%,0.0,46,18,29
tract,26161420200,3789,6.1%,,66,-0.4,29.3%,,12,32,6
tract,26161461000,7567,6.1%,,48,-0.7,25.7%,,3,7,19
tract,26163501800,4733,6.1%,2.0,80,-0.2,41.2%,100.0,56,15,81
tract,26163517100,1167,6.1%,4.0,84,0.0,39.0%,200.0,59,46,80
tract,26093743300,2693,6.1%,,52,-0.6,30.3%,,6,3,8
tract,26099262800,2052,6.1%,,91,-0.1,36.8%,0.0,62,78,54
tract,26093744200,3713,6.1%,,63,-0.6,31.9%,,5,15,17
tract,26163538200,2214,6.1%,1.0,81,-0.6,42.3%,100.0,22,1,85
tract,26163563400,5004,6.1%,,73,-0.5,32.4%,0.0,7,32,36
tract,26163565700,3126,6.1%,,78,-0.3,33.5%,0.0,36,24,54
tract,26065006401,4343,6.0%,,42,-0.4,31.9%,,6,38,13
tract,26049013402,1847,6.0%,,31,-0.5,33.3%,,26,27,3
tract,26093712102,3039,6.0%,,52,-0.7,30.3%,,7,5,9
tract,26093730101,2830,6.0%,,49,-0.7,31.9%,,7,11,11
tract,26099243000,4438,6.0%,,57,-0.5,33.2%,0.0,3,18,20
tract,26125193300,4545,6.0%,,63,-0.3,28.2%,0.0,20,72,38
tract,26111291000,5752,6.0%,,57,-0.4,29.4%,,11,64,27
tract,26125121400,4860,6.0%,,46,-0.6,29.5%,0.0,20,34,24
tract,26125150700,4355,6.0%,,64,-0.8,32.0%,0.0,8,8,30
tract,26125157400,2627,6.0%,,64,-0.5,31.9%,0.0,40,20,35
tract,26065003400,2396,6.0%,3.0,68,0.0,34.7%,,33,50,58
tract,26163554900,3598,6.0%,,73,-0.3,38.0%,0.0,44,8,75
tract,26163558000,4195,6.0%,,71,-0.4,30.9%,0.0,18,22,22
tract,26163561900,6877,6.0%,,68,-0.6,33.3%,0.0,9,6,28
tract,26163564504,7404,6.0%,,76,-0.4,32.0%,0.0,30,49,66
tract,26049011610,6906,6.0%,,28,-0.5,32.9%,,2,12,7
tract,26047970700,3624,6.0%,,4,-0.2,32.1%,,19,43,16
tract,26049013202,5685,6.0%,,39,-0.3,32.4%,,44,46,23
tract,26055550101,5940,6.0%,,10,-0.4,30.1%,,8,31,14
tract,26099224200,8915,6.0%,,55,-0.1,33.2%,0.0,58,45,41
tract,26125122200,3700,6.0%,,34,-0.5,30.3%,0.0,9,31,26
tract,26099232500,4425,6.0%,,65,-0.5,34.0%,0.0,17,8,39
tract,26125126500,3205,6.0%,,48,-0.5,30.1%,0.0,6,2,8
tract,26125128500,3191,6.0%,,62,-0.3,30.5%,0.0,23,33,39
tract,26163523800,4683,6.0%,3.9,93,0.2,32.2%,0.0,94,53,82
tract,26125193000,3341,6.0%,,64,-0.6,30.4%,0.0,21,41,36
tract,26125135100,5445,6.0%,,61,-0.6,31.8%,600.0,5,2,20
tract,26081000500,4073,6.0%,2.4,67,-0.2,31.3%,,25,15,34
tract,26125154200,3252,6.0%,,64,-0.1,31.0%,0.0,42,57,27
tract,26125161800,4158,6.0%,,68,-0.2,40.2%,0.0,42,54,83
tract,26125165100,4072,6.0%,3.0,67,-0.4,31.8%,0.0,16,66,32
tract,26125168500,2945,6.0%,,67,-0.3,35.8%,0.0,27,33,65
tract,26125171600,2061,6.0%,,77,0.0,36.0%,0.0,87,27,74
tract,26163592000,4492,6.0%,,70,-0.4,30.7%,0.0,23,9,28
tract,26139022001,5689,6.0%,,55,-0.3,29.4%,,23,74,43
tract,26161423600,2601,6.0%,,46,-0.4,25.8%,,40,7,31
tract,26161448000,3919,6.0%,,40,-0.6,27.0%,,3,1,22
tract,26091061500,5974,6.0%,,54,0.1,29.8%,,67,79,36
tract,26093710300,4111,6.0%,,44,-0.4,29.7%,,23,12,13
tract,26161405500,2493,6.0%,,57,-0.2,28.7%,,43,50,65
tract,26163546100,3579,6.0%,,78,0.2,44.1%,100.0,86,20,93
tract,26163555100,4542,6.0%,,73,-0.1,34.6%,0.0,48,31,62
tract,26163563300,2823,6.0%,,74,-0.4,32.9%,0.0,24,22,44
tract,26163568300,3845,6.0%,,79,-0.1,32.6%,0.0,54,47,66
tract,26163576500,3784,6.0%,2.0,88,-0.4,31.5%,0.0,29,23,30
tract,26163584800,6098,6.0%,,75,0.1,35.1%,0.0,63,99,77
