Geo Type,Geo ID,Population,Coronary Heart Disease,Historic Redlining Score,Toxic Releases to Air,Extreme Income Disparities,Hypertension,Myocardial Infarction,Socioeconomic Status,Housing & Transportation,Racial & Ethnic Minority Status
tract,26081012607,5577,9.2%,,66,0.0,35.4%,,49,84,61
tract,26139021000,5356,9.2%,,65,-0.2,35.8%,,18,66,17
tract,26149040900,4315,9.2%,,46,-0.2,39.0%,,28,62,6
tract,26087334000,2612,9.2%,,30,-0.1,39.3%,,71,60,4
tract,26159011400,4743,9.2%,,10,0.1,39.8%,,91,94,48
tract,26163504100,1357,9.2%,2.0,85,0.3,52.8%,0.0,98,36,100
tract,26163504400,1567,9.2%,2.1,85,0.4,52.7%,200.0,84,58,99
tract,26151970300,3384,9.2%,,38,-0.1,39.5%,,65,72,8
tract,26097950100,1403,9.2%,,0,-0.1,40.3%,,28,25,3
tract,26163537600,3655,9.2%,2.9,77,0.2,52.8%,500.0,81,57,97
tract,26163570400,5253,9.2%,3.0,75,0.3,48.1%,0.0,98,98,84
tract,26163578500,5102,9.2%,3.5,94,0.0,38.1%,0.0,92,51,56
tract,26021020500,3273,9.1%,,75,0.3,39.7%,,91,43,46
tract,26049000200,1315,9.1%,3.0,23,0.3,53.7%,,84,54,98
tract,26063950800,3354,9.1%,,40,0.0,38.3%,,41,61,7
tract,26121001902,4930,9.1%,,80,0.1,37.5%,,77,91,34
tract,26163535700,1122,9.1%,3.0,85,0.3,50.0%,1000.0,88,27,98
tract,26163536400,2274,9.1%,3.0,82,0.2,52.1%,400.0,90,40,98
tract,26073000200,4997,9.1%,,51,0.0,38.5%,,57,60,16
tract,26075005302,3547,9.1%,,41,-0.2,39.2%,,10,26,22
tract,26075005500,4758,9.1%,3.0,38,0.2,36.4%,,46,75,39
tract,26011970300,2758,9.1%,,20,-0.1,40.8%,,43,37,10
tract,26021011200,3091,9.1%,,41,-0.3,40.2%,,9,33,13
tract,26015010700,5082,9.1%,,75,-0.1,38.8%,,49,45,15
tract,26017285900,5066,9.1%,,79,0.0,41.5%,,70,53,17
tract,26023951000,2390,9.1%,,43,-0.3,41.8%,,17,18,5
tract,26025001300,3971,9.1%,3.5,95,0.2,38.2%,,86,94,50
tract,26041970900,2541,9.1%,,39,0.4,39.9%,,82,84,17
tract,26049001500,1291,9.1%,3.1,35,0.4,47.4%,,86,94,79
tract,26049010811,2580,9.1%,,25,0.2,48.8%,,87,74,79
tract,26145001100,2569,9.1%,3.6,44,0.5,46.3%,,93,78,88
tract,26133970200,4146,9.1%,,4,-0.1,38.5%,,59,51,9
tract,26133970400,3426,9.1%,,9,0.1,39.5%,,81,92,11
tract,26133970500,4328,9.1%,,21,-0.1,40.3%,,48,76,11
tract,26125161100,3360,9.1%,,67,0.2,46.3%,0.0,74,58,77
tract,26105950500,3620,9.1%,,20,0.0,38.5%,,48,85,14
tract,26149041000,3399,9.1%,,51,-0.1,38.5%,,41,43,9
tract,26109960200,4093,9.1%,,29,-0.1,40.3%,,41,72,27
tract,26089970100,2016,9.1%,,6,-0.4,42.0%,,5,25,6
tract,26089970200,5242,9.1%,,9,-0.4,38.6%,,41,71,43
tract,26109960400,3314,9.1%,,55,-0.2,41.1%,,11,31,6
tract,26109960500,2833,9.1%,,86,0.1,40.6%,,40,55,4
tract,26111291601,2533,9.1%,,35,-0.2,39.5%,,28,26,22
tract,26151970400,3917,9.1%,,32,0.0,39.0%,,56,88,15
tract,26163518600,373,9.1%,3.7,86,0.2,51.1%,200.0,71,58,89
tract,26163518800,565,9.1%,4.0,86,0.2,51.1%,800.0,71,58,89
tract,26117970300,3373,9.1%,,40,0.0,36.8%,,72,42,17
tract,26163557200,2050,9.1%,,69,-0.2,39.6%,0.0,41,94,21
tract,26163522000,1936,9.1%,4.0,86,0.6,53.3%,700.0,92,93,96
tract,26073000100,3406,9.0%,,39,-0.1,39.1%,,59,51,28
tract,26003000200,2644,9.0%,,4,0.0,40.2%,,30,73,21
tract,26021002000,3419,9.0%,,7,0.2,45.1%,,95,67,74
tract,26091060402,3251,9.0%,,25,-0.2,40.1%,,43,30,4
tract,26111291700,4060,9.0%,,39,0.0,38.7%,,62,78,7
tract,26115832200,1769,9.0%,,71,0.0,40.4%,0.0,46,23,5
tract,26017285300,4497,9.0%,,78,-0.2,39.4%,,20,27,6
tract,26043950100,1632,9.0%,,39,-0.3,39.2%,,22,32,9
tract,26049011505,2424,9.0%,,31,-0.2,40.5%,,47,52,31
tract,26061000400,3166,9.0%,,17,0.1,38.2%,,40,81,7
tract,26145011702,2313,9.0%,,46,0.0,37.9%,,21,27,23
tract,26123970600,4342,9.0%,,31,-0.1,38.5%,,48,76,13
tract,26163524100,3695,9.0%,3.0,97,0.4,37.8%,100.0,99,54,87
tract,26079950300,4898,9.0%,,23,0.1,38.5%,,62,90,13
tract,26163531500,2715,9.0%,3.0,84,0.5,49.8%,100.0,74,58,97
tract,26163531900,904,9.0%,3.0,83,0.2,53.2%,100.0,85,69,90
tract,26087339500,3568,9.0%,,28,0.1,37.4%,,81,95,65
tract,26159010500,3371,9.0%,,10,0.1,40.0%,,75,88,53
tract,26159011500,3593,9.0%,,13,-0.1,37.8%,,63,82,38
tract,26111290200,3606,9.0%,,93,0.3,37.7%,,56,58,16
tract,26091060401,3464,9.0%,,28,-0.2,41.0%,,36,36,2
tract,26093733601,2633,9.0%,,41,-0.2,39.7%,,23,29,14
tract,26117970800,4622,9.0%,,34,0.0,37.7%,,54,92,9
tract,26163537700,3083,9.0%,2.0,78,0.4,49.8%,700.0,83,24,99
tract,26067030100,6761,8.9%,,32,0.0,38.8%,,74,69,20
tract,26049012602,1660,8.9%,,26,0.1,39.8%,,68,38,29
tract,26053950700,2352,8.9%,,3,-0.1,40.5%,,15,49,11
tract,26091061800,3935,8.9%,,42,0.0,39.8%,,72,89,15
tract,26127010400,3758,8.9%,,11,0.0,37.1%,,48,94,36
tract,26139021606,5321,8.9%,,49,-0.2,37.3%,,27,69,13
tract,26147649000,4028,8.9%,,39,0.0,40.2%,,64,53,11
tract,26163530900,1626,8.9%,3.0,85,0.4,53.8%,900.0,65,82,91
tract,26163581200,3347,8.9%,,85,0.0,40.1%,0.0,55,62,31
tract,26007000200,3917,8.9%,,51,0.0,38.0%,,60,47,4
tract,26021020100,2440,8.9%,,38,-0.2,35.9%,,51,11,22
tract,26017286300,3632,8.9%,,40,-0.1,37.6%,,37,51,12
tract,26025003300,2065,8.9%,,70,0.1,45.3%,,74,95,42
tract,26027001000,3787,8.9%,,85,-0.2,39.9%,,34,18,15
tract,26041970700,3607,8.9%,,13,-0.2,39.1%,,26,61,14
tract,26049011502,3183,8.9%,,30,0.0,40.6%,,50,6,24
tract,26057000300,4206,8.9%,,40,0.0,36.4%,,62,87,22
tract,26059050100,4569,8.9%,,33,-0.2,40.4%,,44,25,3
tract,26145012600,3266,8.9%,,35,0.0,36.4%,,42,75,28
tract,26099231800,4347,8.9%,,75,-0.3,38.3%,0.0,63,38,38
tract,26161410700,1220,8.9%,,65,0.4,37.0%,,76,77,67
tract,26129950600,2472,8.9%,,31,0.0,41.3%,,56,38,2
tract,26157000300,3190,8.9%,,40,0.0,39.0%,,58,42,12
tract,26147651200,2016,8.9%,,39,-0.2,35.3%,,64,20,13
tract,26157001300,4734,8.9%,,30,-0.1,38.9%,,41,37,11
tract,26159012000,6062,8.9%,,13,0.1,37.0%,,80,92,58
tract,26163511400,2364,8.9%,3.6,84,0.2,51.3%,400.0,85,92,83
tract,26115831500,3169,8.9%,,73,0.0,41.4%,0.0,61,78,3
tract,26163570800,2971,8.9%,4.0,75,0.3,50.7%,0.0,90,49,91
tract,26163534400,1718,8.9%,3.0,85,0.6,52.9%,200.0,93,36,93
tract,26163535100,1737,8.9%,3.0,83,0.3,52.2%,400.0,96,47,99
tract,26005030703,2814,8.8%,,32,0.0,37.7%,,67,57,49
tract,26109960600,3739,8.8%,,96,0.0,37.5%,,17,28,4
tract,26115830300,3711,8.8%,,65,-0.2,40.5%,0.0,31,46,13
tract,26121001300,2306,8.8%,3.8,88,0.4,49.3%,,84,76,88
tract,26145012700,4394,8.8%,,26,0.0,36.8%,,49,78,19
tract,26163525400,2369,8.8%,4.0,90,0.3,45.1%,0.0,80,80,91
tract,26163540400,2883,8.8%,3.9,75,0.5,52.2%,300.0,84,64,99
tract,26005031100,6693,8.8%,,46,-0.1,39.3%,,33,38,12
tract,26009960100,2659,8.8%,,6,-0.2,37.9%,,33,37,5
tract,26021010500,2246,8.8%,,10,-0.2,38.0%,,59,83,34
tract,26015011300,7999,8.8%,,62,-0.1,36.8%,,37,82,1
tract,26017280700,3145,8.8%,3.5,99,0.4,41.7%,,97,67,35
tract,26017286000,2692,8.8%,,67,-0.2,39.7%,,37,11,19
tract,26021010100,3575,8.8%,,5,-0.2,38.2%,,30,14,23
tract,26023950200,3834,8.8%,,91,0.0,39.6%,,61,54,23
tract,26043950600,4378,8.8%,,61,0.1,39.5%,,28,78,18
tract,26049000900,2557,8.8%,2.4,28,0.5,53.0%,,88,23,94
tract,26099256600,3025,8.8%,3.0,84,0.3,42.7%,0.0,78,98,58
tract,26063950700,3489,8.8%,,33,0.0,39.3%,,51,75,9
tract,26145010401,2542,8.8%,,51,0.0,39.0%,,49,65,43
tract,26101000700,4223,8.8%,,72,-0.2,39.0%,,26,50,8
tract,26123970700,4335,8.8%,,9,0.1,38.5%,,82,97,23
tract,26123971100,4189,8.8%,,39,-0.1,36.8%,,61,85,32
tract,26099230601,7110,8.8%,,67,-0.2,38.6%,0.0,36,28,28
tract,26077005501,4087,8.8%,,73,0.2,38.0%,,63,78,50
tract,26151971100,3796,8.8%,,16,-0.1,38.5%,,78,87,9
tract,26127010500,3234,8.8%,,11,0.0,39.2%,,72,89,33
tract,26127010600,5426,8.8%,,41,-0.1,39.1%,,60,85,15
tract,26163530100,2171,8.8%,3.5,82,0.5,49.5%,300.0,83,95,92
tract,26163530400,1045,8.8%,3.0,84,0.6,49.7%,500.0,88,46,96
tract,26137950100,2742,8.8%,,20,-0.2,38.4%,,52,70,5
tract,26125160300,3001,8.8%,,67,0.3,43.9%,0.0,67,85,83
tract,26155031700,4103,8.8%,,23,-0.1,37.7%,,37,86,6
tract,26157000400,3303,8.8%,,41,-0.2,39.2%,,30,76,21
tract,26113960200,3222,8.8%,,5,-0.1,41.5%,,46,52,10
tract,26163506700,1066,8.8%,3.0,90,0.2,52.6%,300.0,82,74,99
tract,26163507100,2082,8.8%,4.0,84,0.5,51.1%,600.0,89,44,99
tract,26115833500,4934,8.8%,,82,0.0,40.7%,0.0,71,79,18
tract,26163539700,1994,8.8%,2.0,75,0.3,55.9%,200.0,86,47,99
tract,26163545100,773,8.8%,3.0,79,0.5,48.6%,,98,12,98
tract,26163580700,3768,8.8%,3.0,97,0.0,40.3%,0.0,47,60,25
tract,26163583100,3515,8.8%,,77,0.2,38.0%,0.0,87,48,37
tract,26163533400,2171,8.8%,3.0,85,0.5,52.5%,300.0,94,15,100
tract,26025002100,1122,8.7%,4.0,80,0.0,38.8%,,71,41,7
tract,26041970600,4011,8.7%,,23,-0.1,36.7%,,43,86,10
tract,26049010813,4439,8.7%,,31,-0.1,42.1%,,71,92,53
tract,26049011901,2573,8.7%,,22,-0.1,41.0%,,57,21,28
tract,26057000100,3858,8.7%,,46,-0.1,38.0%,,47,41,5
tract,26107960800,5015,8.7%,,25,-0.1,37.5%,,78,68,12
tract,26117970400,3234,8.7%,,36,-0.1,37.8%,,75,81,22
tract,26117970900,3198,8.7%,,35,0.0,37.0%,,58,17,8
tract,26147655100,5018,8.7%,,20,-0.1,39.5%,,70,80,7
tract,26163521300,889,8.7%,4.0,88,0.4,48.0%,300.0,74,46,92
tract,26163543500,944,8.7%,1.6,73,0.5,47.8%,700.0,76,44,92
tract,26015010100,6233,8.7%,,63,0.0,37.8%,,71,37,7
tract,26007000800,3079,8.7%,,86,0.0,37.1%,,51,35,3
tract,26029000100,1775,8.7%,,7,-0.1,38.1%,,50,72,12
tract,26029000400,2775,8.7%,,5,-0.3,38.6%,,25,72,13
tract,26029000800,2882,8.7%,,4,-0.3,37.2%,,21,38,14
tract,26025002700,6264,8.7%,,73,-0.3,39.1%,,33,32,10
tract,26027001500,3754,8.7%,,79,-0.2,40.9%,,39,27,25
tract,26027001600,3652,8.7%,,79,-0.2,42.3%,,43,53,47
tract,26031960500,2411,8.7%,,3,-0.2,39.1%,,38,21,12
tract,26033970100,3367,8.7%,,0,-0.2,39.8%,,10,23,47
tract,26049012501,1986,8.7%,,23,-0.2,40.7%,,25,11,22
tract,26049001900,3029,8.7%,,25,0.3,44.7%,,95,78,70
tract,26051000800,4131,8.7%,,25,0.1,39.7%,,68,88,12
tract,26121000900,3351,8.7%,3.7,98,0.2,36.3%,,70,11,24
tract,26143970300,2976,8.7%,,28,0.0,37.9%,,35,71,25
tract,26099268400,3232,8.7%,,97,0.2,41.1%,0.0,99,56,53
tract,26145011701,1608,8.7%,,64,-0.3,37.3%,,18,14,31
tract,26145011800,2137,8.7%,,41,-0.2,39.3%,,33,38,40
tract,26145012500,4001,8.7%,,22,0.0,37.4%,,38,20,6
tract,26163522100,662,8.7%,4.0,88,0.4,48.0%,100.0,74,46,92
tract,26151971200,4990,8.7%,,17,-0.1,38.9%,,55,60,9
tract,26155030300,4798,8.7%,,24,0.0,39.8%,,45,70,13
tract,26079950200,5096,8.7%,,23,0.0,38.3%,,53,79,14
tract,26137950400,1957,8.7%,,38,-0.1,38.8%,,45,24,1
tract,26155031800,4186,8.7%,,26,0.0,37.1%,,28,79,12
tract,26157000500,4881,8.7%,,40,-0.1,38.1%,,55,60,5
tract,26105950200,3486,8.7%,,23,-0.2,40.4%,,32,15,10
tract,26105950600,5117,8.7%,,18,-0.1,39.0%,,57,85,22
tract,26163503900,2071,8.7%,2.0,87,0.1,50.0%,200.0,88,72,94
tract,26111291602,4693,8.7%,,44,-0.2,38.7%,,61,77,5
tract,26163513600,1379,8.7%,3.2,84,0.4,50.7%,100.0,93,99,92
tract,26163515600,1456,8.7%,3.4,84,0.4,50.7%,0.0,93,99,92
tract,26163516700,3194,8.7%,4.0,87,0.2,51.7%,700.0,86,53,99
tract,26117970200,3467,8.7%,,48,0.1,36.9%,,64,88,11
tract,26163539500,3283,8.7%,2.4,77,0.2,53.1%,900.0,49,71,97
tract,26163545200,2515,8.7%,3.0,79,0.5,51.0%,300.0,92,72,98
tract,26021000500,1704,8.6%,,6,0.4,48.4%,,99,34,98
tract,26049000700,2080,8.6%,3.0,26,0.2,51.7%,,90,27,98
tract,26049003100,2521,8.6%,4.0,34,0.1,54.4%,,87,50,93
tract,26099260600,2859,8.6%,,78,0.1,38.0%,0.0,79,13,25
tract,26163546400,935,8.6%,4.0,76,0.3,51.3%,100.0,94,37,96
tract,26163568500,3734,8.6%,,76,0.2,39.1%,0.0,88,80,64
tract,26011970500,4068,8.6%,,34,0.1,39.3%,,57,92,12
tract,26015010401,3401,8.6%,,65,-0.2,38.1%,,50,17,12
tract,26007000400,2912,8.6%,,96,0.2,37.7%,,70,73,16
tract,26007000900,2656,8.6%,,72,0.0,38.2%,,36,38,6
tract,26009960400,3114,8.6%,,7,-0.1,38.6%,,46,77,12
tract,26021010400,2812,8.6%,,6,-0.1,37.2%,,38,40,27
tract,26023950100,3801,8.6%,,61,-0.2,38.5%,,48,35,13
tract,26025003700,4734,8.6%,,72,-0.1,39.2%,,51,37,20
tract,26041970400,5307,8.6%,,57,-0.3,38.7%,,25,18,7
tract,26049012401,1829,8.6%,,19,-0.2,40.7%,,21,8,15
tract,26049010112,2364,8.6%,,28,0.0,41.4%,,68,45,23
tract,26059050300,2227,8.6%,,64,0.0,38.8%,,46,72,3
tract,26055550900,4903,8.6%,,17,-0.5,38.0%,,17,22,10
tract,26099251200,3165,8.6%,2.7,75,-0.3,38.5%,0.0,12,82,14
tract,26121002400,3390,8.6%,,95,-0.2,37.7%,,32,58,24
tract,26099222500,3961,8.6%,,43,-0.3,37.9%,0.0,29,35,7
tract,26147620000,4607,8.6%,,96,0.0,41.2%,,75,92,56
tract,26147625000,1484,8.6%,,54,0.3,39.1%,,80,57,49
tract,26165380500,6671,8.6%,,10,-0.1,37.8%,,39,82,20
tract,26081000200,2206,8.6%,3.0,60,-0.2,35.7%,,56,15,26
tract,26163531800,1281,8.6%,3.0,83,0.2,50.9%,700.0,94,54,100
tract,26125161400,4032,8.6%,,72,0.1,45.4%,0.0,64,75,56
tract,26157001200,4459,8.6%,,23,-0.1,38.6%,,41,19,8
tract,26159011300,4296,8.6%,,15,-0.1,36.7%,,78,90,46
tract,26089970300,2656,8.6%,,7,-0.3,38.2%,,19,30,14
tract,26089970500,4916,8.6%,,5,-0.2,37.2%,,41,34,8
tract,26163513700,3616,8.6%,3.5,79,0.0,50.1%,100.0,56,40,98
tract,26149041200,2881,8.6%,,73,0.0,39.9%,,61,67,19
tract,26163541500,4185,8.6%,,70,0.3,52.4%,100.0,89,91,99
tract,26163546500,2414,8.6%,4.0,76,0.3,51.3%,100.0,94,37,96
tract,26163573500,4455,8.6%,4.0,97,0.2,35.3%,0.0,97,92,33
tract,26163584200,3720,8.6%,,79,0.1,39.2%,0.0,78,53,56
tract,26133970600,4287,8.6%,,6,-0.1,37.9%,,59,88,12
tract,26111291500,4255,8.6%,,46,0.0,36.5%,,75,77,20
tract,26163533200,827,8.6%,3.0,85,0.3,49.7%,0.0,99,68,93
tract,26163533600,1674,8.6%,3.0,87,0.4,50.9%,400.0,94,35,96
tract,26163537100,2275,8.6%,2.3,80,0.4,51.2%,600.0,88,66,97
tract,26021000600,3261,8.5%,,7,0.4,51.6%,,90,17,91
tract,26025002800,4337,8.5%,,80,-0.1,38.4%,,45,51,15
tract,26049010202,1659,8.5%,,24,-0.3,40.0%,,30,19,12
tract,26099262600,2525,8.5%,,93,0.0,42.7%,0.0,52,80,48
tract,26081010102,2874,8.5%,,33,-0.2,38.0%,,51,43,16
tract,26099240400,5244,8.5%,,64,-0.2,40.9%,0.0,33,30,31
tract,26157001000,5150,8.5%,,28,-0.1,40.0%,,45,45,3
tract,26163567800,4909,8.5%,,75,0.1,40.6%,0.0,62,70,58
tract,26163579100,1570,8.5%,3.5,95,0.3,42.1%,200.0,66,20,58
tract,26005031000,6289,8.5%,,31,0.0,38.9%,,62,73,35
tract,26021010600,5043,8.5%,,25,-0.1,37.7%,,50,59,36
tract,26017280600,2683,8.5%,3.3,97,-0.1,38.4%,,58,65,41
tract,26017285500,6948,8.5%,,88,-0.2,39.4%,,24,50,15
tract,26019000200,3219,8.5%,,5,-0.3,38.6%,,37,37,16
tract,26021000400,2529,8.5%,,6,0.5,47.0%,,95,96,91
tract,26049012601,3346,8.5%,,28,-0.1,39.2%,,63,60,11
tract,26047970400,2780,8.5%,,4,-0.2,39.1%,,17,71,23
tract,26049010113,2373,8.5%,,24,0.0,36.8%,,74,85,43
tract,26049010115,914,8.5%,,24,0.0,36.8%,,74,85,43
tract,26049010501,2406,8.5%,4.0,22,0.3,41.9%,,81,55,64
tract,26049011210,1716,8.5%,3.0,34,0.1,40.0%,,59,66,36
tract,26059050500,4531,8.5%,,47,0.0,38.6%,,57,94,9
tract,26049012802,1941,8.5%,,27,-0.2,38.1%,,49,48,18
tract,26049013500,5344,8.5%,3.0,69,0.4,47.1%,,85,62,77
tract,26061000700,3416,8.5%,,5,-0.1,37.2%,,23,69,3
tract,26099247100,857,8.5%,,58,0.3,39.4%,0.0,96,15,39
tract,26121000402,4302,8.5%,,84,0.3,46.5%,,88,95,77
tract,26121001200,2687,8.5%,3.4,91,0.2,49.5%,,81,74,85
tract,26145001000,3692,8.5%,3.0,46,0.3,50.0%,,84,54,94
tract,26099211000,5869,8.5%,,40,-0.1,36.2%,0.0,60,83,26
tract,26145001200,3192,8.5%,3.3,46,0.3,41.5%,,89,67,67
tract,26145011300,7133,8.5%,,40,-0.3,36.4%,,14,22,8
tract,26101000500,3616,8.5%,,32,0.0,38.3%,,67,51,42
tract,26099227000,7036,8.5%,,58,-0.4,36.9%,0.0,20,21,15
tract,26155030100,5845,8.5%,,19,-0.2,36.8%,,31,49,6
tract,26163531100,951,8.5%,3.0,84,0.6,52.0%,100.0,94,89,93
tract,26147652100,2480,8.5%,,26,-0.2,39.9%,,62,16,5
tract,26087331000,1738,8.5%,,18,-0.1,36.8%,,49,26,7
tract,26105950800,3054,8.5%,,16,-0.2,40.3%,,35,83,17
tract,26163595000,3855,8.5%,4.0,91,-0.1,37.1%,0.0,41,74,20
tract,26151970200,2432,8.5%,,54,-0.1,38.8%,,49,28,4
tract,26163575600,1624,8.5%,,86,-0.1,36.1%,0.0,56,15,29
tract,26163579200,3536,8.5%,3.0,95,0.4,40.9%,0.0,94,64,69
tract,26163538700,4522,8.5%,2.0,79,0.2,48.4%,300.0,81,39,93
tract,26021020600,3248,8.4%,,73,-0.2,35.3%,,28,26,24
tract,26037010201,2080,8.4%,,44,-0.2,39.4%,,29,33,25
tract,26049011713,3500,8.4%,,27,0.2,36.5%,,71,49,25
tract,26057001000,3892,8.4%,,41,-0.1,36.9%,,45,89,17
tract,26099226700,4795,8.4%,,57,-0.2,38.0%,0.0,25,69,24
tract,26147634100,3669,8.4%,,35,-0.2,39.5%,,51,33,20
tract,26155030200,3428,8.4%,,22,-0.2,38.3%,,46,17,6
tract,26163545400,1863,8.4%,,80,0.4,48.0%,0.0,96,86,94
tract,26163570600,2273,8.4%,4.0,74,0.2,49.4%,0.0,82,84,95
tract,26163570900,1902,8.4%,4.0,76,0.3,50.1%,0.0,82,47,95
tract,26075001200,2284,8.4%,3.7,33,0.2,38.5%,,89,69,52
tract,26009960200,3110,8.4%,,13,-0.1,36.7%,,41,35,10
tract,26017286200,4874,8.4%,,46,-0.2,38.9%,,36,26,3
tract,26029000300,2226,8.4%,,5,-0.3,37.6%,,9,38,10
tract,26029000900,1958,8.4%,,5,-0.4,39.2%,,3,32,4
tract,26025002200,3390,8.4%,,78,-0.2,40.4%,,41,38,13
tract,26029001000,2434,8.4%,,5,-0.2,36.8%,,46,87,4
tract,26031960200,2991,8.4%,,0,0.1,37.2%,,68,58,19
tract,26043950200,4447,8.4%,,52,-0.4,38.8%,,8,35,1
tract,26043950300,4768,8.4%,,54,-0.1,36.5%,,19,80,6
tract,26049012003,2985,8.4%,,22,-0.1,39.2%,,81,47,30
tract,26049003600,6557,8.4%,2.3,47,0.2,42.5%,,86,53,60
tract,26049010305,4478,8.4%,,23,0.2,49.3%,,91,50,82
tract,26049010912,2909,8.4%,,39,0.0,40.3%,,54,79,33
tract,26049011301,4912,8.4%,4.0,54,0.4,41.7%,,90,72,39
tract,26061000200,2992,8.4%,,41,0.1,38.0%,,65,54,2
tract,26063950600,2587,8.4%,,39,0.0,38.5%,,53,36,3
tract,26121004000,2191,8.4%,,55,-0.3,37.0%,,28,57,27
tract,26121004200,3509,8.4%,3.6,87,0.4,42.4%,,79,81,69
tract,26145012900,4415,8.4%,,29,-0.1,36.5%,,52,60,10
tract,26099231600,5322,8.4%,,73,-0.1,37.3%,0.0,88,87,42
tract,26147632000,3925,8.4%,,27,-0.2,39.1%,,47,49,20
tract,26165380700,3151,8.4%,,25,0.2,38.3%,,71,86,8
tract,26125197400,1917,8.4%,,73,0.0,38.2%,0.0,54,68,32
tract,26163524700,3933,8.4%,3.0,96,0.2,52.4%,0.0,74,34,98
tract,26149040800,3370,8.4%,,71,-0.1,37.7%,,53,76,44
tract,26107960700,7055,8.4%,,18,-0.1,36.3%,,35,68,16
tract,26107961000,5831,8.4%,,38,-0.1,36.9%,,63,53,15
tract,26157001100,3302,8.4%,,26,0.0,38.8%,,58,50,10
tract,26163506500,2141,8.4%,3.3,88,0.3,50.5%,700.0,97,20,92
tract,26089970600,5284,8.4%,,11,-0.3,36.5%,,27,50,11
tract,26091061600,3601,8.4%,,60,0.1,39.6%,,89,76,51
tract,26091062300,5234,8.4%,,70,-0.3,38.8%,,33,61,26
tract,26115833600,3012,8.4%,,83,-0.1,40.8%,0.0,26,32,15
tract,26093741100,2355,8.4%,,54,-0.1,34.6%,,54,65,4
tract,26099262400,3484,8.4%,,83,-0.1,40.9%,0.0,63,80,69
tract,26163540300,3524,8.4%,2.0,75,0.2,49.5%,400.0,74,26,98
tract,26163540700,3536,8.4%,,73,0.2,50.6%,200.0,95,53,92
tract,26163542100,4104,8.4%,1.3,75,0.3,50.6%,500.0,95,59,97
tract,26163545300,2078,8.4%,3.0,80,0.4,48.0%,300.0,96,86,94
tract,26163570200,2613,8.4%,3.0,75,0.2,46.8%,0.0,98,61,84
tract,26163572500,1857,8.4%,,76,0.1,39.7%,0.0,72,45,43
tract,26163578600,5246,8.4%,3.0,93,0.2,37.3%,0.0,94,47,54
tract,26163537000,3399,8.4%,2.0,79,0.4,50.2%,1000.0,84,85,98
tract,26163537300,1727,8.4%,3.0,79,0.1,50.9%,500.0,86,10,99
tract,26075006600,4842,8.3%,,46,-0.1,37.5%,,52,26,12
tract,26005032200,5144,8.3%,,56,-0.2,35.0%,,35,78,34
tract,26021010200,6550,8.3%,,5,-0.1,36.1%,,45,69,14
tract,26021021200,1652,8.3%,,78,-0.1,35.9%,,33,42,15
tract,26027001900,5204,8.3%,,12,-0.3,38.1%,,18,13,13
tract,26029001300,1637,8.3%,,6,0.0,37.4%,,36,34,8
tract,26049011508,2702,8.3%,4.0,33,0.1,41.2%,,66,75,26
tract,26049012503,2769,8.3%,,21,0.0,39.2%,,69,66,11
tract,26099254500,4251,8.3%,,73,0.0,38.4%,0.0,48,54,28
tract,26077002901,3923,8.3%,,56,-0.2,34.9%,,20,47,9
tract,26163543900,782,8.3%,4.0,75,0.5,48.3%,200.0,89,80,95
tract,26163584700,2188,8.3%,,76,0.1,38.9%,0.0,61,48,31
tract,26073940100,4198,8.3%,,51,-0.1,36.7%,,57,66,11
tract,26075001000,2313,8.3%,2.0,40,0.3,44.3%,,98,58,75
tract,26075006304,2738,8.3%,,30,-0.5,39.7%,,4,16,10
tract,26017285202,3965,8.3%,,71,-0.1,40.0%,,59,93,13
tract,26025002500,3285,8.3%,,94,-0.2,39.2%,,48,13,16
tract,26027001700,5089,8.3%,,32,-0.1,39.7%,,43,42,11
tract,26049012603,2607,8.3%,,24,-0.2,39.3%,,54,60,10
tract,26049012702,5535,8.3%,,27,-0.1,37.3%,,17,48,9
tract,26145002000,3419,8.3%,2.6,49,0.3,39.1%,,89,50,67
tract,26145010700,5732,8.3%,3.8,55,0.1,39.0%,,74,75,46
tract,26101000900,2119,8.3%,,43,-0.1,35.0%,,58,67,19
tract,26145012200,1599,8.3%,,43,-0.1,37.3%,,57,69,32
tract,26099231500,5080,8.3%,,72,-0.2,37.5%,0.0,69,30,24
tract,26099240000,3958,8.3%,,73,0.3,42.4%,0.0,91,98,68
tract,26147637300,2143,8.3%,,71,-0.1,40.2%,,37,26,8
tract,26099241500,3612,8.3%,,68,-0.2,39.4%,100.0,38,51,46
tract,26125144900,3821,8.3%,,60,0.0,36.2%,0.0,85,43,59
tract,26163525500,1177,8.3%,4.0,95,0.2,37.3%,0.0,94,66,96
tract,26163525600,1551,8.3%,4.0,95,0.2,37.3%,0.0,94,66,96
tract,26157000100,4087,8.3%,,41,0.0,39.0%,,43,84,21
tract,26125167300,3662,8.3%,,67,-0.1,36.4%,0.0,65,98,58
tract,26147655600,3242,8.3%,,24,-0.2,38.2%,,49,43,10
tract,26107960400,4525,8.3%,,15,-0.1,36.4%,,39,56,11
tract,26161446200,2214,8.3%,,38,-0.2,33.1%,,24,78,9
